Sequence,Word,Tag,T1_Raw,T1_Plot,T2_Raw,T2_Plot
21,anywhere,ADV,25,25,172.72,-172.72
38,almost,ADV,25,25,172.72,-172.72
41,whatsoever,ADV,45,45,310.89,-310.89
48,away,ADV,14,-14,96.72,-96.72
71,not,ADV,6,-6,15.83,15.83
87,where,ADV,21,21,145.08,145.08
853,Esoterically,ADV,42,-42,290.17,-290.17
906,not,ADV,6,-6,15.83,15.83
923,so,ADV,6,-6,41.45,41.45
943,even,ADV,19,19,131.27,131.27
947,when,ADV,17,17,117.45,117.45
958,slowly,ADV,30,-30,207.26,207.26
984,therefore,ADV,32,-32,221.08,221.08
987,gradually,ADV,46,-46,317.80,317.80
1044,still,ADV,22,-22,151.99,151.99
1060,perhaps,ADV,41,41,283.26,283.26
1066,why,ADV,14,-14,96.72,-96.72
1068,not,ADV,6,-6,15.83,15.83
1089,positively,ADV,51,51,352.35,-352.35
1106,more,ADV,18,-18,124.36,-124.36
1186,As,ADV,5,5,14.45,-14.45
1187,far,ADV,18,-18,124.36,-124.36
1201,too,ADV,7,7,48.36,-48.36
1209,therefore,ADV,32,-32,221.08,221.08
1224,then,ADV,8,-8,55.27,55.27
1225,when,ADV,17,17,117.45,117.45
1276,as,ADV,5,5,14.45,-14.45
1277,well,ADV,25,25,172.72,-172.72
1332,not,ADV,6,-6,15.83,15.83
1333,alone,ADV,15,15,103.63,103.63
1340,simultaneously,ADV,52,-52,359.26,359.26
1375,namely,ADV,21,21,145.08,145.08
1446,up,ADV,18,-18,124.36,-124.36
1494,therefore,ADV,32,-32,221.08,221.08
1514,How,ADV,17,17,117.45,117.45
1528,not,ADV,6,-6,15.83,15.83
1529,yet,ADV,2,-2,13.82,13.82
1556,potentially,ADV,41,41,283.26,283.26
1564,again,ADV,22,-22,151.99,151.99
1572,Were,ADV,17,17,117.45,117.45
1575,less,ADV,14,-14,96.72,-96.72
1607,not,ADV,6,-6,15.83,15.83
1623,quite,ADV,30,-30,207.26,207.26
1635,so,ADV,6,-6,41.45,41.45
1636,diametrically,ADV,56,-56,386.89,-386.89
1645,as,ADV,5,5,14.45,-14.45
1646,well,ADV,25,25,172.72,-172.72
1662,however,ADV,39,39,269.44,269.44
1675,simply,ADV,36,-36,248.72,-248.72
1680,most,ADV,16,-16,110.54,-110.54
1704,as,ADV,5,5,14.45,-14.45
1705,well,ADV,25,25,172.72,-172.72
1741,also,ADV,15,15,103.63,103.63
1856,also,ADV,15,15,103.63,103.63
1878,also,ADV,15,15,103.63,103.63
1917,when,ADV,17,17,117.45,117.45
1929,therefore,ADV,32,-32,221.08,221.08
1943,also,ADV,15,15,103.63,103.63
1944,therein,ADV,18,-18,124.36,-124.36
1946,here,ADV,11,11,76.00,76.00
1948,there,ADV,12,-12,82.91,-82.91
1949,not,ADV,6,-6,15.83,15.83
1950,only,ADV,12,-12,82.91,-82.91
1962,also,ADV,15,15,103.63,103.63
1976,physically,ADV,48,-48,331.62,331.62
1985,spiritually,ADV,51,51,352.35,-352.35
1987,astrally,ADV,27,27,186.54,-186.54
1996,hardly,ADV,24,-24,165.81,165.81
2059,plainly,ADV,35,35,241.81,241.81
2083,also,ADV,15,15,103.63,103.63
2127,so,ADV,6,-6,41.45,41.45
2128,also,ADV,15,15,103.63,103.63
2157,evidently,ADV,37,37,255.62,255.62
2163,only,ADV,12,-12,82.91,-82.91
2178,certainly,ADV,30,-30,207.26,207.26
2183,only,ADV,12,-12,82.91,-82.91
2193,Moreover,ADV,42,-42,290.17,-290.17
2214,even,ADV,19,19,131.27,131.27
2257,only,ADV,12,-12,82.91,-82.91
2274,rather,ADV,18,-18,124.36,-124.36
2280,historically,ADV,48,-48,331.62,331.62
2315,very,ADV,21,21,145.08,145.08
2316,suddenly,ADV,30,-30,207.26,207.26
2337,moreover,ADV,42,-42,290.17,-290.17
2366,ago,ADV,17,17,117.45,117.45
2384,only,ADV,12,-12,82.91,-82.91
2385,now,ADV,15,15,103.63,103.63
2397,alone,ADV,15,15,103.63,103.63
2412,here,ADV,11,11,76.00,76.00
2415,comparatively,ADV,70,-70,483.61,483.61
2417,yet,ADV,2,-2,13.82,13.82
2424,almost,ADV,25,25,172.72,-172.72
2435,very,ADV,21,21,145.08,145.08
2476,subsequently,ADV,61,61,421.43,421.43
2565,later,ADV,16,-16,110.54,-110.54
2618,collectively,ADV,62,-62,428.34,-428.34
2655,however,ADV,39,39,269.44,269.44
2657,not,ADV,6,-6,15.83,15.83
2667,Now,ADV,15,15,103.63,103.63
2676,respectively,ADV,59,59,407.62,407.62
2728,Meanwhile,ADV,40,-40,276.35,-276.35
2832,simply,ADV,36,-36,248.72,-248.72
2854,even,ADV,19,19,131.27,131.27
2855,very,ADV,21,21,145.08,145.08
2864,more,ADV,18,-18,124.36,-124.36
2874,constantly,ADV,29,29,200.35,-200.35
2879,more,ADV,18,-18,124.36,-124.36
2888,then,ADV,8,-8,55.27,55.27
2895,rather,ADV,18,-18,124.36,-124.36
2930,never,ADV,24,-24,165.81,165.81
2993,very,ADV,21,21,145.08,145.08
2999,perhaps,ADV,41,41,283.26,283.26
3073,now,ADV,15,15,103.63,103.63
3104,Astronomically,ADV,56,-56,386.89,-386.89
3118,annually,ADV,27,27,186.54,-186.54
3123,where,ADV,21,21,145.08,145.08
3129,never,ADV,24,-24,165.81,165.81
3152,historically,ADV,48,-48,331.62,331.62
3155,perhaps,ADV,41,41,283.26,283.26
3156,ethnologically,ADV,61,61,421.43,421.43
