Sequence,Word,Tag,T1_Raw,T1_Plot,T2_Raw,T2_Plot
27,most,ADJ,16,-16,110.54,-110.54
28,other,ADJ,14,-14,96.72,-96.72
110,English,ADJ,33,33,227.99,227.99
156,higher,ADJ,30,-30,207.26,207.26
243,Few,ADJ,22,-22,151.99,151.99
244,Early,ADJ,15,15,103.63,103.63
256,Indian,ADJ,20,-20,138.18,-138.18
258,Additional,ADJ,37,37,255.62,255.62
277,Eastern,ADJ,15,15,103.63,103.63
303,Primordial,ADJ,58,-58,400.71,-400.71
361,est,ADJ,5,5,34.54,-34.54
404,Modern,ADJ,26,-26,179.63,179.63
433,Current,ADJ,27,27,186.54,-186.54
535,Cyclic,ADJ,35,35,241.81,241.81
556,s,ADJ,3,3,20.73,-20.73
576,public,ADJ,51,51,352.35,-352.35
610,author—the,ADJ,26,-26,179.63,179.63
614,necessary,ADJ,25,25,172.72,-172.72
619,long,ADJ,24,-24,165.81,165.81
666,large,ADJ,27,27,186.54,-186.54
687,great,ADJ,21,21,145.08,145.08
691,Âryan,ADJ,9,9,62.18,-62.18
716,present,ADJ,26,-26,179.63,179.63
721,favourable,ADJ,65,65,449.07,449.07
799,other,ADJ,14,-14,96.72,-96.72
806,such,ADJ,20,-20,138.18,-138.18
811,different,ADJ,42,-42,290.17,-290.17
818,present,ADJ,26,-26,179.63,179.63
836,necessary,ADJ,25,25,172.72,-172.72
848,many,ADJ,13,13,89.81,89.81
851,literary,ADJ,25,25,172.72,-172.72
889,widely‐diffused,ADJ,75,75,518.16,-518.16
927,mystic,ADJ,25,25,172.72,-172.72
934,first,ADJ,24,-24,165.81,165.81
939,s,ADJ,3,3,20.73,-20.73
952,scattered,ADJ,28,-28,193.45,193.45
962,great,ADJ,21,21,145.08,145.08
965,early,ADJ,15,15,103.63,103.63
966,European,ADJ,32,-32,221.08,221.08
976,unnoticed,ADJ,32,-32,221.08,221.08
989,oldest,ADJ,21,21,145.08,145.08
998,harmonious,ADJ,40,-40,276.35,-276.35
1000,unbroken,ADJ,48,-48,331.62,331.62
1003,sole,ADJ,14,-14,96.72,-96.72
1019,personal,ADJ,36,-36,248.72,-248.72
1028,partial,ADJ,34,-34,234.90,-234.90
1039,advanced,ADJ,42,-42,290.17,-290.17
1044,few,ADJ,22,-22,151.99,151.99
1052,own,ADJ,15,15,103.63,103.63
1059,many,ADJ,13,13,89.81,89.81
1068,necessary,ADJ,25,25,172.72,-172.72
1071,wild,ADJ,27,27,186.54,-186.54
1073,fanciful,ADJ,50,-50,345.44,345.44
1077,many,ADJ,13,13,89.81,89.81
1087,last,ADJ,13,13,89.81,89.81
1088,few,ADJ,22,-22,151.99,151.99
1100,complete,ADJ,43,43,297.08,297.08
1106,few,ADJ,22,-22,151.99,151.99
1114,needless,ADJ,24,-24,165.81,165.81
1130,select,ADJ,21,21,145.08,145.08
1136,fundamental,ADJ,48,-48,331.62,331.62
1138,special,ADJ,38,-38,262.53,-262.53
1151,various,ADJ,37,37,255.62,255.62
1166,desirable,ADJ,43,43,297.08,297.08
1174,fragmentary,ADJ,50,-50,345.44,345.44
1176,incomplete,ADJ,49,49,338.53,-338.53
1193,Egyptian,ADJ,35,35,241.81,241.81
1219,various,ADJ,37,37,255.62,255.62
1220,religious,ADJ,44,-44,303.99,303.99
1230,original,ADJ,39,39,269.44,269.44
1249,probable,ADJ,59,59,407.62,407.62
1258,large,ADJ,27,27,186.54,-186.54
1268,wildest,ADJ,32,-32,221.08,221.08
1286,prepared,ADJ,46,-46,317.80,317.80
1315,many,ADJ,13,13,89.81,89.81
1320,aware,ADJ,20,-20,138.18,-138.18
1329,romantic,ADJ,34,-34,234.90,-234.90
1335,many,ADJ,13,13,89.81,89.81
1337,logical,ADJ,43,43,297.08,297.08
1343,new,ADJ,13,13,89.81,89.81
1374,dogmatic,ADJ,45,45,310.89,-310.89
1407,fortuitous,ADJ,41,41,283.26,283.26
1417,rightful,ADJ,49,49,338.53,-338.53
1430,archaic,ADJ,33,33,227.99,227.99
1445,fundamental,ADJ,48,-48,331.62,331.62
1469,modern,ADJ,26,-26,179.63,179.63
1481,content,ADJ,18,-18,124.36,-124.36
1495,future,ADJ,28,-28,193.45,193.45
1505,inferior,ADJ,35,35,241.81,241.81
1525,silent,ADJ,18,-18,124.36,-124.36
1554,minor,ADJ,23,23,158.90,-158.90
1559,literary,ADJ,25,25,172.72,-172.72
1566,important,ADJ,40,-40,276.35,-276.35
1576,new,ADJ,13,13,89.81,89.81
1589,considerable,ADJ,56,-56,386.89,-386.89
1600,many,ADJ,13,13,89.81,89.81
1601,minor,ADJ,23,23,158.90,-158.90
1607,great,ADJ,21,21,145.08,145.08
1611,due,ADJ,12,-12,82.91,-82.91
1620,most,ADJ,16,-16,110.54,-110.54
1628,exact,ADJ,30,-30,207.26,207.26
1633,great,ADJ,21,21,145.08,145.08
1640,previous,ADJ,49,49,338.53,-338.53
1647,uniform,ADJ,39,39,269.44,269.44
1663,Western,ADJ,23,23,158.90,-158.90
1670,general,ADJ,30,-30,207.26,207.26
1678,present,ADJ,26,-26,179.63,179.63
1681,English,ADJ,33,33,227.99,227.99
1703,few,ADJ,22,-22,151.99,151.99
1732,copious,ADJ,39,39,269.44,269.44
1754,great,ADJ,21,21,145.08,145.08
1789,Theosophical,ADJ,53,53,366.16,-366.16
1796,customary,ADJ,36,-36,248.72,-248.72
1809,old,ADJ,16,-16,110.54,-110.54
1813,daily,ADJ,19,19,131.27,131.27
1821,inclined,ADJ,34,-34,234.90,-234.90
1838,wisest,ADJ,22,-22,151.99,151.99
1840,human,ADJ,22,-22,151.99,151.99
1846,free,ADJ,18,-18,124.36,-124.36
1850,decisive,ADJ,42,-42,290.17,-290.17
