Sequence,Complexity,Mode,Words,T1_Raw,T1_Plot,T2_Raw,T2_Plot
2242,Simple,Narrative,3,124,-124,856.69,-856.69
2243,Simple,Narrative,4,99,99,632.80,-632.80
2244,Simple,Narrative,6,144,-144,883.38,883.38
2245,Simple,Narrative,5,118,-118,815.23,815.23
2246,Simple,Narrative,4,67,67,388.70,-388.70
2247,Simple,Narrative,3,62,-62,428.34,-428.34
2248,Simple,Narrative,6,137,137,858.04,-858.04
2249,Complex,Narrative,5,84,-84,562.29,-562.29
2250,Compound/Complex,Narrative,19,355,355,2134.34,-2134.34
2251,Simple,Narrative,7,198,-198,1317.87,1317.87
2252,Simple,Narrative,5,110,-110,741.92,741.92
2253,Simple,Narrative,4,79,79,527.75,527.75
2254,Simple,Narrative,6,127,127,774.25,-774.25
2255,Complex,Narrative,4,79,79,523.70,523.70
2256,Simple,Narrative,3,65,65,449.07,449.07
2257,Simple,Narrative,3,118,-118,815.23,815.23
2258,Complex,Narrative,42,792,-792,4897.94,4897.94
2259,Simple,Narrative,5,179,179,1144.43,-1144.43
2260,Simple,Narrative,3,117,117,790.28,-790.28
2261,Simple,Narrative,8,179,179,1138.48,-1138.48
2262,Complex,Narrative,16,271,271,1806.41,-1806.41
2263,Complex,Narrative,10,248,-248,1695.33,1695.33
2264,Simple,Narrative,6,118,-118,726.77,-726.77
2265,Simple,Narrative,7,155,155,960.58,-960.58
2266,Simple,Narrative,5,136,-136,847.36,847.36
2267,Simple,Conversation,37,737,737,4139.83,4139.83
2268,Simple,Narrative,5,125,125,771.36,771.36
2269,Simple,Narrative,9,181,181,1066.02,-1066.02
2270,Simple,Narrative,5,125,125,812.42,-812.42
2271,Simple,Narrative,20,488,-488,3052.35,-3052.35
2272,Simple,Narrative,3,92,-92,617.56,617.56
2273,Simple,Narrative,16,325,325,1991.66,1991.66
2274,Simple,Narrative,8,166,-166,956.78,-956.78
2275,Simple,Narrative,7,185,185,1166.64,-1166.64
2276,Simple,Narrative,7,164,-164,1048.92,-1048.92
2277,Simple,Narrative,6,167,167,1005.38,1005.38
2278,Simple,Narrative,6,74,-74,451.86,451.86
2279,Simple,Narrative,5,86,-86,491.99,491.99
2280,Simple,Narrative,5,163,163,1033.89,1033.89
2281,Simple,Narrative,6,108,-108,653.91,653.91
2282,Simple,Narrative,7,141,141,885.67,885.67
2283,Simple,Narrative,5,136,-136,921.55,921.55
2284,Compound/Complex,Narrative,377,6979,6979,45287.38,45287.38
2285,Simple,Narrative,49,1000,-1000,6293.86,6293.86
2286,Simple,Narrative,3,143,143,987.95,987.95
2287,Simple,Narrative,4,111,111,711.53,711.53
2288,Simple,Narrative,8,175,175,1170.13,-1170.13
2289,Simple,Narrative,5,142,-142,958.95,-958.95
2290,Simple,Narrative,22,501,501,3295.67,3295.67
2291,Simple,Narrative,12,350,-350,2233.60,2233.60
2292,Simple,Narrative,3,110,-110,759.96,759.96
2293,Simple,Narrative,16,323,323,1991.72,1991.72
2294,Simple,Narrative,36,789,789,5258.63,-5258.63
2295,Simple,Narrative,5,94,-94,631.38,631.38
2296,Simple,Narrative,52,992,-992,6283.02,6283.02
2297,Complex,Narrative,4,59,59,367.48,367.48
2298,Compound/Complex,Narrative,237,4268,-4268,26074.39,-26074.39
2299,Complex,Narrative,2,39,39,251.40,251.40
2300,Simple,Narrative,8,193,193,1208.03,-1208.03
2301,Simple,Narrative,8,222,-222,1408.38,-1408.38
2302,Simple,Narrative,5,110,-110,734.34,-734.34
2303,Simple,Narrative,12,211,211,1283.78,1283.78
2304,Simple,Narrative,11,274,-274,1856.91,-1856.91
2305,Simple,Narrative,3,84,-84,580.34,-580.34
2306,Simple,Narrative,13,299,299,1919.35,1919.35
2307,Compound/Complex,Narrative,121,2229,2229,13305.03,13305.03
2308,Complex,Narrative,3,59,59,407.62,407.62
2309,Simple,Narrative,4,52,-52,349.33,349.33
2310,Simple,Narrative,7,122,-122,676.44,-676.44
2311,Simple,Narrative,6,143,143,976.36,-976.36
2312,Simple,Narrative,4,75,75,500.11,-500.11
2313,Simple,Narrative,3,98,-98,659.01,659.01
2314,Simple,Narrative,8,134,-134,870.44,-870.44
2315,Simple,Narrative,8,124,-124,768.22,-768.22
2316,Simple,Narrative,4,66,-66,455.98,455.98
2317,Simple,Narrative,5,100,-100,579.39,579.39
2318,Simple,Narrative,16,294,-294,1827.46,1827.46
2319,Simple,Narrative,11,257,257,1571.83,1571.83
2320,Simple,Narrative,8,142,-142,832.27,-832.27
2321,Simple,Narrative,6,183,183,1264.30,-1264.30
2322,Simple,Narrative,17,276,-276,1721.14,1721.14
2323,Simple,Narrative,7,139,139,902.02,-902.02
2324,Simple,Narrative,5,100,-100,690.88,-690.88
2325,Compound/Complex,Narrative,50,904,-904,5542.29,-5542.29
2326,Simple,Narrative,5,86,-86,594.15,-594.15
2327,Simple,Narrative,3,81,81,559.61,559.61
2328,Simple,Narrative,4,107,107,721.19,721.19
2329,Simple,Narrative,3,79,79,527.75,527.75
2330,Simple,Narrative,9,119,119,719.98,719.98
2331,Simple,Narrative,6,84,-84,503.99,503.99
2332,Simple,Narrative,4,99,99,683.97,683.97
2333,Simple,Narrative,30,464,-464,2574.05,-2574.05
2334,Simple,Narrative,7,144,-144,846.48,-846.48
2335,Simple,Narrative,4,67,67,462.89,-462.89
2336,Simple,Narrative,8,210,-210,1376.65,-1376.65
2337,Simple,Narrative,2,71,71,490.52,-490.52
2338,Simple,Narrative,4,59,59,370.32,-370.32
2339,Simple,Narrative,9,170,-170,998.14,-998.14
2340,Simple,Narrative,3,68,-68,469.80,469.80
2341,Simple,Narrative,5,87,87,508.83,-508.83
2342,Simple,Narrative,4,121,121,761.77,761.77
2343,Simple,Narrative,6,130,-130,898.14,-898.14
2344,Complex,Narrative,58,931,931,5988.10,-5988.10
2345,Complex,Narrative,45,721,721,4821.72,4821.72
2346,Simple,Narrative,22,369,369,2381.07,2381.07
2347,Complex,Narrative,5,132,-132,911.96,911.96
2348,Compound/Complex,Narrative,638,11333,11333,67441.84,67441.84
2349,Compound/Complex,Narrative,105,1875,1875,11673.16,11673.16
2350,Simple,Narrative,188,3178,-3178,20503.21,20503.21
2351,Compound/Complex,Narrative,220,3668,-3668,22364.29,-22364.29
2352,Compound/Complex,Narrative,181,3087,3087,18637.49,18637.49
2353,Simple,Narrative,16,327,327,2082.81,-2082.81
2354,Complex,Narrative,51,976,-976,5995.62,5995.62
2355,Simple,Narrative,4,99,99,683.97,683.97
2356,Simple,Narrative,15,342,-342,2186.44,-2186.44
2357,Simple,Narrative,26,481,481,3080.69,-3080.69
2358,Simple,Narrative,4,101,101,697.78,697.78
2359,Simple,Narrative,4,80,-80,552.70,-552.70
2360,Compound/Complex,Narrative,20,352,-352,2141.67,2141.67
2361,Simple,Narrative,3,53,53,273.93,273.93
2362,Simple,Narrative,8,174,-174,1164.83,-1164.83
2363,Simple,Narrative,5,71,71,360.99,-360.99
2364,Simple,Narrative,8,95,95,630.71,-630.71
2365,Simple,Narrative,7,163,163,1069.04,1069.04
2366,Complex,Narrative,2,43,43,297.08,297.08
2367,Simple,Narrative,8,143,143,931.01,931.01
2368,Simple,Narrative,6,98,-98,659.01,659.01
2369,Simple,Narrative,12,291,291,1936.26,-1936.26
2370,Compound/Complex,Narrative,52,945,945,5794.70,-5794.70
2371,Simple,Narrative,5,182,-182,1165.16,1165.16
2372,Simple,Narrative,5,135,135,858.49,-858.49
2373,Simple,Narrative,8,159,159,1032.22,-1032.22
2374,Simple,Narrative,4,77,77,513.93,513.93
2375,Simple,Narrative,6,167,167,1024.23,-1024.23
2376,Simple,Narrative,4,78,-78,501.59,501.59
2377,Compound/Complex,Narrative,78,1289,1289,7787.67,7787.67
2378,Simple,Narrative,8,211,211,1314.34,-1314.34
2379,Simple,Narrative,5,91,91,577.53,577.53
2380,Simple,Narrative,3,65,65,449.07,449.07
2381,Simple,Narrative,2,71,71,490.52,-490.52
2382,Complex,Narrative,8,117,117,750.15,-750.15
2383,Simple,Narrative,20,322,-322,1797.91,1797.91
2384,Compound/Complex,Narrative,202,3633,3633,22328.80,-22328.80
2385,Simple,Narrative,8,158,-158,997.54,997.54
2386,Simple,Narrative,2,75,75,518.16,-518.16
2387,Simple,Narrative,6,155,155,941.33,941.33
2388,Simple,Narrative,5,143,143,876.47,-876.47
2389,Simple,Narrative,5,123,123,738.29,-738.29
2390,Simple,Narrative,4,54,-54,344.10,-344.10
2391,Simple,Narrative,5,121,121,835.96,835.96
2392,Complex,Narrative,17,237,237,1453.32,1453.32
2393,Simple,Narrative,5,110,-110,681.38,681.38
2394,Simple,Narrative,4,133,133,918.86,-918.86
2395,Simple,Narrative,11,260,-260,1722.09,-1722.09
2396,Simple,Narrative,6,145,145,890.29,-890.29
2397,Simple,Narrative,23,416,-416,2529.60,2529.60
2398,Simple,Narrative,17,360,-360,2394.92,-2394.92
2399,Simple,Narrative,3,66,-66,437.93,437.93
2400,Simple,Narrative,5,111,111,660.36,-660.36
2401,Simple,Narrative,9,107,107,544.84,-544.84
2402,Simple,Narrative,2,43,43,297.08,297.08
2403,Simple,Narrative,4,97,97,632.86,-632.86
2404,Simple,Narrative,17,388,-388,2444.56,-2444.56
2405,Simple,Narrative,5,110,-110,759.96,759.96
2406,Complex,Narrative,24,517,517,3316.44,-3316.44
2407,Simple,Narrative,14,296,-296,1823.23,1823.23
2408,Simple,Narrative,7,222,-222,1459.55,1459.55
2409,Simple,Narrative,10,184,-184,1048.64,-1048.64
2410,Simple,Narrative,6,94,-94,610.38,-610.38
2411,Simple,Narrative,4,38,-38,262.53,-262.53
2412,Simple,Narrative,55,871,871,5245.77,5245.77
2413,Compound/Complex,Narrative,14,331,331,2088.06,-2088.06
2414,Simple,Narrative,5,122,-122,768.68,-768.68
2415,Simple,Narrative,5,111,111,692.68,-692.68
2416,Simple,Narrative,9,173,173,1073.80,1073.80
2417,Simple,Narrative,6,121,121,724.48,-724.48
2418,Simple,Narrative,7,132,-132,782.43,-782.43
2419,Simple,Narrative,4,117,117,734.13,-734.13
2420,Simple,Narrative,5,110,-110,748.37,-748.37
2421,Simple,Narrative,9,189,189,1194.27,-1194.27
2422,Simple,Narrative,2,37,37,255.62,255.62
2423,Simple,Narrative,3,108,-108,746.15,-746.15
2424,Simple,Narrative,3,88,-88,607.97,607.97
2425,Simple,Narrative,7,190,-190,1294.62,-1294.62
2426,Simple,Narrative,3,84,-84,562.29,-562.29
2427,Simple,Narrative,9,216,-216,1307.82,1307.82
2428,Simple,Narrative,5,133,133,897.86,897.86
2429,Simple,Narrative,4,108,-108,746.15,-746.15
2430,Simple,Narrative,9,138,-138,810.00,-810.00
2431,Simple,Narrative,5,108,-108,728.10,-728.10
2432,Simple,Narrative,4,104,-104,700.47,-700.47
2433,Simple,Narrative,39,574,-574,3223.37,3223.37
2434,Simple,Narrative,7,139,139,913.30,913.30
2435,Simple,Narrative,6,137,137,830.62,-830.62
2436,Simple,Narrative,18,346,-346,2094.48,-2094.48
2437,Compound/Complex,Narrative,88,1684,-1684,10339.35,10339.35
2438,Simple,Narrative,6,107,107,701.94,701.94
2439,Simple,Narrative,10,124,-124,825.76,825.76
2440,Simple,Narrative,4,62,-62,407.34,407.34
2441,Simple,Narrative,9,158,-158,933.08,933.08
2442,Simple,Narrative,2,42,-42,290.17,-290.17
2443,Simple,Narrative,3,44,-44,303.99,303.99
2444,Compound/Complex,Narrative,9,193,193,1282.22,-1282.22
2445,Simple,Narrative,9,124,-124,708.30,-708.30
2446,Simple,Narrative,7,155,155,1060.93,-1060.93
2447,Simple,Narrative,3,57,57,393.80,393.80
2448,Simple,Narrative,2,53,53,366.16,-366.16
2449,Simple,Narrative,4,85,85,569.20,569.20
2450,Simple,Narrative,4,94,-94,557.19,557.19
2451,Simple,Narrative,8,158,-158,971.38,971.38
2452,Simple,Narrative,8,149,149,1029.40,1029.40
2453,Compound/Complex,Narrative,234,3665,3665,21477.82,21477.82
2454,Compound/Complex,Narrative,220,4082,-4082,24466.79,-24466.79
2455,Simple,Narrative,119,2370,-2370,15392.40,-15392.40
2456,Simple,Narrative,23,459,459,2984.85,-2984.85
2457,Simple,Narrative,3,54,-54,298.88,-298.88
2458,Simple,Narrative,33,554,-554,3602.13,-3602.13
2459,Simple,Narrative,6,150,-150,1026.39,-1026.39
2460,Simple,Narrative,38,688,-688,4162.61,-4162.61
2461,Simple,Narrative,12,187,187,1220.92,-1220.92
2462,Simple,Narrative,4,92,-92,543.37,543.37
2463,Simple,Narrative,5,123,123,849.78,849.78
2464,Simple,Narrative,6,116,-116,780.41,-780.41
2465,Simple,Narrative,6,131,131,849.71,849.71
2466,Simple,Narrative,5,140,-140,949.18,949.18
2467,Simple,Narrative,4,54,-54,335.78,335.78
2468,Simple,Narrative,4,119,119,822.14,-822.14
2469,Simple,Narrative,6,138,-138,864.94,-864.94
2470,Complex,Narrative,2,39,39,251.40,251.40
2471,Simple,Narrative,5,60,-60,359.19,359.19
2472,Simple,Narrative,5,181,181,1213.19,1213.19
2473,Simple,Narrative,6,116,-116,712.95,-712.95
2474,Simple,Narrative,5,95,95,644.74,-644.74
2475,Simple,Narrative,6,162,-162,1081.92,1081.92
2476,Simple,Narrative,6,101,101,679.74,679.74
2477,Simple,Narrative,6,138,-138,861.17,861.17
2478,Complex,Narrative,4,51,51,312.21,-312.21
2479,Simple,Narrative,5,97,97,581.69,581.69
2480,Complex,Narrative,5,116,-116,779.33,779.33
2481,Simple,Narrative,8,174,-174,1091.85,1091.85
2482,Simple,Narrative,5,85,85,569.20,569.20
2483,Simple,Narrative,5,97,97,558.67,-558.67
2484,Simple,Narrative,3,90,-90,621.79,621.79
2485,Simple,Narrative,7,127,127,822.07,-822.07
2486,Simple,Narrative,17,281,281,1743.83,1743.83
2487,Simple,Narrative,4,74,-74,437.06,437.06
2488,Simple,Narrative,4,67,67,393.67,393.67
2489,Simple,Narrative,3,72,-72,497.43,497.43
2490,Simple,Narrative,21,335,335,1938.53,-1938.53
2491,Simple,Narrative,2,50,-50,345.44,345.44
2492,Compound/Complex,Narrative,64,1065,1065,6383.51,6383.51
2493,Simple,Narrative,8,175,175,1042.21,-1042.21
2494,Simple,Narrative,5,122,-122,760.34,-760.34
2495,Simple,Narrative,87,1692,-1692,10044.60,-10044.60
2496,Simple,Narrative,4,54,-54,335.78,335.78
2497,Simple,Narrative,7,149,149,937.17,937.17
2498,Simple,Narrative,5,111,111,756.95,-756.95
2499,Simple,Narrative,6,110,-110,648.48,-648.48
2500,Simple,Narrative,4,89,89,596.84,-596.84
2501,Simple,Narrative,6,141,141,890.02,-890.02
2502,Simple,Narrative,4,96,-96,589.05,589.05
2503,Simple,Narrative,6,139,139,876.20,-876.20
2504,Simple,Narrative,6,128,-128,800.20,-800.20
2505,Simple,Narrative,21,287,287,1748.09,-1748.09
2506,Complex,Narrative,7,114,-114,765.51,765.51
2507,Simple,Narrative,5,79,79,535.87,535.87
2508,Simple,Narrative,32,474,-474,2770.51,-2770.51
2509,Simple,Narrative,7,109,109,678.86,-678.86
2510,Simple,Narrative,3,110,-110,759.96,759.96
2511,Simple,Narrative,17,272,-272,1518.99,-1518.99
2512,Simple,Narrative,18,283,283,1563.63,1563.63
2513,Complex,Narrative,4,72,-72,475.34,475.34
2514,Simple,Narrative,7,124,-124,819.39,819.39
2515,Complex,Narrative,3,45,45,255.56,255.56
2516,Simple,Narrative,5,102,-102,630.50,-630.50
2517,Simple,Narrative,7,134,-134,862.86,-862.86
2518,Complex,Narrative,5,94,-94,627.33,627.33
2519,Simple,Narrative,68,1170,-1170,6761.97,6761.97
2520,Simple,Narrative,8,154,-154,968.75,-968.75
2521,Simple,Narrative,14,288,-288,1923.45,1923.45
2522,Compound/Complex,Narrative,351,6247,6247,37780.03,-37780.03
2523,Complex,Narrative,14,242,-242,1485.65,1485.65
2524,Simple,Narrative,4,95,95,656.33,-656.33
2525,Simple,Narrative,6,140,-140,874.99,-874.99
2526,Simple,Narrative,4,76,-76,507.02,507.02
2527,Simple,Narrative,6,81,81,485.42,485.42
2528,Simple,Narrative,56,1052,-1052,6792.37,-6792.37
2529,Compound/Complex,Narrative,29,518,-518,3083.25,3083.25
2530,Simple,Narrative,24,518,-518,3211.40,3211.40
2531,Compound/Complex,Narrative,76,1574,-1574,9804.28,-9804.28
2532,Simple,Narrative,6,157,157,1010.48,-1010.48
2533,Simple,Narrative,9,166,-166,1127.00,1127.00
2534,Simple,Narrative,32,654,-654,3965.32,3965.32
2535,Simple,Narrative,6,112,-112,698.35,-698.35
2536,Complex,Narrative,7,102,-102,664.56,-664.56
2537,Simple,Narrative,8,202,-202,1344.40,-1344.40
2538,Simple,Narrative,4,80,-80,478.51,-478.51
2539,Simple,Narrative,5,103,103,693.56,693.56
2540,Compound/Complex,Narrative,46,771,771,4532.55,-4532.55
2541,Simple,Narrative,4,87,87,583.02,583.02
2542,Simple,Narrative,6,151,151,1005.93,1005.93
2543,Simple,Narrative,5,100,-100,639.71,639.71
2544,Simple,Narrative,4,80,-80,534.66,-534.66
2545,Simple,Narrative,4,109,109,753.05,753.05
2546,Compound/Complex,Narrative,80,1324,-1324,7833.61,7833.61
2547,Simple,Narrative,3,53,53,366.16,-366.16
2548,Simple,Narrative,9,124,-124,724.20,-724.20
2549,Compound/Complex,Narrative,74,1029,1029,5713.45,5713.45
2550,Simple,Narrative,22,391,391,2361.48,2361.48
2551,Simple,Narrative,4,77,77,531.97,531.97
2552,Simple,Narrative,2,40,-40,276.35,-276.35
2553,Simple,Narrative,62,899,899,5419.23,5419.23
2554,Simple,Narrative,10,141,141,770.02,-770.02
2555,Simple,Narrative,4,54,-54,335.78,335.78
2556,Simple,Narrative,5,96,-96,645.20,645.20
2557,Simple,Narrative,4,83,83,481.19,481.19
2558,Simple,Narrative,32,438,-438,2304.60,-2304.60
2559,Simple,Narrative,7,178,-178,1118.27,-1118.27
2560,Simple,Narrative,3,50,-50,327.39,327.39
2561,Simple,Narrative,1,17,17,117.45,117.45
2562,Simple,Narrative,3,77,77,531.97,531.97
2563,Complex,Narrative,4,62,-62,388.21,-388.21
2564,Simple,Narrative,4,100,-100,690.88,-690.88
2565,Complex,Narrative,5,69,69,436.57,-436.57
2566,Simple,Narrative,6,102,-102,628.35,-628.35
2567,Complex,Narrative,5,94,-94,627.33,627.33
2568,Simple,Narrative,3,57,57,375.76,375.76
2569,Complex,Narrative,5,79,79,505.66,505.66
2570,Simple,Narrative,6,129,129,817.04,817.04
2571,Simple,Narrative,3,76,-76,507.02,507.02
2572,Simple,Narrative,3,67,67,444.84,-444.84
2573,Simple,Narrative,2,28,-28,193.45,193.45
2574,Simple,Narrative,4,50,-50,327.39,327.39
2575,Simple,Narrative,5,98,-98,677.06,677.06
2576,Simple,Narrative,9,165,165,1118.94,-1118.94
2577,Simple,Narrative,4,71,71,472.48,-472.48
2578,Simple,Narrative,3,84,-84,580.34,-580.34
2579,Complex,Narrative,5,92,-92,613.52,613.52
2580,Simple,Narrative,4,138,-138,935.36,935.36
2581,Simple,Narrative,5,104,-104,700.47,-700.47
2582,Simple,Narrative,3,69,69,458.66,-458.66
2583,Simple,Narrative,4,130,-130,880.09,-880.09
2584,Simple,Narrative,6,146,-146,1008.68,-1008.68
2585,Simple,Narrative,3,90,-90,621.79,621.79
2586,Simple,Narrative,4,71,71,472.48,-472.48
2587,Simple,Narrative,3,66,-66,455.98,455.98
2588,Simple,Narrative,3,71,71,490.52,-490.52
2589,Simple,Narrative,3,69,69,476.70,-476.70
2590,Simple,Narrative,4,149,149,1011.36,1011.36
2591,Simple,Narrative,4,104,-104,700.47,-700.47
2592,Simple,Narrative,42,807,807,4934.56,-4934.56
2593,Compound/Complex,Narrative,146,2342,-2342,14004.87,-14004.87
2594,Simple,Narrative,4,122,-122,842.87,-842.87
2595,Compound/Complex,Narrative,35,617,617,3805.13,3805.13
2596,Simple,Narrative,4,77,77,457.78,457.78
2597,Simple,Narrative,4,84,-84,506.14,-506.14
2598,Simple,Narrative,6,105,105,659.15,659.15
2599,Simple,Narrative,8,96,-96,531.91,531.91
2600,Simple,Narrative,6,132,-132,864.94,-864.94
2601,Complex,Narrative,4,83,83,551.34,551.34
2602,Simple,Narrative,2,40,-40,276.35,-276.35
2603,Simple,Narrative,4,67,67,444.84,-444.84
2604,Simple,Narrative,7,136,-136,939.59,939.59
2605,Compound/Complex,Narrative,80,1314,-1314,8025.44,8025.44
2606,Complex,Narrative,11,177,177,1162.86,-1162.86
2607,Simple,Narrative,4,103,103,619.37,619.37
2608,Simple,Narrative,35,512,-512,2811.21,2811.21
2609,Simple,Narrative,47,1068,-1068,6286.56,-6286.56
2610,Compound/Complex,Narrative,492,9190,-9190,56523.05,56523.05
2611,Complex,Narrative,4,88,-88,567.84,567.84
2612,Simple,Narrative,6,146,-146,929.54,929.54
2613,Simple,Narrative,7,100,-100,579.39,579.39
2614,Simple,Narrative,4,88,-88,589.93,589.93
2615,Simple,Narrative,5,89,89,540.69,-540.69
2616,Simple,Narrative,6,197,197,1361.02,1361.02
2617,Simple,Narrative,4,66,-66,381.79,381.79
2618,Simple,Narrative,5,76,-76,495.43,495.43
2619,Simple,Narrative,9,235,235,1550.18,-1550.18
2620,Simple,Narrative,25,435,435,2629.07,2629.07
2621,Compound/Complex,Narrative,190,3543,3543,22580.66,-22580.66
2622,Compound/Complex,Narrative,34,662,-662,4160.22,-4160.22
2623,Simple,Narrative,4,97,97,577.92,577.92
2624,Simple,Narrative,2,32,-32,221.08,221.08
2625,Complex,Narrative,31,533,533,3511.09,3511.09
2626,Compound/Complex,Narrative,42,728,-728,4734.78,-4734.78
2627,Simple,Narrative,4,97,97,670.15,-670.15
2628,Simple,Narrative,49,845,845,5142.09,-5142.09
2629,Simple,Narrative,5,113,113,669.21,669.21
2630,Simple,Narrative,8,149,149,937.98,937.98
2631,Simple,Narrative,3,105,105,707.38,707.38
2632,Simple,Narrative,9,191,191,1199.19,1199.19
2633,Simple,Narrative,16,288,-288,1752.88,-1752.88
2634,Simple,Narrative,33,754,-754,4781.37,4781.37
2635,Simple,Narrative,78,1138,-1138,6634.52,-6634.52
2636,Simple,Narrative,6,91,91,610.65,-610.65
2637,Simple,Narrative,5,127,127,840.12,-840.12
2638,Simple,Narrative,8,161,161,1000.83,-1000.83
2639,Simple,Narrative,4,70,-70,454.64,-454.64
2640,Compound/Complex,Narrative,136,2520,-2520,15417.23,15417.23
2641,Simple,Narrative,3,70,-70,483.61,483.61
2642,Simple,Narrative,10,190,-190,1113.11,1113.11
2643,Simple,Narrative,5,123,123,812.48,-812.48
2644,Simple,Narrative,2,49,49,338.53,-338.53
2645,Complex,Narrative,4,61,61,399.34,399.34
2646,Complex,Narrative,9,200,-200,1323.57,1323.57
2647,Simple,Narrative,17,300,-300,1914.95,-1914.95
2648,Simple,Narrative,38,668,-668,3728.80,-3728.80
2649,Simple,Narrative,5,134,-134,833.54,833.54
2650,Simple,Narrative,3,98,-98,659.01,659.01
2651,Simple,Narrative,5,132,-132,893.91,893.91
2652,Simple,Narrative,4,89,89,596.84,-596.84
2653,Simple,Narrative,4,77,77,513.93,513.93
2654,Simple,Narrative,4,50,-50,233.95,233.95
2655,Complex,Narrative,5,104,-104,678.38,-678.38
2656,Complex,Narrative,4,77,77,513.93,513.93
2657,Simple,Narrative,4,70,-70,409.42,409.42
2658,Simple,Narrative,34,513,513,2906.62,-2906.62
2659,Compound/Complex,Narrative,77,1312,-1312,8016.24,-8016.24
2660,Simple,Narrative,31,539,539,3210.27,-3210.27
2661,Simple,Narrative,5,69,69,455.70,455.70
2662,Simple,Narrative,12,186,-186,1026.37,-1026.37
2663,Compound/Complex,Narrative,75,1236,-1236,7091.43,7091.43
2664,Simple,Narrative,9,164,-164,920.42,-920.42
2665,Simple,Narrative,2,46,-46,317.80,317.80
2666,Simple,Narrative,6,91,91,628.70,-628.70
2667,Simple,Narrative,6,91,91,610.65,-610.65
2668,Complex,Narrative,15,291,291,1826.79,-1826.79
2669,Simple,Narrative,11,168,-168,1087.29,1087.29
2670,Simple,Narrative,5,83,83,573.43,573.43
2671,Complex,Narrative,3,47,47,306.67,-306.67
2672,Simple,Narrative,3,67,67,462.89,-462.89
2673,Complex,Narrative,7,136,-136,899.46,899.46
2674,Simple,Narrative,4,66,-66,418.68,-418.68
2675,Simple,Narrative,5,136,-136,939.59,939.59
2676,Simple,Narrative,6,126,-126,796.31,-796.31
2677,Compound/Complex,Narrative,48,797,797,5145.90,5145.90
2678,Simple,Narrative,4,129,129,891.23,891.23
2679,Simple,Narrative,6,133,133,807.38,807.38
2680,Simple,Narrative,4,95,95,656.33,-656.33
2681,Simple,Narrative,5,147,147,946.37,-946.37
2682,Simple,Narrative,5,121,121,817.92,817.92
2683,Simple,Narrative,4,97,97,614.81,-614.81
2684,Simple,Narrative,8,170,-170,1164.56,-1164.56
2685,Simple,Narrative,20,331,331,1943.43,1943.43
2686,Simple,Narrative,8,141,141,862.65,-862.65
2687,Simple,Narrative,4,75,75,480.86,-480.86
2688,Simple,Narrative,8,177,177,1204.81,-1204.81
2689,Simple,Narrative,7,178,-178,1080.98,-1080.98
2690,Compound/Complex,Narrative,57,879,879,5269.62,5269.62
2691,Simple,Narrative,4,120,-120,811.01,811.01
2692,Simple,Narrative,17,328,-328,2015.35,2015.35
2693,Simple,Narrative,6,143,143,936.78,-936.78
2694,Simple,Narrative,8,164,-164,952.34,-952.34
2695,Simple,Narrative,7,124,-124,652.97,-652.97
2696,Simple,Narrative,8,137,137,872.31,-872.31
2697,Compound/Complex,Narrative,196,3464,-3464,21366.74,-21366.74
2698,Simple,Narrative,6,117,117,734.13,-734.13
2699,Simple,Narrative,3,50,-50,345.44,345.44
2700,Simple,Narrative,11,227,227,1517.12,1517.12
2701,Simple,Narrative,6,110,-110,682.54,-682.54
2702,Simple,Narrative,3,83,83,555.38,555.38
2703,Simple,Narrative,6,128,-128,754.79,-754.79
2704,Compound/Complex,Narrative,214,3868,-3868,23391.95,23391.95
2705,Simple,Narrative,5,137,137,872.31,-872.31
2706,Simple,Narrative,4,155,155,1070.86,-1070.86
2707,Simple,Narrative,3,37,37,237.58,237.58
2708,Complex,Narrative,14,267,267,1735.40,1735.40
2709,Simple,Narrative,6,115,115,776.46,-776.46
2710,Compound/Complex,Narrative,105,1859,1859,11043.92,11043.92
2711,Simple,Narrative,5,68,-68,414.46,-414.46
2712,Simple,Narrative,10,192,-192,1231.24,1231.24
2713,Compound/Complex,Narrative,12,220,-220,1377.33,1377.33
2714,Compound/Complex,Narrative,33,582,-582,3511.12,3511.12
2715,Simple,Narrative,6,112,-112,662.30,-662.30
2716,Simple,Narrative,7,122,-122,736.36,-736.36
2717,Complex,Narrative,2,43,43,297.08,297.08
2718,Simple,Narrative,26,347,347,2015.22,2015.22
2719,Simple,Narrative,2,50,-50,327.39,327.39
2720,Simple,Narrative,7,96,-96,578.93,-578.93
2721,Simple,Narrative,5,84,-84,580.34,-580.34
2722,Simple,Narrative,4,72,-72,497.43,497.43
2723,Complex,Narrative,25,394,-394,2502.41,-2502.41
2724,Simple,Narrative,4,100,-100,653.58,653.58
2725,Simple,Narrative,6,86,-86,482.67,-482.67
2726,Compound/Complex,Narrative,83,1465,1465,9250.22,-9250.22
2727,Compound/Complex,Narrative,347,6341,6341,39161.86,39161.86
2728,Simple,Narrative,26,464,-464,3059.30,3059.30
2729,Simple,Narrative,8,96,-96,625.11,625.11
2730,Simple,Narrative,39,731,731,4813.63,4813.63
2731,Simple,Narrative,7,173,173,1065.69,1065.69
2732,Compound/Complex,Narrative,63,1011,1011,6261.25,6261.25
2733,Compound/Complex,Narrative,107,2067,2067,12576.41,-12576.41
2734,Simple,Narrative,5,145,145,983.73,983.73
