Sequence,Complexity,Mode,Words,T1_Raw,T1_Plot,T2_Raw,T2_Plot
6763,Complex,Narrative,20,370,-370,2382.06,-2382.06
6764,Simple,Narrative,10,252,-252,1592.63,-1592.63
6765,Compound/Complex,Narrative,23,524,-524,3436.88,-3436.88
6766,Simple,Narrative,2,30,-30,207.26,207.26
6767,Complex,Narrative,9,210,-210,1439.25,1439.25
6768,Compound/Complex,Narrative,16,256,-256,1600.42,-1600.42
6769,Complex,Narrative,27,499,499,2982.60,-2982.60
6770,Compound/Complex,Conversation,33,548,-548,3518.14,-3518.14
6771,Compound/Complex,Narrative,16,243,243,1382.17,-1382.17
6772,Compound/Complex,Narrative,32,662,-662,4197.78,4197.78
6773,Complex,Conversation,23,473,473,2916.78,-2916.78
6774,Compound/Complex,Narrative,15,374,-374,2505.29,2505.29
6775,Complex,Narrative,28,585,585,3466.01,-3466.01
6776,Complex,Narrative,14,357,357,2313.00,2313.00
6777,Complex,Narrative,14,322,-322,2150.03,-2150.03
6778,Compound/Complex,Narrative,29,480,-480,2793.75,2793.75
6779,Compound/Complex,Narrative,36,816,-816,4971.30,4971.30
6780,Compound/Complex,Narrative,41,746,-746,4343.81,4343.81
6781,Compound/Complex,Narrative,40,779,779,4569.13,4569.13
6782,Complex,Narrative,85,1660,-1660,10287.10,10287.10
6783,Compound/Complex,Narrative,45,925,925,5352.15,-5352.15
6784,Complex,Narrative,47,1129,1129,7102.71,-7102.71
6785,Compound/Complex,Narrative,33,784,-784,4810.80,-4810.80
6786,Compound/Complex,Narrative,44,1010,-1010,6293.79,6293.79
6787,Complex,Narrative,4,55,55,361.94,361.94
6788,Simple,Narrative,18,246,-246,1391.15,1391.15
6789,Complex,Narrative,22,466,-466,3047.36,3047.36
6790,Simple,Narrative,12,313,313,1962.49,-1962.49
6791,Compound/Complex,Conversation,42,934,-934,5890.92,-5890.92
6792,Compound/Complex,Conversation,63,1426,-1426,8921.13,8921.13
6793,Complex,Conversation,16,248,-248,1677.83,1677.83
6794,Complex,Narrative,13,262,-262,1678.76,-1678.76
6795,Simple,Narrative,14,285,285,1835.39,1835.39
6796,Simple,Narrative,2,32,-32,221.08,221.08
6797,Compound/Complex,Narrative,31,650,-650,4066.46,-4066.46
6798,Compound/Complex,Conversation,127,2640,-2640,16298.98,-16298.98
6799,Simple,Narrative,11,166,-166,1015.54,1015.54
6800,Compound/Complex,Narrative,51,1080,-1080,6894.04,-6894.04
6801,Simple,Narrative,7,128,-128,884.32,-884.32
6802,Compound/Complex,Narrative,24,505,505,3141.52,3141.52
6803,Compound/Complex,Narrative,30,648,-648,4259.98,4259.98
6804,Compound/Complex,Conversation,42,915,915,5817.03,5817.03
6805,Compound/Complex,Narrative,14,411,411,2623.26,2623.26
6806,Compound/Complex,Conversation,56,1382,-1382,9018.59,-9018.59
6807,Compound/Complex,Conversation,36,776,-776,4863.78,4863.78
6808,Compound/Complex,Narrative,23,516,-516,3291.71,3291.71
6809,Complex,Narrative,19,407,407,2669.40,2669.40
6810,Compound/Complex,Narrative,42,957,957,5952.92,-5952.92
6811,Compound/Complex,Narrative,14,317,317,1923.21,1923.21
6812,Complex,Narrative,18,474,-474,3088.68,-3088.68
6813,Compound/Complex,Narrative,18,363,363,2238.20,-2238.20
6814,Compound/Complex,Narrative,38,800,-800,5012.49,-5012.49
6815,Complex,Narrative,18,374,-374,2346.07,-2346.07
6816,Compound/Complex,Conversation,39,774,-774,4822.87,-4822.87
6817,Complex,Narrative,32,590,-590,3599.39,3599.39
6818,Compound/Complex,Conversation,63,1324,-1324,8086.37,-8086.37
6819,Compound/Complex,Narrative,22,653,653,4225.97,4225.97
6820,Compound/Complex,Conversation,56,1333,1333,8575.19,8575.19
6821,Simple,Narrative,10,242,-242,1501.05,1501.05
6822,Simple,Narrative,2,15,15,103.63,103.63
6823,Simple,Narrative,6,99,99,572.48,-572.48
6824,Complex,Conversation,19,476,-476,3113.70,3113.70
6825,Compound/Complex,Narrative,24,575,575,3569.56,3569.56
6826,Complex,Conversation,18,349,349,2136.08,-2136.08
6827,Complex,Narrative,27,636,-636,4065.73,4065.73
6828,Complex,Narrative,14,295,295,1947.90,1947.90
6829,Compound/Complex,Narrative,50,1066,-1066,6547.38,6547.38
6830,Complex,Narrative,30,754,-754,4779.44,4779.44
6831,Simple,Narrative,8,141,141,861.04,861.04
6832,Compound/Complex,Narrative,37,981,981,6011.72,6011.72
6833,Simple,Narrative,38,895,895,5628.61,-5628.61
6834,Compound/Complex,Narrative,44,1035,1035,6439.63,6439.63
6835,Compound/Complex,Narrative,27,480,-480,2914.30,-2914.30
6836,Simple,Narrative,17,313,313,1910.47,-1910.47
6837,Compound/Complex,Narrative,37,546,-546,3170.88,-3170.88
6838,Compound/Complex,Conversation,37,851,851,5438.54,-5438.54
6839,Complex,Narrative,6,155,155,1033.16,1033.16
6840,Compound/Complex,Narrative,53,1154,-1154,7304.70,-7304.70
6841,Complex,Narrative,6,116,-116,764.12,-764.12
6842,Compound/Complex,Conversation,43,901,901,5651.35,5651.35
6843,Compound/Complex,Conversation,27,655,655,4298.46,-4298.46
6844,Compound/Complex,Narrative,37,840,-840,5457.87,5457.87
6845,Compound/Complex,Conversation,74,1441,1441,8625.92,8625.92
6846,Compound/Complex,Narrative,19,397,397,2419.97,2419.97
6847,Compound/Complex,Narrative,25,639,639,4079.85,4079.85
6848,Complex,Narrative,24,431,431,2609.90,2609.90
6849,Compound/Complex,Narrative,23,426,-426,2645.22,2645.22
6850,Simple,Narrative,14,277,277,1782.79,-1782.79
6851,Complex,Narrative,21,466,-466,2970.82,-2970.82
6852,Simple,Narrative,1,59,59,407.62,407.62
6853,Compound/Complex,Conversation,107,2308,-2308,14545.38,14545.38
6854,Compound/Complex,Narrative,48,1034,-1034,6597.91,6597.91
6855,Compound/Complex,Conversation,29,718,-718,4667.04,4667.04
6856,Compound/Complex,Narrative,30,511,511,3104.61,-3104.61
6857,Compound/Complex,Narrative,37,942,-942,6032.32,-6032.32
6858,Complex,Conversation,11,275,275,1802.83,-1802.83
6859,Simple,Narrative,11,261,261,1781.10,1781.10
6860,Compound/Complex,Narrative,44,868,-868,5255.42,5255.42
6861,Compound/Complex,Conversation,31,638,-638,4078.81,-4078.81
6862,Compound/Complex,Conversation,40,914,-914,6007.16,6007.16
6863,Compound/Complex,Conversation,106,2309,2309,14649.55,14649.55
6864,Compound/Complex,Conversation,29,481,481,2822.72,-2822.72
6865,Compound/Complex,Narrative,59,1176,-1176,7095.40,7095.40
6866,Simple,Narrative,2,34,-34,234.90,-234.90
6867,Simple,Narrative,4,79,79,535.87,535.87
6868,Compound/Complex,Narrative,50,1133,1133,7186.18,-7186.18
6869,Compound/Complex,Conversation,59,1096,-1096,6654.78,-6654.78
6870,Compound/Complex,Narrative,17,398,-398,2610.84,-2610.84
6871,Compound/Complex,Narrative,29,639,639,4108.52,-4108.52
6872,Simple,Narrative,9,144,-144,946.03,-946.03
6873,Compound/Complex,Narrative,14,282,-282,1822.11,-1822.11
6874,Compound/Complex,Narrative,41,838,-838,5011.48,5011.48
6875,Compound/Complex,Conversation,23,456,-456,2793.25,2793.25
6876,Complex,Narrative,12,254,-254,1614.36,-1614.36
6877,Complex,Conversation,71,1230,-1230,7596.79,-7596.79
6878,Compound/Complex,Narrative,19,442,-442,2853.80,2853.80
6879,Complex,Narrative,16,334,-334,2136.36,-2136.36
6880,Compound/Complex,Conversation,148,2731,2731,16976.45,-16976.45
6881,Compound/Complex,Narrative,29,584,-584,3585.37,3585.37
6882,Simple,Narrative,19,405,405,2563.48,2563.48
6883,Compound/Complex,Conversation,41,1065,1065,6877.21,6877.21
6884,Compound/Complex,Narrative,19,305,305,1905.37,1905.37
6885,Compound/Complex,Narrative,15,210,-210,1130.70,-1130.70
6886,Simple,Narrative,11,258,-258,1667.40,1667.40
6887,Compound/Complex,Conversation,15,338,-338,2142.03,-2142.03
6888,Complex,Narrative,11,275,275,1649.79,1649.79
6889,Compound/Complex,Conversation,59,1241,1241,8071.23,8071.23
6890,Compound/Complex,Narrative,50,1071,1071,6846.90,-6846.90
6891,Compound/Complex,Narrative,38,786,-786,4852.53,-4852.53
6892,Compound/Complex,Conversation,38,900,-900,5985.12,5985.12
6893,Compound/Complex,Conversation,21,401,401,2406.18,-2406.18
6894,Simple,Narrative,12,267,267,1748.36,-1748.36
6895,Compound/Complex,Conversation,104,2045,2045,13075.40,13075.40
6896,Compound/Complex,Narrative,23,375,375,2343.62,2343.62
6897,Complex,Narrative,9,189,189,1204.42,-1204.42
6898,Compound/Complex,Narrative,30,514,-514,3056.07,-3056.07
6899,Complex,Narrative,6,97,97,538.79,-538.79
6900,Complex,Conversation,39,889,889,5542.36,-5542.36
6901,Complex,Conversation,34,655,655,4069.61,4069.61
6902,Compound/Complex,Conversation,40,919,919,5751.01,5751.01
6903,Compound/Complex,Narrative,29,654,-654,4091.28,4091.28
6904,Compound/Complex,Narrative,29,540,-540,3244.50,-3244.50
6905,Complex,Conversation,42,798,-798,5117.45,5117.45
6906,Compound/Complex,Conversation,66,1379,1379,8839.70,8839.70
6907,Compound/Complex,Conversation,91,1990,-1990,12494.18,-12494.18
6908,Compound/Complex,Narrative,21,348,-348,2102.20,-2102.20
6909,Simple,Narrative,39,822,-822,5002.13,-5002.13
6910,Compound/Complex,Narrative,27,539,539,3393.96,3393.96
6911,Compound/Complex,Narrative,28,475,475,2937.92,2937.92
6912,Compound/Complex,Conversation,33,643,643,3659.25,3659.25
6913,Complex,Narrative,16,292,-292,1762.45,-1762.45
6914,Complex,Narrative,13,203,203,1198.18,-1198.18
6915,Simple,Narrative,10,229,229,1470.62,-1470.62
6916,Compound/Complex,Narrative,55,1162,-1162,7165.50,7165.50
6917,Compound/Complex,Narrative,49,949,949,5931.98,5931.98
6918,Compound/Complex,Narrative,73,1580,-1580,9990.89,-9990.89
6919,Compound/Complex,Narrative,43,893,893,5703.96,5703.96
6920,Complex,Narrative,12,309,309,2039.84,2039.84
6921,Compound/Complex,Narrative,37,822,-822,5127.66,5127.66
6922,Complex,Conversation,44,833,833,5040.05,-5040.05
6923,Compound/Complex,Conversation,60,1303,1303,9002.11,-9002.11
6924,Complex,Narrative,22,553,553,3575.48,3575.48
6925,Compound/Complex,Conversation,62,1355,1355,8471.87,8471.87
6926,Complex,Narrative,32,692,-692,4602.10,-4602.10
6927,Compound/Complex,Conversation,50,977,977,6325.20,6325.20
6928,Compound/Complex,Conversation,37,835,835,5259.99,5259.99
6929,Simple,Narrative,5,69,69,439.41,439.41
6930,Complex,Narrative,31,590,-590,3683.63,3683.63
6931,Compound/Complex,Conversation,28,629,629,3838.68,-3838.68
6932,Compound/Complex,Narrative,54,1178,-1178,7597.41,7597.41
6933,Simple,Narrative,4,67,67,462.89,-462.89
6934,Compound/Complex,Narrative,32,556,-556,3364.94,-3364.94
6935,Complex,Narrative,28,568,-568,3842.64,-3842.64
6936,Complex,Conversation,17,423,423,2781.94,2781.94
6937,Compound/Complex,Narrative,9,167,167,1012.26,-1012.26
6938,Compound/Complex,Conversation,40,827,827,5017.26,5017.26
6939,Complex,Narrative,10,250,-250,1615.68,1615.68
6940,Complex,Narrative,31,650,-650,4168.40,-4168.40
6941,Complex,Narrative,9,113,113,633.76,633.76
6942,Complex,Narrative,20,461,461,2953.63,2953.63
6943,Compound/Complex,Narrative,18,336,-336,1959.14,1959.14
6944,Compound/Complex,Conversation,27,688,-688,4518.48,-4518.48
6945,Compound/Complex,Conversation,61,1400,-1400,8807.18,8807.18
6946,Complex,Narrative,4,98,-98,677.06,677.06
6947,Compound/Complex,Narrative,15,316,-316,1912.19,-1912.19
6948,Compound/Complex,Narrative,41,897,897,5566.49,-5566.49
6949,Complex,Narrative,21,412,-412,2826.32,-2826.32
6950,Complex,Narrative,21,444,-444,3067.49,3067.49
6951,Compound/Complex,Narrative,22,423,423,2722.10,-2722.10
6952,Compound/Complex,Conversation,29,664,-664,4323.06,4323.06
6953,Compound/Complex,Narrative,30,614,-614,3858.61,-3858.61
6954,Compound/Complex,Narrative,40,838,-838,5099.02,5099.02
6955,Compound/Complex,Narrative,94,1904,-1904,11857.11,11857.11
6956,Compound/Complex,Narrative,26,539,539,3414.16,-3414.16
6957,Complex,Narrative,15,296,-296,1891.57,1891.57
6958,Compound/Complex,Narrative,51,962,-962,5992.63,-5992.63
6959,Compound/Complex,Narrative,46,1085,1085,6969.03,6969.03
6960,Compound/Complex,Conversation,21,412,-412,2634.29,-2634.29
6961,Compound/Complex,Narrative,52,1052,-1052,6797.67,6797.67
6962,Simple,Narrative,4,57,57,368.18,-368.18
6963,Simple,Conversation,9,193,193,1311.30,1311.30
6964,Compound/Complex,Conversation,36,726,-726,4436.24,-4436.24
6965,Simple,Narrative,10,280,-280,1850.34,-1850.34
6966,Compound/Complex,Narrative,63,1111,1111,7003.73,7003.73
6967,Complex,Narrative,18,362,-362,2395.88,2395.88
6968,Compound/Complex,Narrative,25,465,465,2753.56,2753.56
6969,Complex,Narrative,15,300,-300,1943.10,1943.10
6970,Compound/Complex,Narrative,26,556,-556,3558.65,-3558.65
6971,Compound/Complex,Narrative,28,427,427,2510.70,-2510.70
6972,Simple,Narrative,5,99,99,646.67,-646.67
6973,Compound/Complex,Conversation,74,1499,1499,9366.97,-9366.97
6974,Compound/Complex,Conversation,38,837,837,5168.19,-5168.19
6975,Compound/Complex,Conversation,18,367,367,2394.66,-2394.66
6976,Compound/Complex,Conversation,44,884,-884,5392.62,-5392.62
6977,Compound/Complex,Conversation,39,735,735,4473.44,4473.44
6978,Complex,Conversation,25,492,-492,3119.00,-3119.00
6979,Compound/Complex,Conversation,59,1473,1473,9585.96,9585.96
6980,Compound/Complex,Conversation,22,493,493,3179.23,3179.23
6981,Compound/Complex,Conversation,38,927,927,5749.76,5749.76
6982,Complex,Narrative,24,522,-522,3278.40,-3278.40
6983,Complex,Narrative,30,698,-698,4498.18,-4498.18
6984,Complex,Narrative,4,89,89,592.76,-592.76
6985,Compound/Complex,Narrative,33,786,-786,4903.66,4903.66
6986,Complex,Narrative,14,305,305,1995.69,1995.69
6987,Complex,Narrative,10,105,105,602.09,-602.09
6988,Compound/Complex,Narrative,13,251,251,1616.66,-1616.66
6989,Simple,Narrative,6,124,-124,819.39,819.39
6990,Simple,Narrative,13,227,227,1302.57,-1302.57
6991,Compound/Complex,Narrative,25,455,455,2668.05,-2668.05
6992,Simple,Narrative,8,163,163,985.67,985.67
6993,Compound/Complex,Narrative,17,353,353,2224.78,-2224.78
6994,Compound/Complex,Narrative,7,129,129,891.23,891.23
6995,Complex,Narrative,8,165,165,948.17,-948.17
6996,Compound/Complex,Narrative,27,588,-588,3709.88,3709.88
6997,Compound/Complex,Narrative,19,394,-394,2484.91,-2484.91
6998,Simple,Narrative,18,453,453,2848.02,-2848.02
6999,Compound/Complex,Conversation,24,488,-488,3030.33,-3030.33
7000,Complex,Conversation,23,346,-346,2085.04,2085.04
7001,Compound/Complex,Narrative,13,287,287,1808.04,-1808.04
7002,Compound/Complex,Conversation,60,1268,-1268,8050.79,-8050.79
7003,Complex,Narrative,27,610,-610,4012.41,-4012.41
7004,Compound/Complex,Conversation,34,760,-760,4775.13,4775.13
7005,Compound/Complex,Narrative,32,698,-698,4311.59,4311.59
7006,Compound/Complex,Conversation,64,1100,-1100,6634.46,-6634.46
7007,Compound/Complex,Narrative,16,357,357,2314.97,-2314.97
7008,Simple,Narrative,2,41,41,283.26,283.26
7009,Simple,Narrative,6,96,-96,522.78,-522.78
7010,Compound/Complex,Conversation,40,870,-870,5478.05,-5478.05
7011,Compound/Complex,Narrative,20,374,-374,2212.67,-2212.67
7012,Simple,Narrative,12,270,-270,1657.47,1657.47
7013,Complex,Narrative,10,242,-242,1587.80,1587.80
7014,Complex,Narrative,7,196,-196,1242.63,-1242.63
7015,Compound/Complex,Conversation,58,1217,1217,7630.03,-7630.03
7016,Complex,Conversation,23,410,-410,2496.34,-2496.34
7017,Complex,Narrative,22,439,439,2770.49,-2770.49
7018,Simple,Narrative,8,161,161,875.47,875.47
7019,Simple,Narrative,28,510,-510,2959.16,2959.16
7020,Complex,Conversation,24,405,405,2597.81,2597.81
7021,Simple,Conversation,10,173,173,1128.95,-1128.95
7022,Compound/Complex,Conversation,101,1816,-1816,11123.13,11123.13
7023,Compound/Complex,Narrative,36,507,507,2906.72,-2906.72
7024,Compound/Complex,Narrative,45,832,-832,4803.95,4803.95
7025,Compound/Complex,Conversation,123,2471,2471,15476.42,-15476.42
7026,Compound/Complex,Narrative,38,797,797,5133.85,5133.85
7027,Compound/Complex,Narrative,39,690,-690,4304.81,-4304.81
7028,Compound/Complex,Narrative,35,823,823,5357.31,5357.31
7029,Compound/Complex,Narrative,69,1224,-1224,7561.43,7561.43
7030,Complex,Narrative,14,305,305,2016.83,-2016.83
7031,Compound/Complex,Narrative,64,1252,-1252,7971.86,7971.86
7032,Simple,Narrative,9,195,195,1235.72,1235.72
7033,Complex,Narrative,31,573,573,3585.04,3585.04
7034,Compound/Complex,Narrative,37,856,-856,5380.93,-5380.93
7035,Complex,Narrative,15,337,337,2142.00,-2142.00
7036,Compound/Complex,Narrative,15,290,-290,1781.32,1781.32
7037,Compound/Complex,Conversation,29,635,635,3976.41,-3976.41
7038,Compound/Complex,Narrative,38,689,689,4210.77,-4210.77
7039,Compound/Complex,Narrative,38,803,803,4916.55,-4916.55
7040,Compound/Complex,Narrative,44,874,-874,5401.55,5401.55
7041,Compound/Complex,Narrative,38,724,-724,4680.30,-4680.30
7042,Complex,Narrative,16,330,-330,2147.35,2147.35
7043,Compound/Complex,Conversation,56,992,-992,6185.72,6185.72
7044,Compound/Complex,Narrative,27,497,497,3259.40,3259.40
7045,Compound/Complex,Conversation,119,2868,-2868,17879.93,17879.93
7046,Complex,Narrative,18,334,-334,2210.45,-2210.45
7047,Compound/Complex,Narrative,32,579,579,3637.68,3637.68
7048,Compound/Complex,Narrative,18,421,421,2648.61,-2648.61
7049,Compound/Complex,Narrative,57,1152,-1152,7241.69,7241.69
7050,Compound/Complex,Conversation,84,1712,-1712,10824.97,-10824.97
7051,Complex,Narrative,15,309,309,1885.10,1885.10
7052,Compound/Complex,Narrative,27,556,-556,3401.69,3401.69
7053,Compound/Complex,Conversation,63,1188,-1188,7414.58,-7414.58
7054,Compound/Complex,Narrative,45,926,-926,5796.98,-5796.98
7055,Compound/Complex,Narrative,38,623,623,3578.40,-3578.40
7056,Compound/Complex,Narrative,39,719,719,4459.70,4459.70
7057,Complex,Narrative,45,721,721,4287.78,4287.78
7058,Compound/Complex,Narrative,29,617,617,4002.94,-4002.94
7059,Compound/Complex,Narrative,17,263,263,1413.50,1413.50
7060,Compound/Complex,Narrative,51,852,-852,5194.65,-5194.65
7061,Compound/Complex,Narrative,13,248,-248,1549.43,1549.43
7062,Compound/Complex,Conversation,22,460,-460,2811.81,2811.81
7063,Complex,Conversation,21,372,-372,2064.68,-2064.68
7064,Complex,Narrative,23,401,401,2379.30,2379.30
7065,Compound/Complex,Narrative,48,989,989,6192.53,-6192.53
7066,Compound/Complex,Narrative,40,856,-856,5531.67,5531.67
7067,Complex,Narrative,10,315,315,2015.14,2015.14
7068,Compound/Complex,Conversation,30,599,599,3940.91,-3940.91
7069,Compound/Complex,Narrative,19,399,399,2535.82,2535.82
7070,Compound/Complex,Conversation,32,735,735,4545.13,4545.13
7071,Compound/Complex,Narrative,38,810,-810,5076.30,-5076.30
7072,Compound/Complex,Narrative,56,1015,1015,6070.33,-6070.33
7073,Compound/Complex,Narrative,30,624,-624,3921.92,3921.92
7074,Compound/Complex,Narrative,33,717,717,4557.61,4557.61
7075,Compound/Complex,Narrative,18,336,-336,2135.80,2135.80
7076,Compound/Complex,Narrative,20,331,331,1965.84,1965.84
7077,Compound/Complex,Conversation,58,1051,1051,6485.39,6485.39
7078,Compound/Complex,Narrative,34,801,801,5148.18,-5148.18
7079,Compound/Complex,Conversation,132,2870,-2870,18220.80,-18220.80
7080,Compound/Complex,Conversation,37,813,813,5033.66,5033.66
7081,Complex,Conversation,9,213,213,1359.68,1359.68
7082,Complex,Narrative,25,578,-578,3662.42,-3662.42
7083,Complex,Narrative,27,559,559,3521.68,3521.68
7084,Compound/Complex,Narrative,42,870,-870,5407.80,5407.80
7085,Compound/Complex,Narrative,37,846,-846,5394.76,-5394.76
7086,Compound/Complex,Narrative,48,1007,1007,6077.85,6077.85
7087,Simple,Narrative,6,117,117,696.84,-696.84
7088,Simple,Narrative,3,91,91,628.70,-628.70
7089,Compound/Complex,Narrative,41,817,817,5120.59,-5120.59
7090,Compound/Complex,Narrative,18,369,369,2240.11,-2240.11
7091,Compound/Complex,Narrative,53,1187,1187,7541.96,7541.96
7092,Compound/Complex,Narrative,14,240,-240,1488.56,-1488.56
7093,Complex,Narrative,21,437,437,2827.25,2827.25
7094,Compound/Complex,Conversation,32,749,749,4570.74,-4570.74
7095,Compound/Complex,Narrative,29,517,517,3114.05,-3114.05
7096,Compound/Complex,Narrative,20,351,351,2363.88,2363.88
7097,Compound/Complex,Conversation,142,2775,2775,17212.98,-17212.98
7098,Compound/Complex,Narrative,13,311,311,2074.43,-2074.43
7099,Compound/Complex,Narrative,12,250,-250,1638.73,-1638.73
7100,Complex,Narrative,13,181,181,977.38,977.38
7101,Simple,Narrative,6,126,-126,784.72,-784.72
7102,Complex,Narrative,15,256,-256,1642.56,-1642.56
7103,Simple,Narrative,15,298,-298,1914.53,-1914.53
7104,Compound/Complex,Narrative,56,1245,1245,7937.92,7937.92
7105,Compound/Complex,Narrative,9,191,191,1210.33,-1210.33
7106,Complex,Narrative,17,427,427,2799.65,2799.65
7107,Compound/Complex,Narrative,43,790,-790,5007.72,5007.72
7108,Compound/Complex,Narrative,14,373,373,2500.18,-2500.18
7109,Compound/Complex,Conversation,16,360,-360,2299.20,2299.20
7110,Compound/Complex,Narrative,22,353,353,2049.40,2049.40
7111,Simple,Narrative,18,369,369,2231.01,2231.01
7112,Compound/Complex,Conversation,12,230,-230,1421.96,1421.96
7113,Compound/Complex,Conversation,39,951,951,5980.85,-5980.85
7114,Complex,Narrative,12,262,-262,1583.95,1583.95
7115,Compound/Complex,Conversation,22,483,483,2857.14,2857.14
7116,Compound/Complex,Conversation,36,873,873,5398.44,-5398.44
7117,Compound/Complex,Conversation,74,1564,-1564,9746.99,-9746.99
7118,Simple,Narrative,7,131,131,824.90,-824.90
7119,Compound/Complex,Conversation,16,230,-230,1368.82,-1368.82
7120,Complex,Narrative,19,412,-412,2729.24,2729.24
7121,Compound/Complex,Narrative,30,635,635,4037.14,4037.14
7122,Compound/Complex,Conversation,28,462,-462,2716.58,-2716.58
7123,Complex,Conversation,36,674,-674,4205.73,4205.73
7124,Compound/Complex,Narrative,56,1039,1039,6310.93,-6310.93
7125,Complex,Narrative,11,231,231,1292.66,-1292.66
7126,Complex,Narrative,13,185,185,1137.92,1137.92
7127,Compound/Complex,Narrative,21,362,-362,2224.16,-2224.16
7128,Compound/Complex,Narrative,33,583,583,3724.38,-3724.38
7129,Compound/Complex,Conversation,7,82,-82,522.28,-522.28
7130,Compound/Complex,Narrative,18,292,-292,1743.73,1743.73
7131,Simple,Narrative,5,72,-72,497.43,497.43
7132,Compound/Complex,Narrative,17,335,335,2262.57,-2262.57
7133,Compound/Complex,Conversation,74,1427,1427,9298.10,-9298.10
7134,Simple,Narrative,3,29,29,178.23,-178.23
7135,Complex,Narrative,15,214,-214,1307.48,1307.48
7136,Complex,Narrative,14,274,-274,1741.83,1741.83
7137,Compound/Complex,Narrative,23,440,-440,2896.24,-2896.24
7138,Compound/Complex,Conversation,20,445,445,2743.08,2743.08
7139,Simple,Narrative,15,251,251,1571.44,1571.44
7140,Compound/Complex,Narrative,70,1443,1443,9136.96,-9136.96
7141,Compound/Complex,Narrative,41,967,967,6217.09,6217.09
7142,Compound/Complex,Narrative,19,380,-380,2344.42,-2344.42
7143,Compound/Complex,Conversation,11,278,-278,1781.61,1781.61
7144,Compound/Complex,Narrative,20,405,405,2593.45,2593.45
7145,Complex,Conversation,15,288,-288,1824.26,-1824.26
7146,Compound/Complex,Narrative,24,471,471,2803.45,2803.45
7147,Compound/Complex,Narrative,32,588,-588,3806.48,-3806.48
7148,Complex,Narrative,14,247,247,1561.21,1561.21
7149,Compound/Complex,Narrative,26,457,457,2651.13,2651.13
7150,Complex,Narrative,13,282,-282,1915.16,1915.16
7151,Complex,Narrative,21,400,-400,2586.78,-2586.78
7152,Compound/Complex,Narrative,30,593,593,3635.48,3635.48
7153,Compound/Complex,Narrative,14,260,-260,1559.43,1559.43
7154,Complex,Narrative,16,365,365,2255.63,2255.63
7155,Complex,Narrative,24,540,-540,3291.65,3291.65
7156,Compound/Complex,Narrative,17,372,-372,2192.38,-2192.38
7157,Compound/Complex,Conversation,63,1345,1345,8428.39,-8428.39
7158,Compound/Complex,Conversation,52,913,913,5659.80,5659.80
7159,Complex,Narrative,45,942,-942,5734.28,-5734.28
7160,Complex,Narrative,20,293,293,1661.41,1661.41
7161,Compound/Complex,Conversation,70,1439,1439,9397.73,9397.73
7162,Complex,Narrative,31,634,-634,3802.88,-3802.88
7163,Complex,Narrative,19,430,-430,2785.70,2785.70
7164,Compound/Complex,Narrative,20,403,403,2368.17,-2368.17
7165,Compound/Complex,Narrative,32,751,751,4784.97,-4784.97
7166,Compound/Complex,Narrative,39,722,-722,4482.71,-4482.71
7167,Compound/Complex,Conversation,30,667,667,4337.83,4337.83
7168,Compound/Complex,Narrative,48,958,-958,5941.22,5941.22
7169,Compound/Complex,Narrative,37,694,-694,4451.08,4451.08
7170,Compound/Complex,Conversation,29,510,-510,3158.85,-3158.85
7171,Compound/Complex,Narrative,38,704,-704,4326.53,-4326.53
7172,Complex,Narrative,18,287,287,1794.22,-1794.22
7173,Complex,Narrative,33,662,-662,3962.19,-3962.19
7174,Compound/Complex,Narrative,34,697,697,4271.61,4271.61
7175,Compound/Complex,Conversation,35,580,-580,3485.59,3485.59
7176,Compound/Complex,Narrative,32,522,-522,3143.34,3143.34
7177,Compound/Complex,Narrative,47,905,905,5706.52,-5706.52
7178,Complex,Narrative,17,316,-316,2043.37,2043.37
7179,Simple,Narrative,9,122,-122,723.04,723.04
7180,Complex,Conversation,48,953,953,6122.56,-6122.56
7181,Compound/Complex,Conversation,39,715,715,4298.19,-4298.19
7182,Compound/Complex,Narrative,24,424,-424,2586.62,-2586.62
7183,Compound/Complex,Conversation,82,1664,-1664,10062.23,-10062.23
7184,Compound/Complex,Narrative,17,421,421,2804.62,-2804.62
7185,Compound/Complex,Conversation,56,1363,1363,8488.05,-8488.05
7186,Compound/Complex,Conversation,91,1744,-1744,10688.18,-10688.18
7187,Compound/Complex,Narrative,37,552,-552,3297.44,3297.44
7188,Simple,Narrative,9,192,-192,1155.61,1155.61
7189,Compound/Complex,Narrative,31,584,-584,3531.23,3531.23
7190,Compound/Complex,Narrative,47,1068,-1068,6724.48,-6724.48
7191,Simple,Narrative,7,146,-146,854.10,-854.10
7192,Complex,Narrative,10,197,197,1242.63,-1242.63
7193,Compound/Complex,Narrative,41,848,-848,5470.36,-5470.36
7194,Complex,Narrative,12,272,-272,1763.30,1763.30
7195,Compound/Complex,Conversation,51,943,943,5336.54,-5336.54
7196,Compound/Complex,Narrative,25,624,-624,4006.91,-4006.91
7197,Simple,Narrative,9,211,211,1326.17,-1326.17
7198,Compound/Complex,Narrative,11,250,-250,1559.89,1559.89
7199,Compound/Complex,Narrative,18,345,345,2190.16,-2190.16
7200,Compound/Complex,Narrative,42,887,887,5563.36,5563.36
7201,Compound/Complex,Narrative,12,154,-154,895.16,895.16
7202,Compound/Complex,Conversation,29,495,495,2956.42,-2956.42
7203,Compound/Complex,Conversation,62,1301,1301,7955.26,7955.26
