Sequence,Complexity,Mode,Words,T1_Raw,T1_Plot,T2_Raw,T2_Plot
1464,Simple,Narrative,21,398,-398,2326.77,-2326.77
1465,Compound/Complex,Narrative,32,501,501,2817.80,2817.80
1466,Compound/Complex,Narrative,38,665,665,3844.49,-3844.49
1467,Complex,Narrative,11,179,179,1104.10,-1104.10
1468,Compound/Complex,Narrative,84,1624,-1624,9869.02,9869.02
1469,Compound/Complex,Conversation,143,2739,2739,16720.27,-16720.27
1470,Compound/Complex,Narrative,48,1171,1171,7370.93,-7370.93
1471,Compound/Complex,Conversation,93,1658,-1658,10364.66,-10364.66
1472,Compound/Complex,Narrative,23,536,-536,3288.46,-3288.46
1473,Compound/Complex,Conversation,28,566,-566,3764.75,-3764.75
1474,Compound/Complex,Narrative,64,1226,-1226,7625.91,7625.91
1475,Simple,Narrative,5,79,79,486.38,-486.38
1476,Compound/Complex,Conversation,57,1104,-1104,6942.81,-6942.81
1477,Compound/Complex,Narrative,11,177,177,1112.27,-1112.27
1478,Compound/Complex,Narrative,62,1302,-1302,8005.27,8005.27
1479,Compound/Complex,Narrative,28,603,603,3702.71,-3702.71
1480,Complex,Conversation,14,238,-238,1355.05,1355.05
1481,Compound/Complex,Narrative,41,931,931,5813.76,5813.76
1482,Compound/Complex,Narrative,10,195,195,1306.45,-1306.45
1483,Compound/Complex,Narrative,22,573,573,3736.25,-3736.25
1485,Simple,Narrative,22,428,-428,2714.15,-2714.15
1486,Compound/Complex,Conversation,43,909,909,5439.94,5439.94
1487,Complex,Narrative,11,271,271,1738.92,-1738.92
1488,Complex,Narrative,14,299,299,1797.77,1797.77
1489,Compound/Complex,Conversation,28,528,-528,3322.66,-3322.66
1490,Simple,Narrative,7,164,-164,1071.94,1071.94
1491,Simple,Narrative,28,577,577,3405.53,3405.53
1492,Simple,Narrative,27,502,-502,2956.65,-2956.65
1493,Complex,Conversation,7,149,149,1029.40,1029.40
1494,Compound/Complex,Narrative,43,778,-778,4826.24,-4826.24
1495,Compound/Complex,Conversation,31,561,561,3587.35,3587.35
1496,Compound/Complex,Conversation,76,1473,1473,9340.07,-9340.07
1497,Compound/Complex,Conversation,95,1980,-1980,12491.49,12491.49
1498,Compound/Complex,Conversation,22,419,419,2500.80,-2500.80
1499,Compound/Complex,Narrative,62,1614,-1614,10347.88,10347.88
1500,Simple,Narrative,7,209,209,1392.76,-1392.76
1501,Compound/Complex,Narrative,11,241,241,1502.36,-1502.36
1502,Compound/Complex,Narrative,15,319,319,2101.66,2101.66
1503,Compound/Complex,Conversation,25,510,-510,3224.80,-3224.80
1505,Simple,Narrative,44,772,-772,4813.29,4813.29
1506,Compound/Complex,Conversation,59,1136,-1136,7083.28,7083.28
1507,Compound/Complex,Conversation,21,374,-374,2398.73,-2398.73
1508,Compound/Complex,Conversation,12,289,289,1833.98,1833.98
1509,Compound/Complex,Narrative,31,530,-530,3312.23,-3312.23
1511,Complex,Narrative,20,331,331,1938.06,-1938.06
1512,Simple,Narrative,25,351,351,2024.29,-2024.29
1513,Simple,Narrative,7,134,-134,881.53,881.53
1514,Simple,Narrative,14,307,307,2018.65,-2018.65
1515,Compound/Complex,Conversation,33,688,-688,4160.87,-4160.87
1516,Compound/Complex,Narrative,20,490,-490,3222.24,-3222.24
1517,Compound/Complex,Conversation,133,2724,-2724,16703.61,16703.61
1518,Simple,Narrative,8,169,169,1071.27,1071.27
1519,Compound/Complex,Narrative,56,1305,1305,8014.45,-8014.45
1520,Compound/Complex,Conversation,12,163,163,1008.69,-1008.69
1521,Compound/Complex,Conversation,47,870,-870,5216.49,-5216.49
1522,Simple,Narrative,10,193,193,1237.80,1237.80
1523,Compound/Complex,Conversation,55,1076,-1076,6898.16,-6898.16
1524,Compound/Complex,Narrative,39,638,-638,3782.52,-3782.52
1525,Compound/Complex,Narrative,37,746,-746,4762.64,-4762.64
1526,Complex,Conversation,42,950,-950,6108.88,-6108.88
1527,Compound/Complex,Conversation,33,814,-814,5340.09,-5340.09
1528,Complex,Narrative,23,507,507,3150.62,-3150.62
1530,Simple,Narrative,8,148,-148,963.11,963.11
1531,Simple,Narrative,7,90,-90,500.38,-500.38
1532,Simple,Conversation,13,299,299,1979.60,1979.60
1533,Compound/Complex,Conversation,16,309,309,2039.84,2039.84
1534,Complex,Conversation,22,452,-452,2914.17,-2914.17
1535,Compound/Complex,Conversation,37,841,841,5206.23,-5206.23
1536,Compound/Complex,Narrative,25,466,-466,2915.14,2915.14
1537,Simple,Narrative,2,49,49,338.53,-338.53
1540,Simple,Narrative,13,178,-178,984.70,-984.70
1541,Simple,Narrative,15,276,-276,1824.28,-1824.28
1542,Simple,Conversation,17,297,297,1628.59,-1628.59
1543,Compound/Complex,Narrative,19,313,313,1879.64,1879.64
1544,Compound/Complex,Narrative,39,773,773,4957.53,4957.53
1545,Complex,Narrative,31,599,599,3714.74,-3714.74
1546,Compound/Complex,Narrative,33,626,-626,3924.69,-3924.69
1547,Compound/Complex,Narrative,18,320,-320,2021.41,2021.41
1548,Complex,Narrative,15,210,-210,1323.86,1323.86
1549,Compound/Complex,Conversation,31,637,637,4036.43,-4036.43
1550,Simple,Narrative,12,299,299,1954.23,-1954.23
1551,Simple,Conversation,14,240,-240,1286.75,-1286.75
1552,Complex,Narrative,20,385,385,2389.28,2389.28
1553,Complex,Conversation,37,706,-706,4308.76,-4308.76
1554,Compound/Complex,Narrative,14,248,-248,1434.84,-1434.84
1555,Simple,Narrative,13,236,-236,1504.71,-1504.71
1556,Compound/Complex,Conversation,46,866,-866,5456.11,-5456.11
1557,Compound/Complex,Conversation,90,1600,-1600,9800.57,-9800.57
1558,Compound/Complex,Narrative,25,424,-424,2691.97,2691.97
1559,Compound/Complex,Conversation,16,279,279,1800.18,-1800.18
1560,Compound/Complex,Narrative,35,710,-710,4381.67,4381.67
1561,Simple,Conversation,15,315,315,1932.29,-1932.29
1562,Compound/Complex,Conversation,56,1040,-1040,6327.82,6327.82
1563,Compound/Complex,Conversation,45,942,-942,5921.59,5921.59
1564,Compound/Complex,Narrative,23,442,-442,2781.57,2781.57
1565,Compound/Complex,Conversation,70,1473,1473,9301.86,9301.86
1566,Complex,Narrative,22,493,493,3230.09,-3230.09
1567,Compound/Complex,Conversation,26,595,595,3794.51,-3794.51
1568,Compound/Complex,Conversation,45,884,-884,5385.04,5385.04
1569,Simple,Conversation,28,716,-716,4695.15,4695.15
1570,Compound/Complex,Narrative,28,638,-638,4173.98,4173.98
1571,Compound/Complex,Narrative,19,340,-340,2113.32,2113.32
1572,Simple,Narrative,12,252,-252,1533.93,1533.93
1573,Compound/Complex,Conversation,31,562,-562,3478.04,-3478.04
1575,Simple,Narrative,24,525,525,3137.51,3137.51
1576,Simple,Narrative,16,206,-206,1199.44,1199.44
1577,Simple,Narrative,25,410,-410,2431.90,2431.90
1578,Simple,Narrative,24,455,455,2705.90,2705.90
1579,Compound/Complex,Narrative,37,653,653,3880.57,-3880.57
1580,Compound/Complex,Narrative,27,563,563,3475.69,3475.69
1581,Compound/Complex,Conversation,55,1163,1163,7273.05,7273.05
1582,Compound/Complex,Conversation,37,859,859,5609.68,5609.68
1583,Simple,Conversation,18,371,371,2261.20,2261.20
1584,Compound/Complex,Conversation,39,746,-746,4509.69,4509.69
1585,Compound/Complex,Narrative,31,608,-608,3682.22,-3682.22
1586,Compound/Complex,Conversation,33,676,-676,4012.71,-4012.71
1587,Complex,Narrative,19,430,-430,2747.40,2747.40
1588,Compound/Complex,Conversation,71,1463,1463,9423.86,9423.86
1589,Compound/Complex,Narrative,15,326,-326,2214.96,-2214.96
1590,Simple,Narrative,14,248,-248,1529.66,1529.66
1591,Simple,Conversation,32,607,607,3629.84,3629.84
1592,Compound/Complex,Conversation,99,2202,-2202,13948.42,-13948.42
1593,Compound/Complex,Narrative,32,595,595,3547.57,3547.57
1594,Compound/Complex,Conversation,47,852,-852,5003.89,5003.89
1595,Compound/Complex,Narrative,56,900,-900,5471.55,5471.55
1596,Compound/Complex,Narrative,95,1867,1867,11625.22,11625.22
1597,Compound/Complex,Conversation,19,383,383,2356.67,-2356.67
1598,Compound/Complex,Conversation,147,3151,3151,20072.96,-20072.96
1599,Compound/Complex,Narrative,50,854,-854,5185.74,5185.74
1600,Compound/Complex,Narrative,18,342,-342,2009.82,2009.82
1601,Simple,Narrative,26,637,637,3987.11,3987.11
1602,Compound/Complex,Narrative,28,559,559,3462.98,-3462.98
1603,Compound/Complex,Conversation,28,452,-452,2537.27,2537.27
1604,Compound/Complex,Conversation,62,1194,-1194,7439.01,7439.01
1605,Simple,Narrative,11,205,205,1238.54,-1238.54
1606,Simple,Narrative,11,184,-184,1080.41,-1080.41
1607,Simple,Narrative,5,78,-78,464.69,-464.69
1608,Compound/Complex,Narrative,23,468,-468,2859.86,2859.86
1609,Compound/Complex,Narrative,19,312,-312,1754.28,-1754.28
1610,Complex,Narrative,16,299,299,1955.29,1955.29
1611,Simple,Narrative,5,87,87,526.87,-526.87
1612,Compound/Complex,Narrative,44,790,-790,4692.61,-4692.61
1613,Compound/Complex,Conversation,32,539,539,3275.38,3275.38
1614,Compound/Complex,Conversation,30,720,-720,4570.01,-4570.01
1616,Simple,Narrative,13,203,203,1104.92,-1104.92
1617,Simple,Narrative,30,491,491,2634.97,-2634.97
1618,Simple,Narrative,16,337,337,2157.25,2157.25
1619,Compound/Complex,Narrative,27,543,543,3413.39,3413.39
1620,Complex,Narrative,29,625,625,3999.89,3999.89
1621,Compound/Complex,Conversation,26,469,469,2657.52,2657.52
1622,Compound/Complex,Narrative,35,733,733,4692.41,-4692.41
1623,Simple,Narrative,1,14,-14,96.72,-96.72
1624,Compound/Complex,Narrative,38,775,775,4824.37,-4824.37
1625,Compound/Complex,Narrative,16,281,281,1680.70,-1680.70
1626,Compound/Complex,Narrative,29,582,-582,3594.34,-3594.34
1627,Compound/Complex,Narrative,37,587,587,3565.94,3565.94
1628,Complex,Narrative,17,294,-294,1777.35,1777.35
1629,Compound/Complex,Narrative,44,811,811,4987.41,4987.41
1630,Compound/Complex,Narrative,44,780,-780,4987.56,4987.56
1631,Complex,Narrative,16,313,313,2030.86,-2030.86
1632,Compound/Complex,Narrative,43,776,-776,4766.31,-4766.31
1633,Simple,Narrative,10,275,275,1774.15,-1774.15
1634,Compound/Complex,Narrative,22,433,433,2665.79,2665.79
1635,Compound/Complex,Conversation,34,630,-630,3691.14,3691.14
1636,Compound/Complex,Conversation,43,878,-878,5391.95,5391.95
1637,Compound/Complex,Conversation,33,662,-662,4094.39,-4094.39
1638,Compound/Complex,Narrative,21,405,405,2477.10,2477.10
1639,Compound/Complex,Narrative,18,340,-340,2201.13,2201.13
1640,Compound/Complex,Narrative,30,573,573,3583.18,3583.18
1641,Simple,Narrative,12,216,-216,1400.89,-1400.89
1642,Compound/Complex,Narrative,42,879,879,5469.10,5469.10
1643,Compound/Complex,Conversation,32,602,-602,3860.00,3860.00
1644,Compound/Complex,Conversation,36,670,-670,4018.92,-4018.92
1645,Compound/Complex,Conversation,27,467,467,2940.92,-2940.92
1646,Complex,Narrative,7,171,171,1149.68,1149.68
1647,Simple,Narrative,29,592,-592,3731.33,3731.33
1648,Simple,Narrative,4,56,-56,386.89,-386.89
1649,Complex,Conversation,33,800,-800,5227.29,5227.29
1650,Simple,Narrative,8,215,215,1434.21,-1434.21
1651,Simple,Narrative,6,83,83,551.31,551.31
1652,Simple,Narrative,12,175,175,1000.87,-1000.87
1653,Compound/Complex,Conversation,56,1044,-1044,6318.09,-6318.09
1654,Simple,Narrative,4,113,113,780.69,-780.69
1655,Compound/Complex,Narrative,21,472,-472,2986.79,-2986.79
1656,Compound/Complex,Conversation,43,932,-932,5818.02,-5818.02
1657,Simple,Narrative,16,374,-374,2369.22,2369.22
1658,Compound/Complex,Narrative,33,663,663,4105.13,4105.13
1659,Compound/Complex,Narrative,12,201,201,1262.90,-1262.90
1660,Compound/Complex,Narrative,14,247,247,1573.79,1573.79
1661,Compound/Complex,Conversation,29,639,639,4173.56,4173.56
1662,Compound/Complex,Conversation,46,816,-816,4922.76,-4922.76
1663,Compound/Complex,Conversation,68,1294,-1294,7896.57,-7896.57
1664,Complex,Conversation,18,241,241,1427.68,1427.68
1665,Complex,Narrative,9,150,-150,980.98,-980.98
1666,Compound/Complex,Narrative,19,386,-386,2518.00,-2518.00
1667,Compound/Complex,Narrative,34,742,-742,4703.99,4703.99
1668,Simple,Narrative,19,396,-396,2446.63,-2446.63
1669,Compound/Complex,Narrative,47,1098,-1098,6642.06,-6642.06
1670,Compound/Complex,Narrative,23,484,-484,2912.58,-2912.58
1671,Compound/Complex,Conversation,21,385,385,2397.70,2397.70
1672,Complex,Narrative,9,155,155,964.95,-964.95
1673,Simple,Narrative,12,209,209,1363.78,1363.78
1674,Compound/Complex,Narrative,20,381,381,2446.16,-2446.16
1675,Compound/Complex,Narrative,17,345,345,2316.85,-2316.85
1676,Compound/Complex,Conversation,49,945,945,5780.15,-5780.15
1677,Simple,Conversation,10,232,-232,1551.66,1551.66
1678,Compound/Complex,Narrative,20,445,445,2845.47,2845.47
1679,Compound/Complex,Narrative,43,867,867,5569.31,5569.31
1680,Compound/Complex,Narrative,18,270,-270,1663.48,1663.48
1681,Complex,Conversation,50,926,-926,5520.51,-5520.51
1682,Complex,Narrative,14,243,243,1507.96,1507.96
1683,Compound/Complex,Narrative,12,221,221,1365.08,1365.08
1684,Compound/Complex,Narrative,19,297,297,1689.40,1689.40
1685,Compound/Complex,Narrative,43,932,-932,5885.19,5885.19
1686,Simple,Narrative,4,74,-74,511.25,511.25
1687,Simple,Narrative,3,68,-68,469.80,469.80
1688,Compound/Complex,Narrative,11,216,-216,1366.53,-1366.53
1689,Simple,Narrative,16,336,-336,2154.12,-2154.12
1690,Simple,Narrative,8,105,105,547.92,547.92
1691,Simple,Narrative,1,8,-8,55.27,55.27
1692,Simple,Narrative,14,238,-238,1304.13,-1304.13
1693,Simple,Narrative,1,12,-12,82.91,-82.91
1694,Simple,Conversation,3,83,83,536.13,-536.13
1695,Simple,Narrative,18,282,-282,1696.75,-1696.75
1696,Simple,Narrative,20,340,-340,2111.34,2111.34
1697,Compound/Complex,Conversation,39,787,787,4971.80,4971.80
1698,Complex,Conversation,25,522,-522,3258.84,-3258.84
1699,Compound/Complex,Narrative,40,905,905,5679.53,5679.53
1700,Simple,Narrative,26,520,-520,3054.21,-3054.21
1701,Compound/Complex,Conversation,65,1303,1303,7894.84,-7894.84
1702,Compound/Complex,Conversation,25,514,-514,3215.85,3215.85
1703,Simple,Conversation,9,119,119,673.36,673.36
1704,Complex,Narrative,11,250,-250,1536.47,-1536.47
1705,Simple,Conversation,21,481,481,3144.96,-3144.96
1706,Compound/Complex,Conversation,49,1034,-1034,6413.07,6413.07
1707,Compound/Complex,Conversation,30,582,-582,3727.26,3727.26
1708,Compound/Complex,Narrative,41,854,-854,5337.03,5337.03
1709,Compound/Complex,Narrative,26,508,-508,3170.17,-3170.17
1710,Compound/Complex,Conversation,27,541,541,3461.75,3461.75
1711,Compound/Complex,Narrative,28,629,629,4064.03,-4064.03
1712,Simple,Narrative,9,198,-198,1294.67,-1294.67
1713,Complex,Narrative,11,229,229,1519.19,1519.19
1714,Complex,Narrative,9,150,-150,901.24,901.24
1715,Complex,Narrative,13,228,-228,1414.36,-1414.36
1716,Complex,Narrative,5,87,87,558.59,-558.59
1717,Compound/Complex,Narrative,20,415,415,2620.56,-2620.56
1718,Complex,Narrative,11,131,131,812.50,-812.50
1719,Simple,Narrative,4,85,85,549.95,549.95
1720,Simple,Narrative,5,94,-94,590.04,-590.04
1721,Complex,Narrative,15,310,-310,1962.14,-1962.14
1722,Simple,Narrative,7,102,-102,633.15,633.15
1723,Compound/Complex,Narrative,44,847,847,5369.68,5369.68
1724,Simple,Narrative,8,168,-168,1010.54,-1010.54
1725,Simple,Narrative,4,97,97,670.15,-670.15
1726,Compound/Complex,Conversation,26,465,465,2981.82,2981.82
1727,Complex,Narrative,21,425,425,2665.63,2665.63
1728,Compound/Complex,Conversation,23,373,373,2158.51,-2158.51
1729,Compound/Complex,Narrative,26,496,-496,3000.19,-3000.19
1730,Compound/Complex,Narrative,35,614,-614,3915.69,3915.69
1731,Compound/Complex,Conversation,45,875,875,5401.29,5401.29
1732,Complex,Narrative,32,599,599,3652.87,-3652.87
1733,Compound/Complex,Conversation,94,1877,1877,11956.99,-11956.99
1734,Compound/Complex,Narrative,66,1427,1427,8697.64,8697.64
1735,Compound/Complex,Narrative,27,502,-502,3098.98,-3098.98
1736,Compound/Complex,Conversation,90,1891,1891,11664.81,-11664.81
1737,Compound/Complex,Conversation,64,1385,1385,8973.62,8973.62
1738,Compound/Complex,Narrative,93,1801,1801,11015.39,11015.39
1739,Compound/Complex,Conversation,59,1355,1355,8661.26,8661.26
1740,Complex,Narrative,30,475,475,2840.11,-2840.11
1741,Compound/Complex,Conversation,25,452,-452,2710.00,-2710.00
1742,Compound/Complex,Conversation,82,1961,1961,12342.97,-12342.97
1743,Compound/Complex,Narrative,30,683,683,4317.72,4317.72
1744,Compound/Complex,Conversation,46,1074,-1074,6864.04,-6864.04
1745,Complex,Narrative,15,241,241,1494.14,-1494.14
1746,Compound/Complex,Conversation,47,1232,-1232,8026.44,-8026.44
1748,Complex,Narrative,12,215,215,1373.50,1373.50
1749,Simple,Narrative,5,67,67,425.59,425.59
1750,Simple,Conversation,4,68,-68,432.50,-432.50
1751,Compound/Complex,Conversation,69,1436,-1436,8730.98,-8730.98
1752,Compound/Complex,Narrative,13,217,217,1287.48,1287.48
1753,Compound/Complex,Conversation,99,1896,-1896,11635.77,11635.77
1754,Complex,Narrative,27,627,627,4172.68,-4172.68
1755,Compound/Complex,Narrative,33,649,649,4105.19,4105.19
1756,Compound/Complex,Narrative,24,463,463,3088.56,-3088.56
1757,Compound/Complex,Narrative,39,761,761,4609.26,4609.26
1758,Simple,Narrative,1,14,-14,96.72,-96.72
1759,Compound/Complex,Conversation,60,1338,-1338,8219.37,8219.37
1760,Compound/Complex,Conversation,45,809,809,4888.45,-4888.45
1761,Compound/Complex,Narrative,55,1127,1127,7237.49,7237.49
1762,Compound/Complex,Narrative,13,276,-276,1686.73,-1686.73
1763,Compound/Complex,Narrative,54,1014,-1014,6146.51,-6146.51
1764,Compound/Complex,Narrative,13,189,189,1131.36,1131.36
1765,Compound/Complex,Narrative,91,1984,-1984,12202.04,-12202.04
1766,Simple,Narrative,2,45,45,310.89,-310.89
1767,Simple,Narrative,24,585,585,3715.09,3715.09
1768,Complex,Narrative,12,259,259,1618.50,-1618.50
1769,Compound/Complex,Narrative,19,483,483,3234.69,-3234.69
1770,Compound/Complex,Conversation,26,523,523,3241.89,3241.89
1771,Complex,Narrative,38,830,-830,5212.19,-5212.19
1772,Simple,Narrative,27,463,463,2558.80,-2558.80
1773,Complex,Conversation,32,728,-728,4539.66,4539.66
1774,Complex,Narrative,7,154,-154,947.82,947.82
1775,Complex,Narrative,13,206,-206,1224.57,-1224.57
1776,Complex,Narrative,25,590,-590,3865.60,3865.60
1777,Compound/Complex,Narrative,54,1061,1061,6502.96,-6502.96
1778,Complex,Narrative,14,366,-366,2233.25,2233.25
1779,Compound/Complex,Conversation,117,2323,2323,14452.71,-14452.71
1780,Compound/Complex,Narrative,29,614,-614,3901.48,3901.48
1781,Compound/Complex,Narrative,22,432,-432,2620.08,-2620.08
1782,Compound/Complex,Conversation,27,590,-590,3815.20,3815.20
1783,Compound/Complex,Conversation,59,1264,-1264,7850.52,-7850.52
1784,Simple,Narrative,6,64,-64,390.99,-390.99
1785,Complex,Conversation,45,947,947,5797.06,5797.06
1786,Compound/Complex,Narrative,25,490,-490,3014.18,-3014.18
1787,Compound/Complex,Narrative,23,428,-428,2740.23,-2740.23
1788,Compound/Complex,Narrative,8,115,115,656.18,-656.18
1790,Simple,Narrative,9,165,165,954.27,-954.27
1791,Simple,Narrative,19,378,-378,2388.14,-2388.14
1792,Complex,Narrative,10,126,-126,707.45,707.45
1793,Simple,Narrative,24,530,-530,3375.87,3375.87
1794,Simple,Narrative,13,292,-292,1857.35,1857.35
1795,Compound/Complex,Conversation,41,1043,1043,6715.24,6715.24
1796,Compound/Complex,Narrative,27,681,681,4471.54,4471.54
1797,Compound/Complex,Narrative,19,417,417,2664.43,-2664.43
1798,Simple,Narrative,14,315,315,1887.02,1887.02
1799,Compound/Complex,Narrative,48,822,-822,4820.20,-4820.20
1800,Compound/Complex,Narrative,24,508,-508,3106.13,-3106.13
1801,Complex,Narrative,24,469,469,2974.14,-2974.14
1802,Complex,Narrative,25,577,577,3701.89,3701.89
1803,Compound/Complex,Conversation,29,610,-610,3779.25,3779.25
1804,Complex,Conversation,39,904,-904,5847.83,5847.83
1805,Compound/Complex,Conversation,16,367,367,2261.37,2261.37
1806,Complex,Conversation,78,1738,-1738,11024.12,-11024.12
1807,Complex,Narrative,19,410,-410,2542.07,-2542.07
1808,Compound/Complex,Narrative,73,1398,-1398,8685.85,8685.85
1809,Compound/Complex,Narrative,34,731,731,4659.74,4659.74
1810,Compound/Complex,Narrative,20,379,379,2514.85,-2514.85
1811,Compound/Complex,Conversation,29,535,535,3285.37,3285.37
1812,Compound/Complex,Narrative,41,809,809,5124.54,-5124.54
1813,Compound/Complex,Conversation,29,636,-636,4060.05,-4060.05
1814,Compound/Complex,Narrative,27,573,573,3655.63,3655.63
1815,Complex,Narrative,12,265,265,1727.65,1727.65
1816,Compound/Complex,Narrative,37,626,-626,3585.90,3585.90
1817,Simple,Narrative,3,94,-94,649.42,649.42
1818,Compound/Complex,Conversation,27,502,-502,3001.74,3001.74
1819,Compound/Complex,Conversation,54,1118,-1118,7040.95,-7040.95
1820,Complex,Narrative,25,510,-510,3145.84,3145.84
1821,Compound/Complex,Narrative,53,1255,1255,7465.32,7465.32
1822,Compound/Complex,Narrative,44,1138,-1138,7224.20,-7224.20
1823,Compound/Complex,Narrative,60,1279,1279,8001.89,8001.89
1824,Simple,Narrative,19,457,457,3045.82,3045.82
1825,Simple,Narrative,8,172,-172,1039.53,1039.53
1826,Complex,Narrative,11,296,-296,1970.80,-1970.80
1827,Compound/Complex,Narrative,56,1236,-1236,7838.21,-7838.21
1828,Compound/Complex,Narrative,41,843,843,5357.97,5357.97
1829,Compound/Complex,Narrative,22,426,-426,2618.62,-2618.62
1830,Simple,Narrative,50,987,987,5828.98,-5828.98
1831,Compound/Complex,Conversation,31,670,-670,4109.65,4109.65
1832,Compound/Complex,Narrative,27,556,-556,3515.67,3515.67
1833,Complex,Narrative,24,439,439,2609.71,2609.71
1834,Simple,Narrative,9,193,193,1184.61,-1184.61
1835,Complex,Conversation,41,684,-684,4409.18,4409.18
1836,Complex,Narrative,20,393,393,2466.33,-2466.33
1837,Compound/Complex,Conversation,28,557,557,3578.98,-3578.98
1838,Compound/Complex,Narrative,43,867,867,5335.29,5335.29
1839,Compound/Complex,Narrative,24,494,-494,3125.86,3125.86
1840,Compound/Complex,Conversation,86,1728,-1728,11065.96,11065.96
1841,Compound/Complex,Narrative,29,450,-450,2550.78,-2550.78
1842,Compound/Complex,Conversation,26,521,521,3268.19,-3268.19
1843,Compound/Complex,Conversation,44,829,829,4922.84,-4922.84
1844,Compound/Complex,Narrative,17,278,-278,1654.42,-1654.42
1845,Simple,Conversation,27,421,421,2483.42,2483.42
1846,Compound/Complex,Narrative,26,658,-658,4308.82,-4308.82
1847,Compound/Complex,Narrative,32,736,-736,4597.72,4597.72
1848,Compound/Complex,Conversation,66,1458,-1458,8941.73,8941.73
1849,Compound/Complex,Narrative,16,458,-458,3031.51,3031.51
1850,Compound/Complex,Conversation,36,715,715,4558.12,-4558.12
1851,Compound/Complex,Conversation,18,430,-430,2807.71,2807.71
1852,Complex,Conversation,16,299,299,1969.04,1969.04
1853,Simple,Narrative,4,73,73,467.05,467.05
1854,Compound/Complex,Narrative,31,631,631,3783.00,-3783.00
1855,Compound/Complex,Conversation,71,1353,1353,8246.50,-8246.50
1856,Simple,Conversation,18,402,-402,2593.27,2593.27
1857,Compound/Complex,Narrative,12,267,267,1678.13,-1678.13
1858,Compound/Complex,Narrative,13,207,207,1299.71,1299.71
1859,Simple,Narrative,7,87,87,438.41,-438.41
1860,Compound/Complex,Narrative,20,385,385,2275.13,2275.13
1861,Compound/Complex,Narrative,29,560,-560,3516.51,-3516.51
1862,Compound/Complex,Narrative,17,428,-428,2570.26,-2570.26
1863,Compound/Complex,Narrative,21,389,389,2324.18,-2324.18
1864,Compound/Complex,Narrative,40,699,699,4228.51,-4228.51
1865,Simple,Narrative,12,274,-274,1628.34,-1628.34
1866,Compound/Complex,Narrative,23,422,-422,2597.18,2597.18
1867,Compound/Complex,Narrative,48,841,841,5052.22,-5052.22
1868,Simple,Conversation,23,565,565,3527.30,3527.30
1869,Simple,Narrative,6,115,115,743.41,743.41
1870,Compound/Complex,Conversation,36,749,749,4721.92,4721.92
1871,Simple,Narrative,9,133,133,747.87,747.87
1872,Complex,Narrative,35,783,783,4957.62,4957.62
1873,Compound/Complex,Conversation,104,2082,-2082,12900.17,-12900.17
1874,Compound/Complex,Narrative,31,556,-556,3530.34,-3530.34
1875,Compound/Complex,Conversation,126,2655,2655,16776.35,-16776.35
1876,Compound/Complex,Conversation,37,710,-710,4234.45,-4234.45
1877,Simple,Conversation,15,247,247,1283.55,1283.55
1878,Simple,Narrative,11,234,-234,1505.16,1505.16
1879,Compound/Complex,Narrative,24,378,-378,2358.37,-2358.37
1880,Compound/Complex,Narrative,21,501,501,3132.51,-3132.51
1881,Simple,Narrative,13,273,273,1631.24,1631.24
1882,Compound/Complex,Conversation,58,1169,1169,7329.10,7329.10
1883,Compound/Complex,Narrative,63,1270,-1270,7672.28,-7672.28
1885,Simple,Narrative,10,152,-152,938.65,-938.65
1886,Simple,Narrative,4,68,-68,469.80,469.80
1887,Compound/Complex,Narrative,30,743,743,4801.94,4801.94
1888,Complex,Narrative,23,439,439,2721.41,2721.41
1889,Simple,Narrative,16,279,279,1578.82,-1578.82
1890,Compound/Complex,Narrative,33,707,707,4545.83,4545.83
1891,Complex,Narrative,30,455,455,2626.45,-2626.45
1892,Simple,Narrative,12,277,277,1702.04,-1702.04
1893,Compound/Complex,Narrative,35,791,791,5107.29,5107.29
1894,Simple,Narrative,7,123,123,812.48,-812.48
1895,Simple,Narrative,4,71,71,402.06,-402.06
1896,Compound/Complex,Narrative,21,482,-482,2819.04,2819.04
1897,Compound/Complex,Conversation,40,779,779,4930.96,-4930.96
1898,Compound/Complex,Narrative,36,810,-810,5164.79,-5164.79
1899,Complex,Narrative,26,515,515,3149.88,3149.88
1900,Compound/Complex,Narrative,24,528,-528,3520.06,-3520.06
1901,Complex,Narrative,10,216,-216,1455.00,-1455.00
1902,Compound/Complex,Narrative,40,895,895,5495.14,5495.14
1903,Complex,Narrative,5,111,111,679.72,679.72
1904,Complex,Narrative,20,350,-350,2114.77,-2114.77
1905,Compound/Complex,Conversation,62,1349,1349,8404.89,-8404.89
1906,Complex,Narrative,11,221,221,1364.51,-1364.51
1908,Simple,Narrative,7,134,-134,854.23,-854.23
1909,Simple,Narrative,29,634,-634,3831.54,3831.54
1910,Simple,Narrative,16,285,285,1690.72,-1690.72
1911,Compound/Complex,Conversation,35,901,901,5879.39,5879.39
1912,Compound/Complex,Conversation,47,1044,-1044,6527.53,6527.53
1913,Compound/Complex,Conversation,55,842,-842,5106.54,-5106.54
1914,Complex,Narrative,14,236,-236,1432.86,-1432.86
1915,Compound/Complex,Narrative,61,1259,1259,8044.87,-8044.87
1916,Compound/Complex,Narrative,53,1042,-1042,6227.02,6227.02
1917,Complex,Narrative,28,645,645,4055.82,4055.82
1918,Compound/Complex,Narrative,24,460,-460,2732.60,-2732.60
