Sequence,Complexity,Mode,Words,T1_Raw,T1_Plot,T2_Raw,T2_Plot
1408,Compound/Complex,Narrative,43,919,919,5784.70,-5784.70
1409,Complex,Conversation,24,599,599,3826.46,-3826.46
1410,Compound/Complex,Narrative,14,317,317,2067.36,2067.36
1411,Complex,Narrative,24,504,-504,3275.85,3275.85
1412,Compound/Complex,Conversation,72,1427,1427,8790.53,-8790.53
1413,Compound/Complex,Conversation,44,789,789,4668.99,-4668.99
1414,Compound/Complex,Narrative,25,585,585,3783.22,3783.22
1415,Simple,Narrative,22,388,-388,2470.72,-2470.72
1416,Compound/Complex,Conversation,37,810,-810,5288.86,-5288.86
1417,Compound/Complex,Narrative,18,381,381,2422.09,-2422.09
1418,Complex,Narrative,22,447,447,2712.45,-2712.45
1419,Compound/Complex,Conversation,54,1209,1209,7760.36,-7760.36
1420,Compound/Complex,Narrative,22,542,-542,3381.94,3381.94
1421,Complex,Narrative,19,391,391,2514.94,-2514.94
1422,Complex,Narrative,25,570,-570,3744.24,-3744.24
1423,Compound/Complex,Conversation,31,687,687,4495.17,4495.17
1424,Compound/Complex,Conversation,26,600,-600,3558.03,-3558.03
1425,Simple,Narrative,17,389,389,2508.97,-2508.97
1426,Compound/Complex,Narrative,69,1382,-1382,8539.11,8539.11
1427,Complex,Conversation,29,557,557,3415.44,3415.44
1428,Compound/Complex,Narrative,40,711,711,4253.29,4253.29
1429,Complex,Narrative,8,226,-226,1486.79,-1486.79
1430,Complex,Narrative,9,207,207,1314.23,-1314.23
1431,Simple,Narrative,2,59,59,407.62,407.62
1432,Simple,Narrative,5,158,-158,1040.41,-1040.41
1433,Compound/Complex,Conversation,43,790,-790,4537.03,4537.03
1434,Compound/Complex,Narrative,35,632,-632,3786.54,-3786.54
1435,Compound/Complex,Narrative,43,905,905,5732.87,-5732.87
1436,Compound/Complex,Narrative,20,485,485,3262.28,-3262.28
1437,Compound/Complex,Narrative,9,130,-130,786.65,-786.65
1438,Complex,Narrative,22,426,-426,2638.48,-2638.48
1439,Compound/Complex,Narrative,19,365,365,2412.85,-2412.85
1440,Compound/Complex,Conversation,35,825,825,5358.65,-5358.65
1441,Compound/Complex,Conversation,125,2243,2243,13316.15,-13316.15
1442,Compound/Complex,Narrative,23,452,-452,2889.19,2889.19
1443,Simple,Narrative,22,421,421,2784.42,-2784.42
1444,Complex,Narrative,34,679,679,4052.52,-4052.52
1445,Compound/Complex,Narrative,28,589,589,3581.72,3581.72
1446,Complex,Narrative,15,360,-360,2353.58,2353.58
1447,Complex,Narrative,26,496,-496,3179.61,3179.61
1448,Compound/Complex,Conversation,37,693,693,4286.45,-4286.45
1449,Complex,Narrative,20,373,373,2363.89,2363.89
1450,Compound/Complex,Narrative,34,623,623,3654.45,-3654.45
1451,Compound/Complex,Conversation,53,1195,1195,7710.13,-7710.13
1452,Compound/Complex,Conversation,25,582,-582,3640.53,-3640.53
1453,Compound/Complex,Narrative,24,489,489,3132.65,-3132.65
1454,Compound/Complex,Narrative,18,422,-422,2558.80,-2558.80
1455,Complex,Narrative,11,213,213,1346.28,-1346.28
1456,Compound/Complex,Conversation,14,311,311,1999.45,1999.45
1457,Compound/Complex,Narrative,19,341,341,2139.23,2139.23
1458,Compound/Complex,Narrative,81,1622,-1622,10122.03,-10122.03
1459,Compound/Complex,Narrative,17,356,-356,2032.87,-2032.87
1460,Compound/Complex,Narrative,50,971,971,5940.06,-5940.06
1461,Simple,Narrative,8,162,-162,952.17,-952.17
1462,Compound/Complex,Narrative,24,491,491,3112.09,-3112.09
1463,Complex,Narrative,16,279,279,1772.91,-1772.91
1464,Complex,Narrative,3,35,35,219.69,219.69
1465,Complex,Conversation,34,681,681,4412.41,-4412.41
1466,Compound/Complex,Narrative,16,356,-356,2181.67,2181.67
1467,Compound/Complex,Narrative,14,315,315,1829.74,1829.74
1468,Compound/Complex,Narrative,37,731,731,4549.28,4549.28
1469,Compound/Complex,Narrative,37,626,-626,3939.25,3939.25
1470,Compound/Complex,Conversation,25,490,-490,3245.76,3245.76
1471,Complex,Conversation,64,1228,-1228,7720.05,-7720.05
1472,Simple,Narrative,1,19,19,131.27,131.27
1473,Compound/Complex,Narrative,30,648,-648,4028.47,-4028.47
1474,Compound/Complex,Narrative,32,848,-848,5614.20,-5614.20
1475,Compound/Complex,Narrative,31,696,-696,4656.04,-4656.04
1476,Compound/Complex,Narrative,52,1229,1229,7903.81,7903.81
1477,Complex,Conversation,31,438,-438,2489.30,2489.30
1478,Simple,Narrative,1,10,-10,69.09,69.09
1479,Simple,Narrative,2,76,-76,525.07,525.07
1480,Simple,Narrative,3,129,129,891.23,891.23
1481,Simple,Narrative,1,36,-36,248.72,-248.72
1482,Compound/Complex,Narrative,24,369,369,2327.91,2327.91
1483,Compound/Complex,Narrative,26,577,577,3823.26,3823.26
1484,Compound/Complex,Conversation,46,782,-782,4839.34,4839.34
1485,Compound/Complex,Narrative,48,949,949,5866.72,-5866.72
1486,Simple,Narrative,7,143,143,965.86,965.86
1487,Complex,Narrative,24,470,-470,2809.98,2809.98
1488,Compound/Complex,Narrative,33,645,645,4038.77,-4038.77
1489,Complex,Narrative,17,249,249,1310.58,-1310.58
1490,Compound/Complex,Conversation,24,476,-476,2935.35,2935.35
1491,Complex,Narrative,7,160,-160,996.16,-996.16
1492,Complex,Narrative,16,302,-302,1890.02,-1890.02
1493,Compound/Complex,Conversation,45,987,987,6181.26,6181.26
1494,Complex,Narrative,17,295,295,1728.54,-1728.54
1495,Compound/Complex,Narrative,28,686,-686,4271.17,4271.17
1496,Compound/Complex,Narrative,13,264,-264,1702.50,-1702.50
1497,Compound/Complex,Conversation,41,827,827,5277.21,5277.21
1498,Complex,Narrative,12,275,275,1861.01,1861.01
1499,Simple,Narrative,2,55,55,379.98,379.98
1500,Simple,Narrative,8,163,163,1014.64,-1014.64
1501,Complex,Narrative,16,329,329,1843.65,1843.65
1502,Compound/Complex,Narrative,16,297,297,1707.11,1707.11
1503,Compound/Complex,Conversation,111,2174,-2174,13357.02,13357.02
1504,Simple,Narrative,7,135,135,881.51,881.51
1505,Compound/Complex,Conversation,51,931,931,5614.67,-5614.67
1506,Compound/Complex,Conversation,30,571,571,3560.61,-3560.61
1507,Compound/Complex,Narrative,16,252,-252,1512.08,-1512.08
1508,Compound/Complex,Narrative,58,1145,1145,6929.77,6929.77
1509,Simple,Narrative,11,200,-200,1307.16,1307.16
1510,Simple,Narrative,16,378,-378,2427.85,2427.85
1511,Complex,Narrative,20,361,361,2152.04,-2152.04
1512,Compound/Complex,Conversation,72,1152,-1152,6975.28,6975.28
1513,Compound/Complex,Narrative,6,200,-200,1310.20,-1310.20
1514,Compound/Complex,Narrative,14,325,325,2022.88,-2022.88
1515,Compound/Complex,Narrative,51,954,-954,5841.48,5841.48
1516,Compound/Complex,Narrative,13,209,209,1318.25,-1318.25
1517,Simple,Narrative,12,221,221,1223.72,1223.72
1518,Compound/Complex,Narrative,40,665,665,3845.74,3845.74
1519,Compound/Complex,Conversation,40,758,-758,4800.32,-4800.32
1520,Compound/Complex,Conversation,44,911,911,5529.52,5529.52
1521,Simple,Narrative,6,118,-118,764.06,-764.06
1522,Compound/Complex,Narrative,74,1333,1333,8469.26,8469.26
1523,Simple,Narrative,11,194,-194,1222.22,-1222.22
1524,Complex,Conversation,24,358,-358,2199.95,2199.95
1525,Complex,Narrative,25,461,461,2867.00,2867.00
1526,Simple,Narrative,8,214,-214,1452.86,-1452.86
1527,Compound/Complex,Narrative,37,759,759,4754.16,-4754.16
1528,Complex,Conversation,16,327,327,1984.33,-1984.33
1529,Compound/Complex,Conversation,53,907,907,5792.86,-5792.86
1530,Simple,Narrative,11,206,-206,1250.62,-1250.62
1531,Complex,Narrative,11,203,203,1291.60,1291.60
1532,Complex,Conversation,22,398,-398,2391.73,2391.73
1533,Simple,Narrative,2,39,39,269.44,269.44
1535,Compound/Complex,Narrative,18,381,381,2397.63,2397.63
1536,Compound/Complex,Narrative,19,354,-354,2193.36,2193.36
1537,Compound/Complex,Conversation,63,1211,1211,7666.23,-7666.23
1538,Complex,Narrative,17,283,283,1682.18,-1682.18
1539,Compound/Complex,Conversation,25,559,559,3719.42,3719.42
1540,Complex,Narrative,11,205,205,1336.53,-1336.53
1541,Compound/Complex,Narrative,38,658,-658,4041.65,4041.65
1542,Complex,Narrative,23,466,-466,2907.60,2907.60
1543,Compound/Complex,Narrative,47,933,933,5629.62,5629.62
1544,Compound/Complex,Conversation,53,1105,1105,6754.64,-6754.64
1545,Simple,Narrative,2,59,59,407.62,407.62
1546,Simple,Narrative,7,140,-140,931.68,931.68
1547,Compound/Complex,Narrative,66,1296,-1296,7946.01,-7946.01
1548,Complex,Narrative,19,335,335,2069.55,2069.55
1549,Complex,Narrative,15,232,-232,1291.50,1291.50
1550,Simple,Narrative,6,118,-118,766.17,-766.17
1551,Compound/Complex,Narrative,22,446,-446,2662.69,-2662.69
1552,Compound/Complex,Conversation,98,2027,2027,12417.14,12417.14
1553,Compound/Complex,Conversation,39,651,651,3797.45,3797.45
1554,Complex,Narrative,26,542,-542,3366.20,-3366.20
1555,Complex,Narrative,28,535,535,3235.81,3235.81
1556,Simple,Narrative,11,221,221,1423.27,1423.27
1557,Compound/Complex,Conversation,33,749,749,4655.32,4655.32
1558,Compound/Complex,Narrative,54,992,-992,6221.96,6221.96
1559,Compound/Complex,Conversation,17,375,375,2369.65,2369.65
1560,Complex,Narrative,13,179,179,1067.58,1067.58
1561,Compound/Complex,Conversation,44,863,863,5260.35,-5260.35
1562,Compound/Complex,Conversation,45,925,925,5979.02,5979.02
1563,Compound/Complex,Conversation,103,1722,-1722,10167.75,10167.75
1564,Compound/Complex,Narrative,17,261,261,1571.22,1571.22
1565,Compound/Complex,Conversation,23,507,507,3258.61,-3258.61
1566,Simple,Narrative,5,100,-100,690.88,-690.88
1567,Compound/Complex,Narrative,101,1806,-1806,11126.60,-11126.60
1568,Compound/Complex,Conversation,71,1472,-1472,9376.10,-9376.10
1569,Simple,Narrative,2,63,63,435.25,435.25
1570,Simple,Narrative,3,70,-70,409.42,409.42
1571,Compound/Complex,Narrative,29,587,587,3668.02,-3668.02
1572,Simple,Narrative,10,297,297,1866.23,-1866.23
1573,Complex,Narrative,26,588,-588,3646.78,-3646.78
1574,Compound/Complex,Narrative,29,495,495,2967.91,2967.91
1575,Compound/Complex,Narrative,45,863,863,5315.25,5315.25
1576,Compound/Complex,Narrative,25,626,-626,3855.88,3855.88
1577,Simple,Narrative,36,776,-776,4591.61,4591.61
1578,Compound/Complex,Narrative,31,603,603,3758.51,-3758.51
1579,Complex,Narrative,32,714,-714,4649.70,4649.70
1580,Simple,Narrative,16,319,319,1989.10,1989.10
1581,Complex,Narrative,20,401,401,2374.51,-2374.51
1582,Complex,Narrative,25,515,515,3059.12,3059.12
1583,Compound/Complex,Narrative,29,716,-716,4546.77,-4546.77
1584,Compound/Complex,Narrative,19,367,367,2235.60,2235.60
1585,Compound/Complex,Narrative,24,573,573,3770.11,-3770.11
1586,Compound/Complex,Narrative,34,740,-740,4769.43,4769.43
1587,Complex,Narrative,18,310,-310,1828.48,-1828.48
1588,Compound/Complex,Narrative,23,472,-472,2927.62,2927.62
1589,Compound/Complex,Narrative,22,386,-386,2439.06,2439.06
1590,Compound/Complex,Narrative,42,846,-846,5504.98,-5504.98
1591,Simple,Narrative,7,114,-114,667.77,667.77
1592,Compound/Complex,Narrative,26,562,-562,3557.41,3557.41
1593,Compound/Complex,Narrative,25,505,505,3125.25,3125.25
1594,Compound/Complex,Narrative,14,281,281,1719.32,1719.32
1595,Compound/Complex,Narrative,35,714,-714,4325.83,4325.83
1596,Compound/Complex,Narrative,21,381,381,2326.17,-2326.17
1597,Compound/Complex,Narrative,23,584,-584,3726.71,-3726.71
1598,Compound/Complex,Conversation,48,1076,-1076,6677.10,6677.10
1599,Compound/Complex,Narrative,30,515,515,3140.92,-3140.92
1600,Compound/Complex,Narrative,27,372,-372,2317.36,2317.36
1601,Compound/Complex,Narrative,74,1208,-1208,7552.44,-7552.44
1602,Compound/Complex,Narrative,11,231,231,1406.12,-1406.12
1603,Compound/Complex,Conversation,24,500,-500,3154.42,-3154.42
1604,Simple,Narrative,21,547,547,3558.76,-3558.76
1605,Compound/Complex,Narrative,31,620,-620,3707.89,3707.89
1606,Complex,Narrative,20,346,-346,2139.00,2139.00
1607,Compound/Complex,Narrative,10,199,199,1164.89,-1164.89
1608,Compound/Complex,Conversation,48,831,831,5123.08,5123.08
1609,Simple,Narrative,13,222,-222,1197.54,1197.54
1610,Simple,Conversation,10,337,337,2216.77,-2216.77
1611,Simple,Narrative,25,670,-670,4266.66,-4266.66
1612,Compound/Complex,Conversation,20,351,351,2307.13,2307.13
1613,Compound/Complex,Narrative,25,516,-516,3198.06,-3198.06
1614,Complex,Narrative,13,260,-260,1718.80,-1718.80
1615,Complex,Narrative,19,388,-388,2611.15,2611.15
1616,Simple,Narrative,11,290,-290,1937.27,1937.27
1617,Compound/Complex,Narrative,28,502,-502,2775.28,2775.28
1618,Compound/Complex,Conversation,63,1393,1393,8950.32,-8950.32
1619,Simple,Narrative,4,109,109,753.05,753.05
1620,Complex,Narrative,21,496,-496,3203.38,3203.38
1621,Compound/Complex,Conversation,66,1272,-1272,7460.42,-7460.42
1622,Simple,Narrative,30,661,661,4110.37,-4110.37
1623,Compound/Complex,Conversation,43,857,857,5357.66,5357.66
1624,Compound/Complex,Conversation,19,302,-302,1734.88,-1734.88
1625,Compound/Complex,Conversation,54,1102,-1102,7095.59,7095.59
1626,Compound/Complex,Narrative,18,298,-298,1898.80,-1898.80
1627,Simple,Narrative,14,238,-238,1454.12,-1454.12
1628,Compound/Complex,Conversation,25,585,585,3693.00,3693.00
1629,Complex,Narrative,19,417,417,2726.60,-2726.60
1630,Complex,Narrative,32,709,709,4517.88,4517.88
1631,Complex,Narrative,23,409,409,2573.73,2573.73
1632,Compound/Complex,Narrative,23,428,-428,2727.23,2727.23
1633,Compound/Complex,Conversation,27,555,555,3327.51,3327.51
1634,Compound/Complex,Conversation,44,1024,-1024,6675.00,6675.00
1635,Simple,Narrative,38,793,793,4728.63,-4728.63
1636,Simple,Narrative,12,295,295,1860.33,-1860.33
1637,Compound/Complex,Narrative,28,469,469,2728.53,-2728.53
1638,Compound/Complex,Narrative,50,809,809,4695.80,4695.80
1639,Complex,Narrative,28,534,-534,3285.28,3285.28
1640,Compound/Complex,Narrative,54,1057,1057,6529.74,6529.74
1641,Complex,Narrative,11,279,279,1901.92,1901.92
1642,Compound/Complex,Narrative,41,772,-772,4719.53,4719.53
1643,Compound/Complex,Conversation,45,946,-946,5991.71,5991.71
1644,Complex,Narrative,23,469,469,2764.90,-2764.90
1645,Compound/Complex,Narrative,32,751,751,5022.19,-5022.19
1646,Compound/Complex,Narrative,36,940,-940,6071.05,6071.05
1647,Complex,Narrative,7,90,-90,555.52,555.52
1648,Compound/Complex,Narrative,25,543,543,3115.15,3115.15
1649,Compound/Complex,Conversation,33,653,653,3897.56,3897.56
1650,Complex,Conversation,29,505,505,3086.82,-3086.82
1651,Compound/Complex,Narrative,15,288,-288,1767.68,1767.68
1652,Simple,Narrative,12,229,229,1470.62,-1470.62
1653,Compound/Complex,Narrative,48,1001,1001,6152.88,-6152.88
1654,Complex,Narrative,17,356,-356,2386.33,-2386.33
1655,Compound/Complex,Narrative,30,572,-572,3458.64,-3458.64
1656,Compound/Complex,Narrative,40,831,831,5180.41,-5180.41
1657,Complex,Narrative,8,196,-196,1152.10,-1152.10
1658,Compound/Complex,Narrative,17,396,-396,2438.54,-2438.54
1659,Complex,Narrative,9,145,145,1001.77,1001.77
1660,Complex,Narrative,22,376,-376,2355.50,2355.50
1661,Compound/Complex,Narrative,16,310,-310,1885.79,1885.79
1662,Simple,Narrative,13,230,-230,1428.62,-1428.62
1663,Complex,Narrative,22,490,-490,3020.77,-3020.77
1664,Compound/Complex,Narrative,28,461,461,2481.08,2481.08
1665,Compound/Complex,Narrative,9,229,229,1448.48,-1448.48
1666,Complex,Narrative,10,169,169,1087.51,1087.51
1667,Simple,Narrative,29,511,511,2765.06,2765.06
1668,Compound/Complex,Narrative,11,213,213,1241.16,1241.16
1669,Compound/Complex,Narrative,14,270,-270,1702.31,-1702.31
1670,Complex,Narrative,6,142,-142,782.63,-782.63
1671,Compound/Complex,Narrative,14,204,-204,1264.36,-1264.36
1672,Complex,Narrative,6,154,-154,915.15,915.15
1673,Compound/Complex,Conversation,33,518,-518,3192.43,-3192.43
1674,Complex,Narrative,7,200,-200,1287.63,1287.63
1675,Simple,Narrative,8,147,147,807.79,807.79
1676,Compound/Complex,Narrative,30,622,-622,3738.88,-3738.88
1677,Compound/Complex,Narrative,20,333,333,1892.51,-1892.51
1678,Compound/Complex,Narrative,28,583,583,3611.70,3611.70
1679,Compound/Complex,Narrative,20,425,425,2749.37,2749.37
1680,Complex,Narrative,6,142,-142,886.92,-886.92
1681,Simple,Narrative,21,586,-586,4011.24,4011.24
1682,Compound/Complex,Narrative,38,714,-714,4628.63,-4628.63
1683,Compound/Complex,Narrative,46,852,-852,5119.60,5119.60
1684,Compound/Complex,Narrative,52,995,995,6128.29,-6128.29
1685,Compound/Complex,Narrative,26,486,-486,2920.84,-2920.84
1686,Complex,Narrative,17,342,-342,2181.35,2181.35
1687,Complex,Narrative,23,447,447,2751.43,2751.43
1688,Compound/Complex,Narrative,57,1348,-1348,8226.81,-8226.81
1689,Complex,Narrative,33,657,657,4229.67,4229.67
1690,Complex,Narrative,42,804,-804,4969.50,4969.50
1691,Simple,Narrative,2,67,67,462.89,-462.89
1692,Simple,Narrative,4,157,157,1084.67,-1084.67
1693,Compound/Complex,Narrative,17,249,249,1483.04,1483.04
1694,Compound/Complex,Narrative,30,650,-650,4084.98,-4084.98
1695,Simple,Conversation,11,200,-200,1270.27,-1270.27
1696,Compound/Complex,Narrative,33,536,-536,3053.09,3053.09
1697,Compound/Complex,Narrative,31,506,-506,2693.52,2693.52
1698,Compound/Complex,Narrative,23,410,-410,2345.42,2345.42
1699,Complex,Narrative,6,130,-130,860.84,-860.84
1700,Compound/Complex,Narrative,48,956,-956,5464.70,-5464.70
1701,Simple,Narrative,30,598,-598,3455.81,3455.81
1702,Compound/Complex,Narrative,39,772,-772,4739.55,4739.55
1703,Compound/Complex,Conversation,65,1145,1145,7071.10,7071.10
1704,Compound/Complex,Conversation,51,905,905,5468.86,-5468.86
1705,Compound/Complex,Narrative,39,726,-726,4402.81,-4402.81
1706,Compound/Complex,Conversation,56,1048,-1048,6581.26,6581.26
1707,Compound/Complex,Narrative,49,939,939,5253.96,5253.96
1708,Compound/Complex,Narrative,69,1442,-1442,8758.79,-8758.79
1709,Compound/Complex,Narrative,66,1282,-1282,7662.72,-7662.72
1710,Compound/Complex,Narrative,13,248,-248,1633.23,1633.23
1711,Compound/Complex,Narrative,74,1452,-1452,8959.24,8959.24
1712,Compound/Complex,Conversation,39,803,803,4968.39,-4968.39
1713,Compound/Complex,Narrative,40,715,715,4457.14,4457.14
1714,Compound/Complex,Narrative,22,467,467,2862.30,-2862.30
1715,Compound/Complex,Conversation,21,341,341,2021.01,2021.01
1716,Compound/Complex,Narrative,51,1047,1047,6167.96,6167.96
1717,Simple,Narrative,13,221,221,1349.08,1349.08
1718,Simple,Narrative,8,225,225,1433.06,1433.06
1719,Complex,Narrative,17,284,-284,1573.89,1573.89
1720,Compound/Complex,Narrative,14,299,299,1871.05,1871.05
1721,Simple,Narrative,15,269,269,1771.88,1771.88
1722,Compound/Complex,Narrative,40,738,-738,4766.46,-4766.46
1723,Complex,Conversation,49,936,-936,5790.25,-5790.25
1724,Compound/Complex,Conversation,58,976,-976,5873.23,5873.23
1725,Simple,Narrative,6,131,131,785.22,785.22
1726,Compound/Complex,Conversation,32,756,-756,4814.89,-4814.89
1727,Compound/Complex,Conversation,81,1419,1419,8630.60,-8630.60
1728,Compound/Complex,Narrative,49,1044,-1044,6104.03,-6104.03
1729,Simple,Narrative,13,321,321,1920.55,-1920.55
1730,Compound/Complex,Narrative,33,748,-748,4672.66,-4672.66
1731,Compound/Complex,Conversation,161,3060,-3060,18686.88,-18686.88
1732,Compound/Complex,Narrative,44,780,-780,4748.00,-4748.00
1733,Complex,Narrative,29,697,697,4430.67,-4430.67
1734,Complex,Narrative,32,673,673,4301.66,4301.66
1735,Compound/Complex,Narrative,22,544,-544,3479.58,3479.58
1736,Compound/Complex,Narrative,65,1326,-1326,8357.48,8357.48
1737,Compound/Complex,Conversation,118,2230,-2230,13617.17,13617.17
1738,Compound/Complex,Conversation,73,1374,-1374,8146.14,-8146.14
1739,Complex,Narrative,17,355,355,2229.64,2229.64
1740,Compound/Complex,Narrative,29,564,-564,3525.81,3525.81
1741,Compound/Complex,Conversation,48,1109,1109,7095.10,7095.10
1742,Compound/Complex,Narrative,23,422,-422,2536.86,-2536.86
1743,Complex,Conversation,43,826,-826,4802.39,-4802.39
1744,Simple,Narrative,3,36,-36,223.10,223.10
1745,Compound/Complex,Conversation,73,1384,-1384,8474.54,-8474.54
1746,Compound/Complex,Conversation,43,930,-930,5793.61,5793.61
1747,Compound/Complex,Conversation,33,795,795,4903.82,4903.82
1748,Simple,Narrative,21,508,-508,3169.24,3169.24
1749,Compound/Complex,Narrative,27,632,-632,3904.16,-3904.16
1750,Compound/Complex,Conversation,32,705,705,4453.87,4453.87
1751,Compound/Complex,Narrative,61,1256,-1256,7646.61,-7646.61
1752,Compound/Complex,Narrative,23,432,-432,2530.45,-2530.45
1753,Compound/Complex,Narrative,18,421,421,2782.83,-2782.83
1754,Compound/Complex,Conversation,50,1072,-1072,6612.07,-6612.07
1755,Compound/Complex,Narrative,23,446,-446,2657.61,2657.61
1756,Compound/Complex,Narrative,28,637,637,3979.98,3979.98
1757,Compound/Complex,Narrative,48,918,-918,5365.96,5365.96
1758,Compound/Complex,Narrative,19,440,-440,2669.28,2669.28
1759,Simple,Conversation,27,494,-494,2940.54,-2940.54
1760,Compound/Complex,Narrative,35,889,889,5893.69,5893.69
1761,Compound/Complex,Conversation,50,977,977,5884.12,-5884.12
1762,Compound/Complex,Narrative,18,348,-348,2246.47,-2246.47
1763,Compound/Complex,Narrative,58,1137,1137,7058.31,-7058.31
1764,Complex,Narrative,13,263,263,1546.81,-1546.81
1765,Compound/Complex,Narrative,16,377,377,2500.38,-2500.38
1766,Compound/Complex,Narrative,51,1041,1041,6198.11,-6198.11
1767,Compound/Complex,Conversation,60,1330,-1330,8393.71,8393.71
1768,Compound/Complex,Narrative,27,560,-560,3632.59,-3632.59
1769,Complex,Narrative,15,279,279,1777.98,1777.98
1770,Complex,Narrative,20,355,355,2342.54,-2342.54
1771,Simple,Narrative,2,37,37,255.62,255.62
1772,Compound/Complex,Narrative,14,143,143,898.31,-898.31
1773,Simple,Narrative,4,121,121,798.67,-798.67
1774,Compound/Complex,Narrative,33,573,573,3277.34,3277.34
1775,Compound/Complex,Narrative,21,452,-452,2770.80,-2770.80
1776,Compound/Complex,Narrative,14,278,-278,1728.12,-1728.12
1777,Simple,Narrative,3,39,39,269.44,269.44
1778,Compound/Complex,Conversation,40,778,-778,4613.79,4613.79
1779,Simple,Narrative,10,223,223,1362.90,-1362.90
1780,Complex,Narrative,20,391,391,2462.37,-2462.37
1781,Complex,Narrative,12,280,-280,1740.43,-1740.43
1782,Compound/Complex,Narrative,51,928,-928,5695.12,5695.12
1783,Complex,Conversation,13,261,261,1642.81,-1642.81
1784,Compound/Complex,Narrative,11,233,233,1446.29,-1446.29
1785,Compound/Complex,Conversation,32,576,-576,3598.06,-3598.06
1786,Compound/Complex,Narrative,41,1076,-1076,6843.46,6843.46
1787,Compound/Complex,Narrative,22,401,401,2605.75,2605.75
1788,Compound/Complex,Conversation,36,638,-638,3936.49,-3936.49
1789,Complex,Conversation,30,563,563,3617.34,3617.34
1790,Complex,Conversation,40,864,-864,5571.24,5571.24
1791,Simple,Narrative,10,181,181,1127.41,1127.41
1792,Compound/Complex,Narrative,34,774,-774,4839.91,4839.91
1793,Compound/Complex,Narrative,36,713,713,4277.70,4277.70
1794,Compound/Complex,Narrative,13,313,313,2031.12,2031.12
1795,Simple,Narrative,11,225,225,1466.01,-1466.01
1796,Compound/Complex,Narrative,24,522,-522,3449.91,3449.91
1797,Compound/Complex,Narrative,18,442,-442,2898.94,-2898.94
1798,Compound/Complex,Conversation,79,1650,-1650,10509.50,10509.50
1799,Compound/Complex,Conversation,28,655,655,4088.44,-4088.44
1800,Compound/Complex,Narrative,28,678,-678,4239.43,4239.43
1801,Compound/Complex,Conversation,37,642,-642,3980.61,-3980.61
1802,Compound/Complex,Narrative,15,270,-270,1669.57,1669.57
1803,Compound/Complex,Narrative,34,619,619,3804.29,-3804.29
1804,Compound/Complex,Conversation,115,2314,-2314,14474.94,-14474.94
1805,Compound/Complex,Conversation,52,817,817,5278.27,-5278.27
1806,Compound/Complex,Narrative,21,425,425,2736.27,-2736.27
1807,Compound/Complex,Narrative,14,247,247,1560.34,-1560.34
1808,Compound/Complex,Conversation,45,835,835,5191.12,5191.12
1809,Compound/Complex,Conversation,75,1295,1295,7955.98,7955.98
1810,Compound/Complex,Narrative,39,816,-816,5178.78,-5178.78
1811,Simple,Narrative,8,109,109,633.23,633.23
1812,Compound/Complex,Narrative,46,961,961,5510.75,-5510.75
1813,Compound/Complex,Narrative,31,593,593,3517.26,3517.26
1814,Simple,Conversation,4,101,101,593.13,593.13
1815,Compound/Complex,Narrative,31,553,553,3524.92,-3524.92
1816,Compound/Complex,Conversation,31,580,-580,3443.70,3443.70
1817,Compound/Complex,Narrative,37,698,-698,4174.39,-4174.39
1818,Compound/Complex,Conversation,48,867,867,5314.37,-5314.37
1819,Complex,Conversation,42,970,-970,6136.21,-6136.21
1820,Complex,Conversation,27,512,-512,3023.12,3023.12
1821,Complex,Conversation,40,753,753,4673.83,4673.83
1822,Compound/Complex,Conversation,60,1184,-1184,7264.29,-7264.29
1823,Complex,Narrative,18,367,367,2301.73,2301.73
1824,Compound/Complex,Narrative,13,350,-350,2144.83,-2144.83
1825,Compound/Complex,Narrative,51,960,-960,5881.99,5881.99
1826,Complex,Narrative,28,560,-560,3459.84,3459.84
1827,Compound/Complex,Narrative,24,572,-572,3699.30,3699.30
1828,Complex,Conversation,25,471,471,2917.58,2917.58
1829,Compound/Complex,Conversation,29,590,-590,3740.73,-3740.73
1830,Compound/Complex,Conversation,31,647,647,4113.23,4113.23
1831,Compound/Complex,Conversation,26,633,633,4194.69,-4194.69
1832,Compound/Complex,Narrative,12,257,257,1552.23,-1552.23
1833,Compound/Complex,Narrative,73,1312,-1312,8017.40,8017.40
1834,Compound/Complex,Conversation,119,2359,2359,14694.54,-14694.54
1835,Simple,Narrative,13,278,-278,1878.42,-1878.42
1836,Compound/Complex,Conversation,26,458,-458,2890.69,-2890.69
1837,Complex,Narrative,15,323,323,2016.45,-2016.45
1838,Compound/Complex,Narrative,27,579,579,3534.48,-3534.48
1839,Simple,Narrative,9,150,-150,836.37,-836.37
1840,Compound/Complex,Narrative,34,721,721,4426.32,-4426.32
1841,Simple,Narrative,12,310,-310,1941.77,1941.77
1842,Compound/Complex,Conversation,48,866,-866,5199.15,5199.15
1843,Simple,Narrative,21,395,395,2331.16,2331.16
1844,Compound/Complex,Narrative,13,272,-272,1718.77,-1718.77
1845,Compound/Complex,Narrative,19,391,391,2544.64,-2544.64
1846,Compound/Complex,Narrative,70,1384,-1384,8114.65,-8114.65
1847,Compound/Complex,Conversation,60,1126,-1126,6839.66,6839.66
1848,Compound/Complex,Narrative,33,793,793,4890.02,-4890.02
1849,Compound/Complex,Narrative,19,418,-418,2594.56,-2594.56
1850,Compound/Complex,Narrative,14,253,253,1620.55,-1620.55
