Sequence,Word,Tag,T1_Raw,T1_Plot,T2_Raw,T2_Plot
3,of,ADP,14,-14,22.53,-22.53
8,of,ADP,14,-14,22.53,-22.53
9,by,ADP,14,-14,96.72,-96.72
16,for,ADP,19,19,48.73,-48.73
19,of,ADP,14,-14,22.53,-22.53
22,in,ADP,6,-6,12.48,-12.48
30,of,ADP,14,-14,22.53,-22.53
33,at,ADP,3,3,9.13,9.13
37,with,ADP,19,19,52.68,-52.68
52,under,ADP,19,19,131.27,131.27
55,of,ADP,14,-14,22.53,-22.53
61,with,ADP,19,19,52.68,-52.68
66,at,ADP,3,3,9.13,9.13
68,If,ADP,15,15,103.63,103.63
73,in,ADP,6,-6,12.48,-12.48
84,of,ADP,14,-14,22.53,-22.53
91,before,ADP,35,35,241.81,241.81
100,of,ADP,14,-14,22.53,-22.53
116,OF,ADP,14,-14,22.53,-22.53
125,OF,ADP,14,-14,22.53,-22.53
131,of,ADP,14,-14,22.53,-22.53
136,By,ADP,14,-14,96.72,-96.72
141,of,ADP,14,-14,22.53,-22.53
157,than,ADP,9,9,62.18,-62.18
161,Anthropogenesis,ADP,59,59,407.62,407.62
170,on,ADP,5,5,13.54,13.54
208,On,ADP,5,5,13.54,13.54
219,In,ADP,6,-6,12.48,-12.48
226,of,ADP,14,-14,22.53,-22.53
238,of,ADP,14,-14,22.53,-22.53
241,in,ADP,6,-6,12.48,-12.48
249,of,ADP,14,-14,22.53,-22.53
261,Of,ADP,14,-14,22.53,-22.53
265,On,ADP,5,5,13.54,13.54
270,Of,ADP,14,-14,22.53,-22.53
280,of,ADP,14,-14,22.53,-22.53
291,Of,ADP,14,-14,22.53,-22.53
297,About,ADP,25,25,172.72,-172.72
303,From,ADP,28,-28,193.45,193.45
328,Of,ADP,14,-14,22.53,-22.53
348,Of,ADP,14,-14,22.53,-22.53
356,Of,ADP,14,-14,22.53,-22.53
366,Of,ADP,14,-14,22.53,-22.53
372,In,ADP,6,-6,12.48,-12.48
382,Of,ADP,14,-14,22.53,-22.53
392,With,ADP,19,19,52.68,-52.68
399,Of,ADP,14,-14,22.53,-22.53
407,Of,ADP,14,-14,22.53,-22.53
434,Under,ADP,19,19,131.27,131.27
447,Of,ADP,14,-14,22.53,-22.53
466,About,ADP,25,25,172.72,-172.72
476,On,ADP,5,5,13.54,13.54
484,From,ADP,28,-28,193.45,193.45
488,Of,ADP,14,-14,22.53,-22.53
492,From,ADP,28,-28,193.45,193.45
495,On,ADP,5,5,13.54,13.54
498,Of,ADP,14,-14,22.53,-22.53
507,Of,ADP,14,-14,22.53,-22.53
515,in,ADP,6,-6,12.48,-12.48
525,of,ADP,14,-14,22.53,-22.53
531,On,ADP,5,5,13.54,13.54
534,of,ADP,14,-14,22.53,-22.53
538,in,ADP,6,-6,12.48,-12.48
552,Of,ADP,14,-14,22.53,-22.53
555,From,ADP,28,-28,193.45,193.45
558,Of,ADP,14,-14,22.53,-22.53
564,Of,ADP,14,-14,22.53,-22.53
567,In,ADP,6,-6,12.48,-12.48
583,In,ADP,6,-6,12.48,-12.48
593,of,ADP,14,-14,22.53,-22.53
599,with,ADP,19,19,52.68,-52.68
614,Of,ADP,14,-14,22.53,-22.53
623,in,ADP,6,-6,12.48,-12.48
638,of,ADP,14,-14,22.53,-22.53
646,In,ADP,6,-6,12.48,-12.48
