Sequence,Word,Tag,T1_Raw,T1_Plot,T2_Raw,T2_Plot
36,higher,ADJ,30,-30,207.26,207.26
51,Preliminary,ADJ,52,-52,359.26,359.26
55,Modern,ADJ,26,-26,179.63,179.63
113,Various,ADJ,37,37,255.62,255.62
146,Post‐Christian,ADJ,53,53,366.16,-366.16
163,real,ADJ,15,15,103.63,103.63
166,present,ADJ,26,-26,179.63,179.63
172,Jewish,ADJ,39,39,269.44,269.44
227,Modern,ADJ,26,-26,179.63,179.63
238,Western,ADJ,23,23,158.90,-158.90
249,Egyptian,ADJ,35,35,241.81,241.81
289,Last,ADJ,13,13,89.81,89.81
298,Post‐Christian,ADJ,53,53,366.16,-366.16
337,Secret,ADJ,19,19,131.27,131.27
364,Unpublished,ADJ,64,-64,442.16,-442.16
405,few,ADJ,22,-22,151.99,151.99
406,more,ADJ,18,-18,124.36,-124.36
450,Earlier,ADJ,25,25,172.72,-172.72
463,Oral,ADJ,17,17,117.45,117.45
469,s,ADJ,3,3,20.73,-20.73
489,public,ADJ,51,51,352.35,-352.35
501,many,ADJ,13,13,89.81,89.81
513,evil,ADJ,27,27,186.54,-186.54
516,conscious,ADJ,39,39,269.44,269.44
520,thou,ADJ,13,13,89.81,89.81
536,sacred,ADJ,25,25,172.72,-172.72
546,mystic,ADJ,25,25,172.72,-172.72
571,evolved,ADJ,48,-48,331.62,331.62
579,interior,ADJ,25,25,172.72,-172.72
584,divine,ADJ,32,-32,221.08,221.08
624,difficult,ADJ,57,57,393.80,393.80
626,anxious,ADJ,37,37,255.62,255.62
631,necessary,ADJ,25,25,172.72,-172.72
650,unarranged,ADJ,42,-42,290.17,-290.17
654,obvious,ADJ,47,47,324.71,-324.71
664,separate,ADJ,28,-28,193.45,193.45
673,possible,ADJ,48,-48,331.62,331.62
681,grammatical,ADJ,61,61,421.43,421.43
688,un‐,ADJ,7,7,48.36,-48.36
706,few,ADJ,22,-22,151.99,151.99
716,such,ADJ,20,-20,138.18,-138.18
721,square,ADJ,35,35,241.81,241.81
737,further,ADJ,32,-32,221.08,221.08
771,fullest,ADJ,35,35,241.81,241.81
781,other,ADJ,14,-14,96.72,-96.72
802,suggestive,ADJ,57,57,393.80,393.80
807,numerous,ADJ,33,33,227.99,227.99
812,many,ADJ,13,13,89.81,89.81
816,exoteric,ADJ,41,41,283.26,283.26
820,esoteric,ADJ,26,-26,179.63,179.63
862,consistent,ADJ,28,-28,193.45,193.45
878,own,ADJ,15,15,103.63,103.63
884,obvious,ADJ,47,47,324.71,-324.71
887,instructed,ADJ,36,-36,248.72,-248.72
899,mere,ADJ,16,-16,110.54,-110.54
902,other,ADJ,14,-14,96.72,-96.72
907,more,ADJ,18,-18,124.36,-124.36
910,exoteric,ADJ,41,41,283.26,283.26
913,esoteric,ADJ,26,-26,179.63,179.63
923,own,ADJ,15,15,103.63,103.63
950,erroneous,ADJ,28,-28,193.45,193.45
983,different,ADJ,42,-42,290.17,-290.17
992,unfinished,ADJ,42,-42,290.17,-290.17
1039,possible,ADJ,48,-48,331.62,331.62
1042,correct,ADJ,31,31,214.17,-214.17
1048,laborious,ADJ,46,-46,317.80,317.80
1051,whole,ADJ,25,25,172.72,-172.72
1067,willing,ADJ,46,-46,317.80,317.80
1077,possible,ADJ,48,-48,331.62,331.62
1085,whole,ADJ,25,25,172.72,-172.72
1100,few,ADJ,22,-22,151.99,151.99
1117,few,ADJ,22,-22,151.99,151.99
1118,scattered,ADJ,28,-28,193.45,193.45
1130,own,ADJ,15,15,103.63,103.63
1136,aware,ADJ,20,-20,138.18,-138.18
1138,few,ADJ,22,-22,151.99,151.99
1144,present,ADJ,26,-26,179.63,179.63
1160,magnificent,ADJ,56,-56,386.89,-386.89
1170,future,ADJ,28,-28,193.45,193.45
1207,old,ADJ,16,-16,110.54,-110.54
1210,first,ADJ,24,-24,165.81,165.81
1224,real,ADJ,15,15,103.63,103.63
1230,only,ADJ,12,-12,82.91,-82.91
1241,human,ADJ,22,-22,151.99,151.99
1246,ready,ADJ,14,-14,96.72,-96.72
1260,such,ADJ,20,-20,138.18,-138.18
1264,few,ADJ,22,-22,151.99,151.99
1274,respective,ADJ,52,-52,359.26,359.26
1297,own,ADJ,15,15,103.63,103.63
1307,present,ADJ,26,-26,179.63,179.63
1310,certain,ADJ,23,23,158.90,-158.90
1318,general,ADJ,30,-30,207.26,207.26
1323,welcome,ADJ,39,39,269.44,269.44
1340,fair,ADJ,22,-22,151.99,151.99
1353,legitimate,ADJ,42,-42,290.17,-290.17
1355,accepted,ADJ,40,-40,276.35,-276.35
1363,official,ADJ,50,-50,345.44,345.44
1366,orthodox,ADJ,43,43,297.08,297.08
1372,paradoxical,ADJ,70,-70,483.61,483.61
1377,materialistic,ADJ,51,51,352.35,-352.35
1381,pietistic,ADJ,39,39,269.44,269.44
1385,modern,ADJ,26,-26,179.63,179.63
1400,dissimilar,ADJ,47,47,324.71,-324.71
1405,popular,ADJ,48,-48,331.62,331.62
1409,orthodox,ADJ,43,43,297.08,297.08
1413,own,ADJ,15,15,103.63,103.63
1421,third,ADJ,20,-20,138.18,-138.18
1438,worst,ADJ,22,-22,151.99,151.99
1464,pious,ADJ,28,-28,193.45,193.45
1468,absurd,ADJ,35,35,241.81,241.81
1472,cultured,ADJ,38,-38,262.53,-262.53
1478,ancient,ADJ,20,-20,138.18,-138.18
1484,clear,ADJ,23,23,158.90,-158.90
1486,scientifically‐presented,ADJ,95,95,656.33,-656.33
1492,good,ADJ,24,-24,165.81,165.81
1512,life‐long,ADJ,47,47,324.71,-324.71
1529,least,ADJ,14,-14,96.72,-96.72
1530,appalled,ADJ,51,51,352.35,-352.35
1532,dogmatic,ADJ,45,45,310.89,-310.89
1535,scientific,ADJ,46,-46,317.80,317.80
1546,doctrinal,ADJ,38,-38,262.53,-262.53
1554,fair,ADJ,22,-22,151.99,151.99
1574,scientific,ADJ,46,-46,317.80,317.80
1588,animalistic,ADJ,46,-46,317.80,317.80
1591,cosmogenetical,ADJ,64,-64,442.16,-442.16
1593,anthropogenetical,ADJ,71,71,490.52,-490.52
1606,moral,ADJ,26,-26,179.63,179.63
1612,convenient,ADJ,39,39,269.44,269.44
1618,common,ADJ,34,-34,234.90,-234.90
1619,simian,ADJ,24,-24,165.81,165.81
1667,respectable,ADJ,56,-56,386.89,-386.89
1670,Esoteric,ADJ,26,-26,179.63,179.63
1680,anxious,ADJ,37,37,255.62,255.62
1692,prevent,ADJ,38,-38,262.53,-262.53
1717,own,ADJ,15,15,103.63,103.63
1718,fair,ADJ,22,-22,151.99,151.99
1728,private,ADJ,41,41,283.26,283.26
1731,personal,ADJ,36,-36,248.72,-248.72
1738,many,ADJ,13,13,89.81,89.81
1743,more,ADJ,18,-18,124.36,-124.36
1754,historical,ADJ,41,41,283.26,283.26
1756,scientific,ADJ,46,-46,317.80,317.80
1764,less,ADJ,14,-14,96.72,-96.72
1777,opinions—the,ADJ,40,-40,276.35,-276.35
1780,most,ADJ,16,-16,110.54,-110.54
1789,ancient,ADJ,20,-20,138.18,-138.18
1799,own,ADJ,15,15,103.63,103.63
1800,special,ADJ,38,-38,262.53,-262.53
1820,most,ADJ,16,-16,110.54,-110.54
1835,great,ADJ,21,21,145.08,145.08
1861,legitimate,ADJ,42,-42,290.17,-290.17
1865,own,ADJ,15,15,103.63,103.63
1874,great,ADJ,21,21,145.08,145.08
1882,great,ADJ,21,21,145.08,145.08
1893,certain,ADJ,23,23,158.90,-158.90
1897,fundamental,ADJ,48,-48,331.62,331.62
1901,present,ADJ,26,-26,179.63,179.63
1907,certain,ADJ,23,23,158.90,-158.90
1938,contradicted,ADJ,47,47,324.71,-324.71
1945,main,ADJ,17,17,117.45,117.45
1958,old,ADJ,16,-16,110.54,-110.54
1962,other,ADJ,14,-14,96.72,-96.72
1977,strong,ADJ,26,-26,179.63,179.63
2006,Christian,ADJ,33,33,227.99,227.99
2011,archaic,ADJ,33,33,227.99,227.99
2023,common,ADJ,34,-34,234.90,-234.90
2034,respective,ADJ,52,-52,359.26,359.26
2037,exoteric,ADJ,41,41,283.26,283.26
2048,foremost,ADJ,36,-36,248.72,-248.72
2062,fundamental,ADJ,48,-48,331.62,331.62
2079,such,ADJ,20,-20,138.18,-138.18
2088,many,ADJ,13,13,89.81,89.81
2094,hidden,ADJ,23,23,158.90,-158.90
2123,least,ADJ,14,-14,96.72,-96.72
2124,extraordinary,ADJ,54,-54,373.07,373.07
2132,same,ADJ,15,15,103.63,103.63
2162,such,ADJ,20,-20,138.18,-138.18
2168,magic,ADJ,35,35,241.81,241.81
2171,due,ADJ,12,-12,82.91,-82.91
2174,later,ADJ,16,-16,110.54,-110.54
2177,subsequent,ADJ,54,-54,373.07,373.07
2195,absurd,ADJ,35,35,241.81,241.81
2250,actual,ADJ,25,25,172.72,-172.72
2254,Assyrian,ADJ,21,21,145.08,145.08
2261,hidden,ADJ,23,23,158.90,-158.90
2266,sacred,ADJ,25,25,172.72,-172.72
2273,intelligible,ADJ,64,-64,442.16,-442.16
2295,modern,ADJ,26,-26,179.63,179.63
2314,initiated,ADJ,25,25,172.72,-172.72
2324,scholarly,ADJ,39,39,269.44,269.44
2328,modern,ADJ,26,-26,179.63,179.63
2342,Egyptian,ADJ,35,35,241.81,241.81
2348,greatest,ADJ,26,-26,179.63,179.63
2373,grossest,ADJ,31,31,214.17,-214.17
2381,Indian,ADJ,20,-20,138.18,-138.18
2396,superstitious,ADJ,51,51,352.35,-352.35
2407,such,ADJ,20,-20,138.18,-138.18
2408,learned,ADJ,24,-24,165.81,165.81
2412,contrary,ADJ,26,-26,179.63,179.63
2430,real,ADJ,15,15,103.63,103.63
2433,earth—the,ADJ,19,19,131.27,131.27
2434,present,ADJ,26,-26,179.63,179.63
2442,grey,ADJ,18,-18,124.36,-124.36
2448,pale,ADJ,23,23,158.90,-158.90
2452,old,ADJ,16,-16,110.54,-110.54
2463,correct,ADJ,31,31,214.17,-214.17
2467,own,ADJ,15,15,103.63,103.63
2498,noontide,ADJ,22,-22,151.99,151.99
2513,dazzling,ADJ,73,73,504.34,-504.34
2521,Penelopeian,ADJ,49,49,338.53,-338.53
2532,universal,ADJ,44,-44,303.99,303.99
2541,present,ADJ,26,-26,179.63,179.63
2555,direct,ADJ,25,25,172.72,-172.72
2559,past,ADJ,19,19,131.27,131.27
2564,useless,ADJ,23,23,158.90,-158.90
2578,many,ADJ,13,13,89.81,89.81
2587,old,ADJ,16,-16,110.54,-110.54
2593,arid,ADJ,17,17,117.45,117.45
2605,average,ADJ,38,-38,262.53,-262.53
2606,eighteenth,ADJ,31,31,214.17,-214.17
2618,supernatural,ADJ,51,51,352.35,-352.35
2632,mediæval,ADJ,44,-44,303.99,303.99
2634,such,ADJ,20,-20,138.18,-138.18
2647,glorious,ADJ,42,-42,290.17,-290.17
2654,few,ADJ,22,-22,151.99,151.99
2657,precious,ADJ,42,-42,290.17,-290.17
2662,unexplored,ADJ,61,61,421.43,421.43
2670,actual,ADJ,25,25,172.72,-172.72
2686,precious,ADJ,42,-42,290.17,-290.17
2692,due,ADJ,12,-12,82.91,-82.91
2699,modern,ADJ,26,-26,179.63,179.63
2709,unparalleled,ADJ,58,-58,400.71,-400.71
2722,correct,ADJ,31,31,214.17,-214.17
2726,real,ADJ,15,15,103.63,103.63
2733,true,ADJ,12,-12,82.91,-82.91
2744,automatic,ADJ,35,35,241.81,241.81
2746,mechanical,ADJ,47,47,324.71,-324.71
2755,scientific,ADJ,46,-46,317.80,317.80
2759,cultured,ADJ,38,-38,262.53,-262.53
2775,modest,ADJ,23,23,158.90,-158.90
2778,contemporary,ADJ,52,-52,359.26,359.26
2781,genuine,ADJ,27,27,186.54,-186.54
2795,dead,ADJ,15,15,103.63,103.63
2801,beautiful,ADJ,50,-50,345.44,345.44
2806,ugly,ADJ,24,-24,165.81,165.81
2823,prepared,ADJ,46,-46,317.80,317.80
2842,lovely,ADJ,33,33,227.99,227.99
2845,blank,ADJ,41,41,283.26,283.26
2848,sterile,ADJ,22,-22,151.99,151.99
2850,Such,ADJ,20,-20,138.18,-138.18
2870,sufficient,ADJ,50,-50,345.44,345.44
2875,untenable,ADJ,35,35,241.81,241.81
2879,uncultured,ADJ,45,45,310.89,-310.89
2911,own,ADJ,15,15,103.63,103.63
2921,British,ADJ,35,35,241.81,241.81
2924,Such,ADJ,20,-20,138.18,-138.18
2932,more,ADJ,18,-18,124.36,-124.36
2933,solid,ADJ,23,23,158.90,-158.90
2936,mere,ADJ,16,-16,110.54,-110.54
2945,boastful,ADJ,46,-46,317.80,317.80
2950,intellectual,ADJ,46,-46,317.80,317.80
2959,many,ADJ,13,13,89.81,89.81
2960,modern,ADJ,26,-26,179.63,179.63
2968,many,ADJ,13,13,89.81,89.81
2972,distinguished,ADJ,55,55,379.98,379.98
2973,European,ADJ,32,-32,221.08,221.08
2982,mere,ADJ,16,-16,110.54,-110.54
2989,old,ADJ,16,-16,110.54,-110.54
2995,ready,ADJ,14,-14,96.72,-96.72
3002,impartial,ADJ,47,47,324.71,-324.71
3012,untrue,ADJ,19,19,131.27,131.27
3020,certain,ADJ,23,23,158.90,-158.90
3025,dead,ADJ,15,15,103.63,103.63
3057,modern,ADJ,26,-26,179.63,179.63
3072,secret,ADJ,19,19,131.27,131.27
3096,hidden,ADJ,23,23,158.90,-158.90
3111,many,ADJ,13,13,89.81,89.81
3114,present,ADJ,26,-26,179.63,179.63
3122,apt,ADJ,16,-16,110.54,-110.54
3130,own,ADJ,15,15,103.63,103.63
3135,personal,ADJ,36,-36,248.72,-248.72
3146,numerous,ADJ,33,33,227.99,227.99
3154,allegorical,ADJ,58,-58,400.71,-400.71
3160,old,ADJ,16,-16,110.54,-110.54
