Sequence,Word,Tag,T1_Raw,T1_Plot,T2_Raw,T2_Plot
385,not,ADV,6,-6,15.83,15.83
471,not,ADV,6,-6,15.83,15.83
594,too,ADV,7,7,48.36,-48.36
597,first,ADV,24,-24,165.81,165.81
709,not,ADV,6,-6,15.83,15.83
796,not,ADV,6,-6,15.83,15.83
812,not,ADV,6,-6,15.83,15.83
840,not,ADV,6,-6,15.83,15.83
989,formerly,ADV,41,41,283.26,283.26
1145,falsely,ADV,31,31,214.17,-214.17
1379,only,ADV,12,-12,82.91,-82.91
1433,not,ADV,6,-6,15.83,15.83
1506,not,ADV,6,-6,15.83,15.83
1600,long,ADV,24,-24,165.81,165.81
1961,also,ADV,15,15,103.63,103.63
1968,not,ADV,6,-6,15.83,15.83
2331,not,ADV,6,-6,15.83,15.83
2346,not,ADV,6,-6,15.83,15.83
2372,again,ADV,22,-22,151.99,151.99
2441,not,ADV,6,-6,15.83,15.83
2655,metaphysically,ADV,61,61,421.43,421.43
2977,not,ADV,6,-6,15.83,15.83
3024,not,ADV,6,-6,15.83,15.83
3152,sometimes,ADV,34,-34,234.90,-234.90
3313,also,ADV,15,15,103.63,103.63
3609,not,ADV,6,-6,15.83,15.83
3612,ii,ADV,8,-8,55.27,55.27
3694,Sicily,ADV,26,-26,179.63,179.63
4114,not,ADV,6,-6,15.83,15.83
4115,merely,ADV,23,23,158.90,-158.90
4241,also,ADV,15,15,103.63,103.63
4532,i,ADV,4,-4,9.59,9.59
4688,asher,ADV,15,15,103.63,103.63
4698,back,ADV,40,-40,276.35,-276.35
4855,ii,ADV,8,-8,55.27,55.27
5228,not,ADV,6,-6,15.83,15.83
5952,not,ADV,6,-6,15.83,15.83
5973,yet,ADV,2,-2,13.82,13.82
6037,not,ADV,6,-6,15.83,15.83
6401,not,ADV,6,-6,15.83,15.83
6873,now,ADV,15,15,103.63,103.63
6992,not,ADV,6,-6,15.83,15.83
6993,simply,ADV,36,-36,248.72,-248.72
7024,foster-mother,ADV,47,47,324.71,-324.71
7097,naka,ADV,22,-22,151.99,151.99
7376,not,ADV,6,-6,15.83,15.83
7927,not,ADV,6,-6,15.83,15.83
7948,not,ADV,6,-6,15.83,15.83
8072,most,ADV,16,-16,110.54,-110.54
8731,prior,ADV,30,-30,207.26,207.26
9361,not,ADV,6,-6,15.83,15.83
10038,only,ADV,12,-12,82.91,-82.91
10115,not,ADV,6,-6,15.83,15.83
10268,not,ADV,6,-6,15.83,15.83
10607,not,ADV,6,-6,15.83,15.83
10620,highly,ADV,31,31,214.17,-214.17
10651,not,ADV,6,-6,15.83,15.83
10665,not,ADV,6,-6,15.83,15.83
10838,esoteric,ADV,26,-26,179.63,179.63
10854,not,ADV,6,-6,15.83,15.83
11395,not,ADV,6,-6,15.83,15.83
11406,more,ADV,18,-18,124.36,-124.36
11714,originally,ADV,46,-46,317.80,317.80
12161,later,ADV,16,-16,110.54,-110.54
12361,most,ADV,16,-16,110.54,-110.54
12774,not,ADV,6,-6,15.83,15.83
12786,not,ADV,6,-6,15.83,15.83
12787,yet,ADV,2,-2,13.82,13.82
13291,not,ADV,6,-6,15.83,15.83
13312,Aristarchus,ADV,42,-42,290.17,-290.17
13897,not,ADV,6,-6,15.83,15.83
14466,also,ADV,15,15,103.63,103.63
14676,originally,ADV,46,-46,317.80,317.80
15050,also,ADV,15,15,103.63,103.63
15564,not,ADV,6,-6,15.83,15.83
16405,not,ADV,6,-6,15.83,15.83
17091,not,ADV,6,-6,15.83,15.83
17102,not,ADV,6,-6,15.83,15.83
17122,not,ADV,6,-6,15.83,15.83
17129,not,ADV,6,-6,15.83,15.83
17240,eleven,ADV,27,27,186.54,-186.54
17457,untimely,ADV,29,29,200.35,-200.35
17559,not,ADV,6,-6,15.83,15.83
17597,Ungodly,ADV,35,35,241.81,241.81
17623,first,ADV,24,-24,165.81,165.81
17718,not,ADV,6,-6,15.83,15.83
17719,so,ADV,6,-6,41.45,41.45
18033,not,ADV,6,-6,15.83,15.83
18098,not,ADV,6,-6,15.83,15.83
18153,first,ADV,24,-24,165.81,165.81
18225,Only,ADV,12,-12,82.91,-82.91
18238,abyss,ADV,22,-22,151.99,151.99
18244,not,ADV,6,-6,15.83,15.83
18449,not,ADV,6,-6,15.83,15.83
18462,not,ADV,6,-6,15.83,15.83
18540,Atmosphere,ADV,42,-42,290.17,-290.17
18680,not,ADV,6,-6,15.83,15.83
18756,apart,ADV,23,23,158.90,-158.90
18871,not,ADV,6,-6,15.83,15.83
18986,most,ADV,16,-16,110.54,-110.54
19095,most,ADV,16,-16,110.54,-110.54
19340,not,ADV,6,-6,15.83,15.83
19653,not,ADV,6,-6,15.83,15.83
19765,finite,ADV,23,23,158.90,-158.90
20202,i,ADV,4,-4,9.59,9.59
20235,only,ADV,12,-12,82.91,-82.91
20969,Back,ADV,40,-40,276.35,-276.35
