Sequence,Word,Tag,T1_Raw,T1_Plot,T2_Raw,T2_Plot
0,START,NOUN,12,-12,82.91,-82.91
2,THE,NOUN,6,-6,4.16,-4.16
3,PROJECT,NOUN,48,-48,331.62,331.62
4,GUTENBERG,NOUN,53,53,366.16,-366.16
5,BOOK,NOUN,36,-36,248.72,-248.72
7,Secret,NOUN,19,19,131.27,131.27
8,Doctrine,NOUN,30,-30,207.26,207.26
10,Synthesis,NOUN,21,21,145.08,145.08
12,Science,NOUN,27,27,186.54,-186.54
13,Religion,NOUN,38,-38,262.53,-262.53
15,Philosophy,NOUN,54,-54,373.07,373.07
17,Helena,NOUN,17,17,117.45,117.45
18,Petrovna,NOUN,42,-42,290.17,-290.17
19,Blavatsky,NOUN,60,-60,414.53,-414.53
20,Author,NOUN,20,-20,138.18,-138.18
22,Isis,NOUN,14,-14,96.72,-96.72
23,Unveiled.,NOUN,41,41,283.26,283.26
24,Third,NOUN,20,-20,138.18,-138.18
27,Edition,NOUN,21,21,145.08,145.08
28,SATYÂT,NOUN,7,7,48.36,-48.36
29,NÂSTI,NOUN,10,-10,69.09,69.09
30,PARO,NOUN,23,23,158.90,-158.90
31,DHARMAH,NOUN,32,-32,221.08,221.08
35,Religion,NOUN,38,-38,262.53,-262.53
38,Truth.,NOUN,16,-16,110.54,-110.54
39,Volume,NOUN,40,-40,276.35,-276.35
40,III,NOUN,12,-12,82.91,-82.91
42,Theosophical,NOUN,53,53,366.16,-366.16
43,Publishing,NOUN,68,-68,469.80,469.80
44,House,NOUN,16,-16,110.54,-110.54
45,London,NOUN,23,23,158.90,-158.90
46,CONTENTS,NOUN,21,21,145.08,145.08
47,Preface,NOUN,41,41,283.26,283.26
48,Introductory,NOUN,43,43,297.08,297.08
49,Section,NOUN,22,-22,151.99,151.99
52,Survey,NOUN,29,29,200.35,-200.35
53,Section,NOUN,22,-22,151.99,151.99
54,II,NOUN,8,-8,55.27,55.27
56,Criticism,NOUN,46,-46,317.80,317.80
59,Ancients,NOUN,23,23,158.90,-158.90
60,Section,NOUN,22,-22,151.99,151.99
61,III,NOUN,12,-12,82.91,-82.91
63,Origin,NOUN,30,-30,207.26,207.26
65,Magic,NOUN,35,35,241.81,241.81
66,Section,NOUN,22,-22,151.99,151.99
67,IV,NOUN,19,19,131.27,131.27
69,Secresy,NOUN,21,21,145.08,145.08
71,Initiates,NOUN,22,-22,151.99,151.99
72,Section,NOUN,22,-22,151.99,151.99
73,V.,NOUN,15,15,103.63,103.63
75,Reasons,NOUN,19,19,131.27,131.27
77,Secresy,NOUN,21,21,145.08,145.08
78,Section,NOUN,22,-22,151.99,151.99
79,VI,NOUN,19,19,131.27,131.27
81,Dangers,NOUN,31,31,214.17,-214.17
83,Practical,NOUN,50,-50,345.44,345.44
84,Magic,NOUN,35,35,241.81,241.81
85,Section,NOUN,22,-22,151.99,151.99
86,VII,NOUN,23,23,158.90,-158.90
87,Old,NOUN,16,-16,110.54,-110.54
88,Wine,NOUN,17,17,117.45,117.45
90,New,NOUN,13,13,89.81,89.81
91,Bottles,NOUN,30,-30,207.26,207.26
92,Section,NOUN,22,-22,151.99,151.99
93,VIII,NOUN,27,27,186.54,-186.54
95,Book,NOUN,36,-36,248.72,-248.72
97,Enoch,NOUN,18,-18,124.36,-124.36
99,Origin,NOUN,30,-30,207.26,207.26
102,Foundation,NOUN,39,39,269.44,269.44
104,Christianity,NOUN,38,-38,262.53,-262.53
105,Section,NOUN,22,-22,151.99,151.99
106,IX,NOUN,22,-22,151.99,151.99
107,Hermetic,NOUN,33,33,227.99,227.99
109,Kabalistic,NOUN,61,61,421.43,421.43
110,Doctrines,NOUN,33,33,227.99,227.99
111,Section,NOUN,22,-22,151.99,151.99
112,X,NOUN,18,-18,124.36,-124.36
114,Occult,NOUN,32,-32,221.08,221.08
115,Systems,NOUN,20,-20,138.18,-138.18
117,Interpretations,NOUN,48,-48,331.62,331.62
119,Alphabets,NOUN,47,47,324.71,-324.71
121,Numerals,NOUN,34,-34,234.90,-234.90
122,Section,NOUN,22,-22,151.99,151.99
123,XI,NOUN,22,-22,151.99,151.99
125,Hexagon,NOUN,42,-42,290.17,-290.17
128,Central,NOUN,26,-26,179.63,179.63
129,Point,NOUN,23,23,158.90,-158.90
132,Seventh,NOUN,27,27,186.54,-186.54
133,Key,NOUN,17,17,117.45,117.45
134,Section,NOUN,22,-22,151.99,151.99
135,XII,NOUN,26,-26,179.63,179.63
137,Duty,NOUN,12,-12,82.91,-82.91
140,True,NOUN,12,-12,82.91,-82.91
141,Occultist,NOUN,40,-40,276.35,-276.35
