Sequence,Word,Tag,T1_Raw,T1_Plot,T2_Raw,T2_Plot
26,Revised,VERB,35,35,241.81,241.81
33,is,VERB,7,7,48.36,-48.36
185,underlying,VERB,44,-44,303.99,303.99
222,have,VERB,22,-22,50.66,-50.66
224,say,VERB,5,5,34.54,-34.54
396,say,VERB,5,5,34.54,-34.54
424,s,VERB,3,3,20.73,-20.73
448,Concerning,VERB,47,47,324.71,-324.71
475,was,VERB,15,15,103.63,103.63
476,produced,VERB,47,47,324.71,-324.71
484,is,VERB,7,7,48.36,-48.36
485,being,VERB,33,33,227.99,227.99
486,placed,VERB,37,37,255.62,255.62
497,say,VERB,5,5,34.54,-34.54
499,persuade,VERB,36,-36,248.72,-248.72
507,freed,VERB,24,-24,165.81,165.81
515,is,VERB,7,7,48.36,-48.36
518,know,VERB,31,31,214.17,-214.17
523,grounded,VERB,40,-40,276.35,-276.35
527,received,VERB,41,41,283.26,283.26
542,believe,VERB,43,43,297.08,297.08
548,are,VERB,8,-8,55.27,55.27
550,known,VERB,33,33,227.99,227.99
554,belong,VERB,39,39,269.44,269.44
563,is,VERB,7,7,48.36,-48.36
569,is,VERB,7,7,48.36,-48.36
578,s,VERB,3,3,20.73,-20.73
580,being,VERB,33,33,227.99,227.99
583,are,VERB,8,-8,55.27,55.27
588,is,VERB,7,7,48.36,-48.36
595,initiation,VERB,27,27,186.54,-186.54
602,begin,VERB,33,33,227.99,227.99
607,is,VERB,7,7,48.36,-48.36
615,preparing,VERB,57,57,393.80,393.80
621,has,VERB,9,9,62.18,-62.18
622,been,VERB,18,-18,124.36,-124.36
630,is,VERB,7,7,48.36,-48.36
636,has,VERB,9,9,62.18,-62.18
637,been,VERB,18,-18,124.36,-124.36
638,done,VERB,12,-12,82.91,-82.91
641,given,VERB,34,-34,234.90,-234.90
648,were,VERB,17,17,117.45,117.45
652,had,VERB,12,-12,82.91,-82.91
657,have,VERB,22,-22,50.66,-50.66
659,taken,VERB,22,-22,151.99,151.99
667,have,VERB,22,-22,50.66,-50.66
668,arranged,VERB,35,35,241.81,241.81
693,are,VERB,8,-8,55.27,55.27
698,left,VERB,20,-20,138.18,-138.18
700,save,VERB,21,21,145.08,145.08
703,marked,VERB,39,39,269.44,269.44
709,have,VERB,22,-22,50.66,-50.66
710,filled,VERB,36,-36,248.72,-248.72
718,is,VERB,7,7,48.36,-48.36
719,enclosed,VERB,31,31,214.17,-214.17
726,be,VERB,15,15,16.48,-16.48
727,distinguished,VERB,55,55,379.98,379.98
739,arose,VERB,14,-14,96.72,-96.72
744,had,VERB,12,-12,82.91,-82.91
745,been,VERB,18,-18,124.36,-124.36
746,written,VERB,24,-24,165.81,165.81
754,containing,VERB,40,-40,276.35,-276.35
758,were,VERB,17,17,117.45,117.45
764,have,VERB,22,-22,50.66,-50.66
765,pieced,VERB,33,33,227.99,227.99
769,taking,VERB,37,37,255.62,255.62
775,inserting,VERB,34,-34,234.90,-234.90
778,added,VERB,21,21,145.08,145.08
784,is,VERB,7,7,48.36,-48.36
791,have,VERB,22,-22,50.66,-50.66
792,included,VERB,39,39,269.44,269.44
805,contain,VERB,22,-22,151.99,151.99
814,based,VERB,26,-26,179.63,179.63
823,were,VERB,17,17,117.45,117.45
824,given,VERB,34,-34,234.90,-234.90
829,publish,VERB,50,-50,345.44,345.44
842,do,VERB,9,9,26.96,-26.96
844,feel,VERB,20,-20,138.18,-138.18
847,coming,VERB,38,-38,262.53,-262.53
856,altering,VERB,34,-34,234.90,-234.90
860,make,VERB,28,-28,193.45,193.45
867,suppressing,VERB,64,-64,442.16,-442.16
871,says,VERB,8,-8,55.27,55.27
873,is,VERB,7,7,48.36,-48.36
874,acting,VERB,29,29,200.35,-200.35
882,will,VERB,28,-28,193.45,193.45
883,be,VERB,15,15,16.48,-16.48
892,deliberately—many,VERB,62,-62,428.34,-428.34
895,confused,VERB,39,39,269.44,269.44
898,are,VERB,8,-8,55.27,55.27
905,are,VERB,8,-8,55.27,55.27
917,must,VERB,18,-18,124.36,-124.36
921,use,VERB,9,9,62.18,-62.18
926,feeling,VERB,38,-38,262.53,-262.53
929,publish,VERB,50,-50,345.44,345.44
933,can,VERB,12,-12,82.91,-82.91
935,let,VERB,9,9,62.18,-62.18
937,go,VERB,15,15,103.63,103.63
948,is,VERB,7,7,48.36,-48.36
952,had,VERB,12,-12,82.91,-82.91
956,issued,VERB,22,-22,151.99,151.99
960,would,VERB,31,31,214.17,-214.17
961,have,VERB,22,-22,50.66,-50.66
963,re‐written,VERB,30,-30,207.26,207.26
971,was,VERB,15,15,103.63,103.63
973,seemed,VERB,21,21,145.08,145.08
976,give,VERB,32,-32,221.08,221.08
979,had,VERB,12,-12,82.91,-82.91
980,said,VERB,15,15,103.63,103.63
987,leave,VERB,26,-26,179.63,179.63
996,will,VERB,28,-28,193.45,193.45
997,best,VERB,19,19,131.27,131.27
1000,have,VERB,22,-22,50.66,-50.66
1003,said,VERB,15,15,103.63,103.63
1006,said,VERB,15,15,103.63,103.63
1011,may,VERB,11,11,76.00,76.00
1012,have,VERB,22,-22,50.66,-50.66
1014,study,VERB,15,15,103.63,103.63
1019,would,VERB,31,31,214.17,-214.17
1020,have,VERB,22,-22,50.66,-50.66
