Sequence,Word,Tag,T1_Raw,T1_Plot,T2_Raw,T2_Plot
3,of,ADP,14,-14,22.53,-22.53
8,of,ADP,14,-14,22.53,-22.53
9,by,ADP,14,-14,96.72,-96.72
16,for,ADP,19,19,48.73,-48.73
19,of,ADP,14,-14,22.53,-22.53
22,in,ADP,6,-6,12.48,-12.48
30,of,ADP,14,-14,22.53,-22.53
33,at,ADP,3,3,9.13,9.13
37,with,ADP,19,19,52.68,-52.68
52,under,ADP,19,19,131.27,131.27
55,of,ADP,14,-14,22.53,-22.53
61,with,ADP,19,19,52.68,-52.68
66,at,ADP,3,3,9.13,9.13
68,If,ADP,15,15,103.63,103.63
73,in,ADP,6,-6,12.48,-12.48
84,of,ADP,14,-14,22.53,-22.53
91,before,ADP,35,35,241.81,241.81
100,of,ADP,14,-14,22.53,-22.53
116,OF,ADP,14,-14,22.53,-22.53
125,OF,ADP,14,-14,22.53,-22.53
131,of,ADP,14,-14,22.53,-22.53
136,By,ADP,14,-14,96.72,-96.72
141,of,ADP,14,-14,22.53,-22.53
157,than,ADP,9,9,62.18,-62.18
183,From,ADP,28,-28,193.45,193.45
193,From,ADP,28,-28,193.45,193.45
196,Of,ADP,14,-14,22.53,-22.53
213,On,ADP,5,5,13.54,13.54
224,In,ADP,6,-6,12.48,-12.48
254,In,ADP,6,-6,12.48,-12.48
275,From,ADP,28,-28,193.45,193.45
286,Of,ADP,14,-14,22.53,-22.53
315,On,ADP,5,5,13.54,13.54
334,of,ADP,14,-14,22.53,-22.53
340,as,ADP,5,5,14.45,-14.45
368,of,ADP,14,-14,22.53,-22.53
384,On,ADP,5,5,13.54,13.54
391,On,ADP,5,5,13.54,13.54
399,for,ADP,19,19,48.73,-48.73
408,at,ADP,3,3,9.13,9.13
429,of,ADP,14,-14,22.53,-22.53
431,in,ADP,6,-6,12.48,-12.48
438,of,ADP,14,-14,22.53,-22.53
441,of,ADP,14,-14,22.53,-22.53
444,of,ADP,14,-14,22.53,-22.53
452,of,ADP,14,-14,22.53,-22.53
461,on,ADP,5,5,13.54,13.54
465,of,ADP,14,-14,22.53,-22.53
467,by,ADP,14,-14,96.72,-96.72
470,of,ADP,14,-14,22.53,-22.53
494,On,ADP,5,5,13.54,13.54
503,in,ADP,6,-6,12.48,-12.48
512,for,ADP,19,19,48.73,-48.73
523,of,ADP,14,-14,22.53,-22.53
549,of,ADP,14,-14,22.53,-22.53
559,above,ADP,35,35,241.81,241.81
564,by,ADP,14,-14,96.72,-96.72
567,at,ADP,3,3,9.13,9.13
574,into,ADP,10,-10,69.09,69.09
586,In,ADP,6,-6,12.48,-12.48
590,of,ADP,14,-14,22.53,-22.53
593,For,ADP,19,19,48.73,-48.73
599,for,ADP,19,19,48.73,-48.73
617,for,ADP,19,19,48.73,-48.73
624,in,ADP,6,-6,12.48,-12.48
627,of,ADP,14,-14,22.53,-22.53
634,by,ADP,14,-14,96.72,-96.72
639,of,ADP,14,-14,22.53,-22.53
658,of,ADP,14,-14,22.53,-22.53
662,with,ADP,19,19,52.68,-52.68
663,in,ADP,6,-6,12.48,-12.48
668,of,ADP,14,-14,22.53,-22.53
675,with,ADP,19,19,52.68,-52.68
678,of,ADP,14,-14,22.53,-22.53
680,as,ADP,5,5,14.45,-14.45
682,in,ADP,6,-6,12.48,-12.48
