Sequence,Word,Tag,T1_Raw,T1_Plot,T2_Raw,T2_Plot
26,and,CONJ,10,-10,17.92,17.92
36,and,CONJ,10,-10,17.92,17.92
49,or,CONJ,8,-8,55.27,55.27
64,or,CONJ,8,-8,55.27,55.27
134,and,CONJ,10,-10,17.92,17.92
145,and,CONJ,10,-10,17.92,17.92
174,and,CONJ,10,-10,17.92,17.92
212,and,CONJ,10,-10,17.92,17.92
221,And,CONJ,10,-10,17.92,17.92
268,And,CONJ,10,-10,17.92,17.92
299,And,CONJ,10,-10,17.92,17.92
352,And,CONJ,10,-10,17.92,17.92
358,And,CONJ,10,-10,17.92,17.92
375,And,CONJ,10,-10,17.92,17.92
405,And,CONJ,10,-10,17.92,17.92
410,And,CONJ,10,-10,17.92,17.92
415,And,CONJ,10,-10,17.92,17.92
427,And,CONJ,10,-10,17.92,17.92
432,And,CONJ,10,-10,17.92,17.92
439,And,CONJ,10,-10,17.92,17.92
469,And,CONJ,10,-10,17.92,17.92
479,And,CONJ,10,-10,17.92,17.92
547,And,CONJ,10,-10,17.92,17.92
597,and,CONJ,10,-10,17.92,17.92
605,and,CONJ,10,-10,17.92,17.92
609,And,CONJ,10,-10,17.92,17.92
630,and,CONJ,10,-10,17.92,17.92
670,And,CONJ,10,-10,17.92,17.92
683,And,CONJ,10,-10,17.92,17.92
691,or,CONJ,8,-8,55.27,55.27
705,And,CONJ,10,-10,17.92,17.92
715,and,CONJ,10,-10,17.92,17.92
737,And,CONJ,10,-10,17.92,17.92
749,And,CONJ,10,-10,17.92,17.92
756,And,CONJ,10,-10,17.92,17.92
768,and,CONJ,10,-10,17.92,17.92
785,And,CONJ,10,-10,17.92,17.92
792,And,CONJ,10,-10,17.92,17.92
806,and,CONJ,10,-10,17.92,17.92
812,And,CONJ,10,-10,17.92,17.92
818,And,CONJ,10,-10,17.92,17.92
827,And,CONJ,10,-10,17.92,17.92
834,and,CONJ,10,-10,17.92,17.92
847,And,CONJ,10,-10,17.92,17.92
857,and,CONJ,10,-10,17.92,17.92
885,and,CONJ,10,-10,17.92,17.92
908,but,CONJ,20,-20,138.18,-138.18
927,and,CONJ,10,-10,17.92,17.92
931,and,CONJ,10,-10,17.92,17.92
940,and,CONJ,10,-10,17.92,17.92
942,and,CONJ,10,-10,17.92,17.92
963,and,CONJ,10,-10,17.92,17.92
969,But,CONJ,20,-20,138.18,-138.18
981,and,CONJ,10,-10,17.92,17.92
992,and,CONJ,10,-10,17.92,17.92
1040,but,CONJ,20,-20,138.18,-138.18
1042,but,CONJ,20,-20,138.18,-138.18
1057,and,CONJ,10,-10,17.92,17.92
1063,and,CONJ,10,-10,17.92,17.92
1082,and,CONJ,10,-10,17.92,17.92
1114,but,CONJ,20,-20,138.18,-138.18
1125,and,CONJ,10,-10,17.92,17.92
1135,and,CONJ,10,-10,17.92,17.92
1195,but,CONJ,20,-20,138.18,-138.18
1208,and,CONJ,10,-10,17.92,17.92
1223,and,CONJ,10,-10,17.92,17.92
1314,and,CONJ,10,-10,17.92,17.92
1364,and,CONJ,10,-10,17.92,17.92
1380,and,CONJ,10,-10,17.92,17.92
1432,Or,CONJ,8,-8,55.27,55.27
1437,and,CONJ,10,-10,17.92,17.92
1447,and,CONJ,10,-10,17.92,17.92
1450,And,CONJ,10,-10,17.92,17.92
1491,and,CONJ,10,-10,17.92,17.92
1500,and,CONJ,10,-10,17.92,17.92
1523,or,CONJ,8,-8,55.27,55.27
1596,and,CONJ,10,-10,17.92,17.92
1682,and,CONJ,10,-10,17.92,17.92
1693,and,CONJ,10,-10,17.92,17.92
1697,and,CONJ,10,-10,17.92,17.92
1717,or,CONJ,8,-8,55.27,55.27
1764,or,CONJ,8,-8,55.27,55.27
1818,and,CONJ,10,-10,17.92,17.92
1826,or,CONJ,8,-8,55.27,55.27
1843,and,CONJ,10,-10,17.92,17.92
1868,and,CONJ,10,-10,17.92,17.92
1913,and,CONJ,10,-10,17.92,17.92
1921,and,CONJ,10,-10,17.92,17.92
1935,and,CONJ,10,-10,17.92,17.92
1938,and,CONJ,10,-10,17.92,17.92
1947,and,CONJ,10,-10,17.92,17.92
1959,or,CONJ,8,-8,55.27,55.27
1961,but,CONJ,20,-20,138.18,-138.18
1968,or,CONJ,8,-8,55.27,55.27
1977,and,CONJ,10,-10,17.92,17.92
1986,or,CONJ,8,-8,55.27,55.27
2007,and,CONJ,10,-10,17.92,17.92
2023,and,CONJ,10,-10,17.92,17.92
2028,Yet,CONJ,2,-2,13.82,13.82
2035,and,CONJ,10,-10,17.92,17.92
2053,and,CONJ,10,-10,17.92,17.92
2064,and,CONJ,10,-10,17.92,17.92
2091,and,CONJ,10,-10,17.92,17.92
2093,And,CONJ,10,-10,17.92,17.92
2103,or,CONJ,8,-8,55.27,55.27
2161,but,CONJ,20,-20,138.18,-138.18
2177,but,CONJ,20,-20,138.18,-138.18
2194,neither,CONJ,18,-18,124.36,-124.36
2197,nor,CONJ,10,-10,69.09,69.09
2206,and,CONJ,10,-10,17.92,17.92
2213,or,CONJ,8,-8,55.27,55.27
2262,and,CONJ,10,-10,17.92,17.92
2271,and,CONJ,10,-10,17.92,17.92
2273,or,CONJ,8,-8,55.27,55.27
2294,and,CONJ,10,-10,17.92,17.92
2333,But,CONJ,20,-20,138.18,-138.18
2364,or,CONJ,8,-8,55.27,55.27
2367,and,CONJ,10,-10,17.92,17.92
2372,and,CONJ,10,-10,17.92,17.92
2460,or,CONJ,8,-8,55.27,55.27
2463,and,CONJ,10,-10,17.92,17.92
2466,or,CONJ,8,-8,55.27,55.27
2517,and,CONJ,10,-10,17.92,17.92
2530,or,CONJ,8,-8,55.27,55.27
2538,or,CONJ,8,-8,55.27,55.27
2568,and,CONJ,10,-10,17.92,17.92
2593,and,CONJ,10,-10,17.92,17.92
2595,or,CONJ,8,-8,55.27,55.27
2603,and,CONJ,10,-10,17.92,17.92
2616,and,CONJ,10,-10,17.92,17.92
2621,or,CONJ,8,-8,55.27,55.27
2632,and,CONJ,10,-10,17.92,17.92
2648,and,CONJ,10,-10,17.92,17.92
2661,or,CONJ,8,-8,55.27,55.27
2690,or,CONJ,8,-8,55.27,55.27
2692,and,CONJ,10,-10,17.92,17.92
2712,and,CONJ,10,-10,17.92,17.92
2768,and,CONJ,10,-10,17.92,17.92
2772,and,CONJ,10,-10,17.92,17.92
2777,and,CONJ,10,-10,17.92,17.92
2791,and,CONJ,10,-10,17.92,17.92
2826,and,CONJ,10,-10,17.92,17.92
2853,and,CONJ,10,-10,17.92,17.92
2894,or,CONJ,8,-8,55.27,55.27
2970,and,CONJ,10,-10,17.92,17.92
2990,and,CONJ,10,-10,17.92,17.92
3055,and,CONJ,10,-10,17.92,17.92
3066,and,CONJ,10,-10,17.92,17.92
3091,and,CONJ,10,-10,17.92,17.92
3151,But,CONJ,20,-20,138.18,-138.18
3153,or,CONJ,8,-8,55.27,55.27
3157,and,CONJ,10,-10,17.92,17.92
3179,and,CONJ,10,-10,17.92,17.92
3193,neither,CONJ,18,-18,124.36,-124.36
3202,nor,CONJ,10,-10,69.09,69.09
3211,and,CONJ,10,-10,17.92,17.92
3230,nor,CONJ,10,-10,69.09,69.09
3239,and,CONJ,10,-10,17.92,17.92
3273,and,CONJ,10,-10,17.92,17.92
3280,and,CONJ,10,-10,17.92,17.92
3289,but,CONJ,20,-20,138.18,-138.18
3309,or,CONJ,8,-8,55.27,55.27
3319,and,CONJ,10,-10,17.92,17.92
3343,and,CONJ,10,-10,17.92,17.92
3354,but,CONJ,20,-20,138.18,-138.18
3379,and,CONJ,10,-10,17.92,17.92
3410,and,CONJ,10,-10,17.92,17.92
3414,and,CONJ,10,-10,17.92,17.92
3418,and,CONJ,10,-10,17.92,17.92
3479,but,CONJ,20,-20,138.18,-138.18
3493,but,CONJ,20,-20,138.18,-138.18
3504,and,CONJ,10,-10,17.92,17.92
3535,and,CONJ,10,-10,17.92,17.92
3546,But,CONJ,20,-20,138.18,-138.18
3589,and,CONJ,10,-10,17.92,17.92
3591,nor,CONJ,10,-10,69.09,69.09
3601,and,CONJ,10,-10,17.92,17.92
3610,and,CONJ,10,-10,17.92,17.92
3636,and,CONJ,10,-10,17.92,17.92
3650,and,CONJ,10,-10,17.92,17.92
3674,and,CONJ,10,-10,17.92,17.92
3710,and,CONJ,10,-10,17.92,17.92
3720,but,CONJ,20,-20,138.18,-138.18
3736,and,CONJ,10,-10,17.92,17.92
3750,and,CONJ,10,-10,17.92,17.92
3790,and,CONJ,10,-10,17.92,17.92
3792,so,CONJ,6,-6,41.45,41.45
3830,and,CONJ,10,-10,17.92,17.92
3843,and,CONJ,10,-10,17.92,17.92
3865,and,CONJ,10,-10,17.92,17.92
3875,or,CONJ,8,-8,55.27,55.27
3878,Nor,CONJ,10,-10,69.09,69.09
3900,and,CONJ,10,-10,17.92,17.92
3928,and,CONJ,10,-10,17.92,17.92
3980,or,CONJ,8,-8,55.27,55.27
3991,or,CONJ,8,-8,55.27,55.27
4039,and,CONJ,10,-10,17.92,17.92
4057,or,CONJ,8,-8,55.27,55.27
4064,and,CONJ,10,-10,17.92,17.92
4095,But,CONJ,20,-20,138.18,-138.18
4133,but,CONJ,20,-20,138.18,-138.18
4158,and,CONJ,10,-10,17.92,17.92
4180,and,CONJ,10,-10,17.92,17.92
4197,and,CONJ,10,-10,17.92,17.92
4202,or,CONJ,8,-8,55.27,55.27
4270,and,CONJ,10,-10,17.92,17.92
4283,or,CONJ,8,-8,55.27,55.27
4314,and,CONJ,10,-10,17.92,17.92
4328,and,CONJ,10,-10,17.92,17.92
4335,and,CONJ,10,-10,17.92,17.92
4360,and,CONJ,10,-10,17.92,17.92
4368,But,CONJ,20,-20,138.18,-138.18
4379,or,CONJ,8,-8,55.27,55.27
4391,but,CONJ,20,-20,138.18,-138.18
4403,and,CONJ,10,-10,17.92,17.92
4418,or,CONJ,8,-8,55.27,55.27
4423,and,CONJ,10,-10,17.92,17.92
4431,or,CONJ,8,-8,55.27,55.27
4495,and,CONJ,10,-10,17.92,17.92
4502,and,CONJ,10,-10,17.92,17.92
4515,And,CONJ,10,-10,17.92,17.92
4546,and,CONJ,10,-10,17.92,17.92
4557,and,CONJ,10,-10,17.92,17.92
4573,and,CONJ,10,-10,17.92,17.92
4576,and,CONJ,10,-10,17.92,17.92
