Sequence,Word,Tag,T1_Raw,T1_Plot,T2_Raw,T2_Plot
28,And,CONJ,10,-10,17.92,17.92
47,and,CONJ,10,-10,17.92,17.92
167,and,CONJ,10,-10,17.92,17.92
171,or,CONJ,8,-8,55.27,55.27
200,or,CONJ,8,-8,55.27,55.27
204,or,CONJ,8,-8,55.27,55.27
249,and,CONJ,10,-10,17.92,17.92
288,and,CONJ,10,-10,17.92,17.92
298,and,CONJ,10,-10,17.92,17.92
308,and,CONJ,10,-10,17.92,17.92
313,and,CONJ,10,-10,17.92,17.92
323,and,CONJ,10,-10,17.92,17.92
337,or,CONJ,8,-8,55.27,55.27
340,or,CONJ,8,-8,55.27,55.27
342,and,CONJ,10,-10,17.92,17.92
362,and,CONJ,10,-10,17.92,17.92
402,or,CONJ,8,-8,55.27,55.27
422,or,CONJ,8,-8,55.27,55.27
434,and,CONJ,10,-10,17.92,17.92
529,and,CONJ,10,-10,17.92,17.92
685,or,CONJ,8,-8,55.27,55.27
874,and,CONJ,10,-10,17.92,17.92
887,and,CONJ,10,-10,17.92,17.92
1001,or,CONJ,8,-8,55.27,55.27
1011,and,CONJ,10,-10,17.92,17.92
1061,or,CONJ,8,-8,55.27,55.27
1082,and,CONJ,10,-10,17.92,17.92
1149,or,CONJ,8,-8,55.27,55.27
1156,and,CONJ,10,-10,17.92,17.92
1169,and,CONJ,10,-10,17.92,17.92
1181,and,CONJ,10,-10,17.92,17.92
1194,and,CONJ,10,-10,17.92,17.92
1200,and,CONJ,10,-10,17.92,17.92
1215,and,CONJ,10,-10,17.92,17.92
1264,and,CONJ,10,-10,17.92,17.92
1309,and,CONJ,10,-10,17.92,17.92
1394,or,CONJ,8,-8,55.27,55.27
1400,and,CONJ,10,-10,17.92,17.92
1413,or,CONJ,8,-8,55.27,55.27
1430,and,CONJ,10,-10,17.92,17.92
1483,and,CONJ,10,-10,17.92,17.92
1491,and,CONJ,10,-10,17.92,17.92
1525,and,CONJ,10,-10,17.92,17.92
1537,or,CONJ,8,-8,55.27,55.27
1563,and,CONJ,10,-10,17.92,17.92
1567,and,CONJ,10,-10,17.92,17.92
1576,and,CONJ,10,-10,17.92,17.92
1628,and,CONJ,10,-10,17.92,17.92
1674,and,CONJ,10,-10,17.92,17.92
1680,and,CONJ,10,-10,17.92,17.92
1692,or,CONJ,8,-8,55.27,55.27
1708,or,CONJ,8,-8,55.27,55.27
1719,or,CONJ,8,-8,55.27,55.27
1747,or,CONJ,8,-8,55.27,55.27
1750,or,CONJ,8,-8,55.27,55.27
1753,or,CONJ,8,-8,55.27,55.27
1766,and,CONJ,10,-10,17.92,17.92
1781,and,CONJ,10,-10,17.92,17.92
1800,or,CONJ,8,-8,55.27,55.27
1804,and,CONJ,10,-10,17.92,17.92
1810,and,CONJ,10,-10,17.92,17.92
1839,and,CONJ,10,-10,17.92,17.92
1842,and,CONJ,10,-10,17.92,17.92
1859,or,CONJ,8,-8,55.27,55.27
1881,and,CONJ,10,-10,17.92,17.92
1890,or,CONJ,8,-8,55.27,55.27
1898,or,CONJ,8,-8,55.27,55.27
1903,or,CONJ,8,-8,55.27,55.27
1922,or,CONJ,8,-8,55.27,55.27
1973,Âlaya,CONJ,11,11,76.00,76.00
2021,and,CONJ,10,-10,17.92,17.92
2047,and,CONJ,10,-10,17.92,17.92
2176,and,CONJ,10,-10,17.92,17.92
2190,and,CONJ,10,-10,17.92,17.92
2245,and,CONJ,10,-10,17.92,17.92
2310,and,CONJ,10,-10,17.92,17.92
2313,or,CONJ,8,-8,55.27,55.27
2324,and,CONJ,10,-10,17.92,17.92
2327,and,CONJ,10,-10,17.92,17.92
2387,and,CONJ,10,-10,17.92,17.92
2405,and,CONJ,10,-10,17.92,17.92
2451,and,CONJ,10,-10,17.92,17.92
2507,and,CONJ,10,-10,17.92,17.92
2532,and,CONJ,10,-10,17.92,17.92
2557,or,CONJ,8,-8,55.27,55.27
2565,or,CONJ,8,-8,55.27,55.27
2581,or,CONJ,8,-8,55.27,55.27
2597,or,CONJ,8,-8,55.27,55.27
