Sequence,Word,Tag,T1_Raw,T1_Plot,T2_Raw,T2_Plot
42,You,PRON,8,-8,23.56,23.56
45,it,PRON,5,5,12.42,-12.42
47,it,PRON,5,5,12.42,-12.42
51,it,PRON,5,5,12.42,-12.42
69,you,PRON,8,-8,23.56,23.56
77,you,PRON,8,-8,23.56,23.56
88,you,PRON,8,-8,23.56,23.56
299,Its,PRON,8,-8,55.27,55.27
319,Its,PRON,8,-8,55.27,55.27
397,I,PRON,4,-4,9.59,9.59
488,Its,PRON,8,-8,55.27,55.27
544,its,PRON,8,-8,55.27,55.27
580,I,PRON,4,-4,9.59,9.59
594,they,PRON,6,-6,41.45,41.45
596,it,PRON,5,5,12.42,-12.42
600,them,PRON,15,15,103.63,103.63
601,it,PRON,5,5,12.42,-12.42
613,it,PRON,5,5,12.42,-12.42
630,It,PRON,5,5,12.42,-12.42
664,them,PRON,15,15,103.63,103.63
706,it,PRON,5,5,12.42,-12.42
710,it,PRON,5,5,12.42,-12.42
737,its,PRON,8,-8,55.27,55.27
741,it,PRON,5,5,12.42,-12.42
761,it,PRON,5,5,12.42,-12.42
776,It,PRON,5,5,12.42,-12.42
835,it,PRON,5,5,12.42,-12.42
842,her,PRON,10,-10,69.09,69.09
864,She,PRON,8,-8,55.27,55.27
869,her,PRON,10,-10,69.09,69.09
885,it,PRON,5,5,12.42,-12.42
896,it,PRON,5,5,12.42,-12.42
899,her,PRON,10,-10,69.09,69.09
942,what,PRON,17,17,117.45,117.45
981,What,PRON,17,17,117.45,117.45
996,them,PRON,15,15,103.63,103.63
1010,her,PRON,10,-10,69.09,69.09
1014,she,PRON,8,-8,55.27,55.27
1031,what,PRON,17,17,117.45,117.45
1032,she,PRON,8,-8,55.27,55.27
1033,herself,PRON,32,-32,221.08,221.08
1051,her,PRON,10,-10,69.09,69.09
1091,their,PRON,15,15,103.63,103.63
1094,they,PRON,6,-6,41.45,41.45
1111,them,PRON,15,15,103.63,103.63
1112,It,PRON,5,5,12.42,-12.42
1126,its,PRON,8,-8,55.27,55.27
1135,its,PRON,8,-8,55.27,55.27
1163,it,PRON,5,5,12.42,-12.42
1214,it,PRON,5,5,12.42,-12.42
1216,their,PRON,15,15,103.63,103.63
1229,their,PRON,15,15,103.63,103.63
1245,It,PRON,5,5,12.42,-12.42
1271,who,PRON,17,17,117.45,117.45
1293,what,PRON,17,17,117.45,117.45
1311,it,PRON,5,5,12.42,-12.42
1313,it,PRON,5,5,12.42,-12.42
1317,she,PRON,8,-8,55.27,55.27
1323,she,PRON,8,-8,55.27,55.27
1326,it,PRON,5,5,12.42,-12.42
1331,it,PRON,5,5,12.42,-12.42
1336,its,PRON,8,-8,55.27,55.27
1364,it,PRON,5,5,12.42,-12.42
1378,it,PRON,5,5,12.42,-12.42
1416,his,PRON,11,11,76.00,76.00
1449,they,PRON,6,-6,41.45,41.45
1482,It,PRON,5,5,12.42,-12.42
1497,it,PRON,5,5,12.42,-12.42
1501,Its,PRON,8,-8,55.27,55.27
1510,she,PRON,8,-8,55.27,55.27
1515,she,PRON,8,-8,55.27,55.27
1522,she,PRON,8,-8,55.27,55.27
1549,we,PRON,11,11,76.00,76.00
1578,she,PRON,8,-8,55.27,55.27
1585,it,PRON,5,5,12.42,-12.42
1680,our,PRON,13,13,89.81,89.81
1687,their,PRON,15,15,103.63,103.63
1690,we,PRON,11,11,76.00,76.00
1696,they,PRON,6,-6,41.45,41.45
1705,we,PRON,11,11,76.00,76.00
1722,they,PRON,6,-6,41.45,41.45
1727,it,PRON,5,5,12.42,-12.42
1728,We,PRON,11,11,76.00,76.00
1742,it,PRON,5,5,12.42,-12.42
1748,it,PRON,5,5,12.42,-12.42
1758,we,PRON,11,11,76.00,76.00
1793,it,PRON,5,5,12.42,-12.42
1799,its,PRON,8,-8,55.27,55.27
1829,its,PRON,8,-8,55.27,55.27
1864,its,PRON,8,-8,55.27,55.27
1915,It,PRON,5,5,12.42,-12.42
1918,our,PRON,13,13,89.81,89.81
1936,it,PRON,5,5,12.42,-12.42
1963,they,PRON,6,-6,41.45,41.45
2041,he,PRON,5,5,14.17,-14.17
2058,it,PRON,5,5,12.42,-12.42
2075,it,PRON,5,5,12.42,-12.42
2089,It,PRON,5,5,12.42,-12.42
2103,their,PRON,15,15,103.63,103.63
2108,their,PRON,15,15,103.63,103.63
2154,myself,PRON,31,31,214.17,-214.17
2155,I,PRON,4,-4,9.59,9.59
2163,me,PRON,10,-10,69.09,69.09
2170,I,PRON,4,-4,9.59,9.59
2198,who,PRON,17,17,117.45,117.45
2231,his,PRON,11,11,76.00,76.00
2252,We,PRON,11,11,76.00,76.00
2265,we,PRON,11,11,76.00,76.00
2267,our,PRON,13,13,89.81,89.81
2312,it,PRON,5,5,12.42,-12.42
2321,its,PRON,8,-8,55.27,55.27
2364,I,PRON,4,-4,9.59,9.59
2409,it,PRON,5,5,12.42,-12.42
2411,her,PRON,10,-10,69.09,69.09
2428,whom,PRON,26,-26,179.63,179.63
2444,her,PRON,10,-10,69.09,69.09
2481,my,PRON,9,9,62.18,-62.18
2530,it,PRON,5,5,12.42,-12.42
2535,they,PRON,6,-6,41.45,41.45
2539,their,PRON,15,15,103.63,103.63
2551,it,PRON,5,5,12.42,-12.42
2571,it,PRON,5,5,12.42,-12.42
2611,his,PRON,11,11,76.00,76.00
2622,It,PRON,5,5,12.42,-12.42
2651,It,PRON,5,5,12.42,-12.42
2702,whose,PRON,21,21,145.08,145.08
2708,him,PRON,17,17,117.45,117.45
2731,it,PRON,5,5,12.42,-12.42
2774,our,PRON,13,13,89.81,89.81
2777,it,PRON,5,5,12.42,-12.42
2780,its,PRON,8,-8,55.27,55.27
2786,us,PRON,8,-8,55.27,55.27
2832,who,PRON,17,17,117.45,117.45
2834,their,PRON,15,15,103.63,103.63
2838,our,PRON,13,13,89.81,89.81
2850,its,PRON,8,-8,55.27,55.27
2865,what,PRON,17,17,117.45,117.45
2867,them,PRON,15,15,103.63,103.63
2880,their,PRON,15,15,103.63,103.63
2913,his,PRON,11,11,76.00,76.00
2945,its,PRON,8,-8,55.27,55.27
2965,It,PRON,5,5,12.42,-12.42
2976,It,PRON,5,5,12.42,-12.42
2982,it,PRON,5,5,12.42,-12.42
3001,It,PRON,5,5,12.42,-12.42
3020,his,PRON,11,11,76.00,76.00
3036,we,PRON,11,11,76.00,76.00
3055,our,PRON,13,13,89.81,89.81
3063,its,PRON,8,-8,55.27,55.27
3081,they,PRON,6,-6,41.45,41.45
3106,his,PRON,11,11,76.00,76.00
3134,our,PRON,13,13,89.81,89.81
3144,his,PRON,11,11,76.00,76.00
3156,his,PRON,11,11,76.00,76.00
3161,their,PRON,15,15,103.63,103.63
3222,they,PRON,6,-6,41.45,41.45
3238,their,PRON,15,15,103.63,103.63
3253,they,PRON,6,-6,41.45,41.45
3288,their,PRON,15,15,103.63,103.63
3345,his,PRON,11,11,76.00,76.00
3348,His,PRON,11,11,76.00,76.00
3363,his,PRON,11,11,76.00,76.00
3389,His,PRON,11,11,76.00,76.00
3397,their,PRON,15,15,103.63,103.63
3433,his,PRON,11,11,76.00,76.00
3442,him,PRON,17,17,117.45,117.45
3458,he,PRON,5,5,14.17,-14.17
3464,its,PRON,8,-8,55.27,55.27
3470,its,PRON,8,-8,55.27,55.27
3473,his,PRON,11,11,76.00,76.00
3490,its,PRON,8,-8,55.27,55.27
3508,its,PRON,8,-8,55.27,55.27
3522,who,PRON,17,17,117.45,117.45
3525,it,PRON,5,5,12.42,-12.42
3530,it,PRON,5,5,12.42,-12.42
3536,its,PRON,8,-8,55.27,55.27
3539,they,PRON,6,-6,41.45,41.45
3542,it,PRON,5,5,12.42,-12.42
3577,its,PRON,8,-8,55.27,55.27
3591,it,PRON,5,5,12.42,-12.42
3612,them,PRON,15,15,103.63,103.63
3634,their,PRON,15,15,103.63,103.63
3720,I,PRON,4,-4,9.59,9.59
3742,it,PRON,5,5,12.42,-12.42
3773,its,PRON,8,-8,55.27,55.27
3790,whenever,PRON,39,39,269.44,269.44
3794,his,PRON,11,11,76.00,76.00
3807,It,PRON,5,5,12.42,-12.42
3825,wherein,PRON,27,27,186.54,-186.54
3836,our,PRON,13,13,89.81,89.81
3881,who,PRON,17,17,117.45,117.45
3894,them,PRON,15,15,103.63,103.63
3951,them,PRON,15,15,103.63,103.63
3979,work—that,PRON,42,-42,290.17,-290.17
4004,our,PRON,13,13,89.81,89.81
4015,them,PRON,15,15,103.63,103.63
4017,its,PRON,8,-8,55.27,55.27
4029,who,PRON,17,17,117.45,117.45
4077,their,PRON,15,15,103.63,103.63
4083,their,PRON,15,15,103.63,103.63
4156,it,PRON,5,5,12.42,-12.42
4189,whose,PRON,21,21,145.08,145.08
4210,their,PRON,15,15,103.63,103.63
4257,It,PRON,5,5,12.42,-12.42
4312,It,PRON,5,5,12.42,-12.42
4318,who,PRON,17,17,117.45,117.45
4387,it,PRON,5,5,12.42,-12.42
4409,It,PRON,5,5,12.42,-12.42
4486,themselves,PRON,45,45,310.89,-310.89
4492,their,PRON,15,15,103.63,103.63
4497,who,PRON,17,17,117.45,117.45
4510,his,PRON,11,11,76.00,76.00
4514,they,PRON,6,-6,41.45,41.45
4524,their,PRON,15,15,103.63,103.63
4540,their,PRON,15,15,103.63,103.63
4550,they,PRON,6,-6,41.45,41.45
