Sequence,Word,Tag,T1_Raw,T1_Plot,T2_Raw,T2_Plot
15,is,VERB,7,7,48.36,-48.36
43,may,VERB,11,11,76.00,76.00
44,copy,VERB,24,-24,165.81,165.81
46,give,VERB,32,-32,221.08,221.08
50,re‐use,VERB,15,15,103.63,103.63
60,included,VERB,39,39,269.44,269.44
70,are,VERB,8,-8,55.27,55.27
72,located,VERB,28,-28,193.45,193.45
79,have,VERB,22,-22,50.66,-50.66
81,check,VERB,37,37,255.62,255.62
89,are,VERB,8,-8,55.27,55.27
90,located,VERB,28,-28,193.45,193.45
92,using,VERB,26,-26,179.63,179.63
112,set,VERB,5,5,34.54,-34.54
146,Revised,VERB,35,35,241.81,241.81
153,is,VERB,7,7,48.36,-48.36
178,Revised,VERB,35,35,241.81,241.81
220,According,VERB,50,-50,345.44,345.44
246,Concerning,VERB,47,47,324.71,-324.71
262,Concerning,VERB,47,47,324.71,-324.71
272,Summing,VERB,44,-44,303.99,303.99
406,are,VERB,8,-8,55.27,55.27
407,Playing,VERB,40,-40,276.35,-276.35
411,s,VERB,3,3,20.73,-20.73
421,Is,VERB,7,7,48.36,-48.36
434,Hypotheses,VERB,33,33,227.99,227.99
435,explaining,VERB,65,65,449.07,449.07
562,was,VERB,15,15,103.63,103.63
563,produced,VERB,47,47,324.71,-324.71
571,is,VERB,7,7,48.36,-48.36
572,being,VERB,33,33,227.99,227.99
573,placed,VERB,37,37,255.62,255.62
581,Dedicate,VERB,29,29,200.35,-200.35
595,called,VERB,31,31,214.17,-214.17
602,was,VERB,15,15,103.63,103.63
603,recorded,VERB,35,35,241.81,241.81
612,rather—feels,VERB,41,41,283.26,283.26
616,apologize,VERB,65,65,449.07,449.07
622,has,VERB,9,9,62.18,-62.18
623,occurred,VERB,41,41,283.26,283.26
631,has,VERB,9,9,62.18,-62.18
632,been,VERB,18,-18,124.36,-124.36
633,occasioned,VERB,40,-40,276.35,-276.35
647,issued,VERB,22,-22,151.99,151.99
648,do,VERB,9,9,26.96,-26.96
650,complete,VERB,43,43,297.08,297.08
654,do,VERB,9,9,26.96,-26.96
656,treat,VERB,10,-10,69.09,69.09
661,dealt,VERB,17,17,117.45,117.45
670,has,VERB,9,9,62.18,-62.18
672,been,VERB,18,-18,124.36,-124.36
673,prepared,VERB,46,-46,317.80,317.80
674,dealing,VERB,34,-34,234.90,-234.90
681,contained,VERB,29,29,200.35,-200.35
694,showing,VERB,38,-38,262.53,-262.53
707,is,VERB,7,7,48.36,-48.36
711,ought,VERB,25,25,172.72,-172.72
713,be,VERB,15,15,16.48,-16.48
714,Should,VERB,28,-28,193.45,193.45
718,meet,VERB,12,-12,82.91,-82.91
725,will,VERB,28,-28,193.45,193.45
726,be,VERB,15,15,16.48,-16.48
727,spared,VERB,30,-30,207.26,207.26
729,carry,VERB,20,-20,138.18,-138.18
742,must,VERB,18,-18,124.36,-124.36
743,be,VERB,15,15,16.48,-16.48
744,added,VERB,21,21,145.08,145.08
745,was,VERB,15,15,103.63,103.63
755,was,VERB,15,15,103.63,103.63
757,announced,VERB,31,31,214.17,-214.17
760,announced,VERB,31,31,214.17,-214.17
762,was,VERB,15,15,103.63,103.63
763,intended,VERB,23,23,158.90,-158.90
767,should,VERB,28,-28,193.45,193.45
768,be,VERB,15,15,16.48,-16.48
770,amended,VERB,27,27,186.54,-186.54
772,enlarged,VERB,36,-36,248.72,-248.72
777,was,VERB,15,15,103.63,103.63
780,found,VERB,27,27,186.54,-186.54
785,could,VERB,29,29,200.35,-200.35
786,be,VERB,15,15,16.48,-16.48
787,added,VERB,21,21,145.08,145.08
791,put,VERB,19,19,131.27,131.27
801,dealing,VERB,34,-34,234.90,-234.90
805,were,VERB,17,17,117.45,117.45
809,require,VERB,40,-40,276.35,-276.35
820,do,VERB,9,9,26.96,-26.96
822,contain,VERB,22,-22,151.99,151.99
